"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00351329","1966-07-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   20",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   33",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-07-31","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   20",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   43",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   20",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-08-31","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   86",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,"    1",",,0",,,,,,
"USC00351329","1966-09-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   18",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  170",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   94",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-09-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   18",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   38",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   23",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   43",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   51",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  254",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  185",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   81",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   38",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   33",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   46",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  122",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-10-31","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   30",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   23",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  208",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  249",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   97",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  295",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-15","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  122",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-16","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  170",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-17","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   25",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-18","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   28",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-19","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   41",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-20","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   86",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-21","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-22","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-23","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-24","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-25","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   23",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-26","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   69",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-27","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-28","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-29","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-11-30","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   51",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-01","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  102",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-02","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   56",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-03","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   23",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-04","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  325",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-05","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  180",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-06","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   10",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-07","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  124",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-08","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   33",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-09","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    0","T,,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-10","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  163",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-11","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","    3",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-12","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  145",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-13","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","  147",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
"USC00351329","1966-12-14","45.28333","-122.66667","27.1","CANBY 2 NE, OR US","   38",",,0,0900","    0",",,0","    0",",,0",,,,,,,,,,,,,,
