"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00344820","1938-11-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-11-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  279",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  152",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1938-12-31","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  152",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  279",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   76",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  102",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   25",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   66",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   18",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   76",",,6,",,,,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-01-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    8",",,6,","    8",",,6",,,,,,,,,,,,,"    1",",,6",,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   38",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  145",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  218",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   91",",,6,","   30",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  165",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-02-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-03","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-04","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-05","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   38",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-06","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  470",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-07","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-08","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-09","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-10","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-11","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   38",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-12","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-13","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-14","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00344820","1939-04-15","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-16","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US"," 1245",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,6",,
"USC00344820","1939-04-17","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","  478",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-18","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    3",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-19","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    5",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-20","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-21","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-22","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-23","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-24","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-25","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","T,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-26","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","   53",",,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-27","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-28","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-29","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-04-30","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-05-01","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00344820","1939-05-02","34.63333","-94.81667","793.1","KIAMICHI TOWER, OK US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
