"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00150752","1956-06-12","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  317",",,0","  106",",,0",,,,,,,,,"  256",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-13","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  139",",,0",,,,,,,,,"  267",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-14","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  178",",,0",,,,,,,,,"  250",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-15","38.03333","-82.83333","207.0","BLAINE, KY US","   53",",,0,0700","    0",",,0","    0",",,0","  300",",,0","  178",",,0",,,,,,,,,"  272",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-16","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  189",",,0",,,,,,,,,"  261",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-17","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  317",",,0","  178",",,0",,,,,,,,,"  256",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-18","38.03333","-82.83333","207.0","BLAINE, KY US","   64",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  183",",,0",,,,,,,,,"  256",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-19","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  183",",,0",,,,,,,,,"  250",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-20","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  272",",,0","  161",",,0",,,,,,,,,"  244",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-21","38.03333","-82.83333","207.0","BLAINE, KY US","  318",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  206",",,0",,,,,,,,,"  250",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-22","38.03333","-82.83333","207.0","BLAINE, KY US","  216",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  183",",,0",,,,,,,,,"  222",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-23","38.03333","-82.83333","207.0","BLAINE, KY US","   13",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  178",",,0",,,,,,,,,"  233",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-24","38.03333","-82.83333","207.0","BLAINE, KY US","   81",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  178",",,0",,,,,,,,,"  306",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-25","38.03333","-82.83333","207.0","BLAINE, KY US","  102",",,0,0700","    0",",,0","    0",",,0","  300",",,0","  172",",,0",,,,,,,,,"  294",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-26","38.03333","-82.83333","207.0","BLAINE, KY US","  152",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  194",",,0",,,,,,,,,"  267",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-06-27","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  206",",,0",,,,,,,,,"  250",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-28","38.03333","-82.83333","207.0","BLAINE, KY US","    8",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  156",",,0",,,,,,,,,"  250",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-06-29","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  122",",,0",,,,,,,,,"  233",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-06-30","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  317",",,0","  117",",,0",,,,,,,,,"  306",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-01","38.03333","-82.83333","207.0","BLAINE, KY US","   61",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  178",",,0",,,,,,,,,"  300",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-07-02","38.03333","-82.83333","207.0","BLAINE, KY US","    3",",,0,0700","    0",",,0","    0",",,0","  333",",,0","  189",",,0",,,,,,,,,"  267",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-07-03","38.03333","-82.83333","207.0","BLAINE, KY US","   58",",,0,0700","    0",",,0","    0",",,0","  339",",,0","  189",",,0",,,,,,,,,"  244",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-07-04","38.03333","-82.83333","207.0","BLAINE, KY US","    3",",,0,0700","    0",",,0","    0",",,0","  339",",,0","  194",",,0",,,,,,,,,"  289",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-07-05","38.03333","-82.83333","207.0","BLAINE, KY US","  178",",,0,0700","    0",",,0","    0",",,0","  333",",,0","  194",",,0",,,,,,,,,"  306",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-07-06","38.03333","-82.83333","207.0","BLAINE, KY US","   28",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  189",",,0",,,,,,,,,"  272",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-07-07","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  167",",,0",,,,,,,,,"  289",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-08","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  183",",,0",,,,,,,,,"  267",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-09","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  200",",,0",,,,,,,,,"  267",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-10","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  117",",,0",,,,,,,,,"  239",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-11","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  111",",,0",,,,,,,,,"  228",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-12","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  289",",,0","  117",",,0",,,,,,,,,"  256",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-13","38.03333","-82.83333","207.0","BLAINE, KY US","  178",",,0,0700","    0",",,0","    0",",,0","  261",",,0","  183",",,0",,,,,,,,,"  239",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-14","38.03333","-82.83333","207.0","BLAINE, KY US","  305",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  183",",,0",,,,,,,,,"  256",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-15","38.03333","-82.83333","207.0","BLAINE, KY US","    8",",,0,0700","    0",",,0","    0",",,0","  300",",,0","  139",",,0",,,,,,,,,"  222",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-16","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  272",",,0","  194",",,0",,,,,,,,,"  239",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-17","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  172",",,0",,,,,,,,,"  256",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-18","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  156",",,0",,,,,,,,,"  233",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-19","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  156",",,0",,,,,,,,,"  267",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-20","38.03333","-82.83333","207.0","BLAINE, KY US","    8",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  183",",,0",,,,,,,,,"  261",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-21","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  183",",,0",,,,,,,,,"  244",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-22","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  161",",,0",,,,,,,,,"  239",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-23","38.03333","-82.83333","207.0","BLAINE, KY US","  114",",,0,0700","    0",",,0","    0",",,0","  283",",,0","  172",",,0",,,,,,,,,"  211",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-24","38.03333","-82.83333","207.0","BLAINE, KY US","  330",",,0,0700","    0",",,0","    0",",,0","  244",",,0","  189",",,0",,,,,,,,,"  239",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-25","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  189",",,0",,,,,,,,,"  278",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-26","38.03333","-82.83333","207.0","BLAINE, KY US","   18",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  183",",,0",,,,,,,,,"  294",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-27","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  339",",,0","  211",",,0",,,,,,,,,"  317",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-28","38.03333","-82.83333","207.0","BLAINE, KY US","   18",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  211",",,0",,,,,,,,,"  211",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-29","38.03333","-82.83333","207.0","BLAINE, KY US","   76",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  167",",,0",,,,,,,,,"  189",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-07-30","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  256",",,0","  150",",,0",,,,,,,,,"  211",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-07-31","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  111",",,0",,,,,,,,,"  267",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-01","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  167",",,0",,,,,,,,,"  300",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-02","38.03333","-82.83333","207.0","BLAINE, KY US","    5",",,0,0700","    0",",,0","    0",",,0","  300",",,0","  172",",,0",,,,,,,,,"  250",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-08-03","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  183",",,0",,,,,,,,,"  256",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-04","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  178",",,0",,,,,,,,,"  256",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-05","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  339",",,0","  189",",,0",,,,,,,,,"  267",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-06","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  206",",,0",,,,,,,,,"  272",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-07","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  283",",,0","  161",",,0",,,,,,,,,"  261",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-08","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  306",",,0","  150",",,0",,,,,,,,,"  256",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-09","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  150",",,0",,,,,,,,,"  272",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-10","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  172",",,0",,,,,,,,,"  283",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-11","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  317",",,0","  200",",,0",,,,,,,,,"  244",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-12","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  183",",,0",,,,,,,,,"  211",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-13","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  328",",,0","  167",",,0",,,,,,,,,"  272",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-14","38.03333","-82.83333","207.0","BLAINE, KY US","  102",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  189",",,0",,,,,,,,,"  244",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-08-15","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  167",",,0",,,,,,,,,"  272",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-16","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  322",",,0","  139",",,0",,,,,,,,,"  261",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-17","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  328",",,0","  161",",,0",,,,,,,,,"  250",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-18","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  339",",,0","  178",",,0",,,,,,,,,"  289",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-19","38.03333","-82.83333","207.0","BLAINE, KY US","    8",",,0,0700","    0",",,0","    0",",,0","  300",",,0","  189",",,0",,,,,,,,,"  256",",,0,0700",,,"    1",",,0",,,,,,,,,,,,
"USC00150752","1956-08-20","38.03333","-82.83333","207.0","BLAINE, KY US","   71",",,0,0700","    0",",,0","    0",",,0","  300",",,0","  150",",,0",,,,,,,,,"  150",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-21","38.03333","-82.83333","207.0","BLAINE, KY US","   28",",,0,0700","    0",",,0","    0",",,0","  233",",,0","  128",",,0",,,,,,,,,"  194",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-22","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  256",",,0","   78",",,0",,,,,,,,,"  211",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-23","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","   89",",,0",,,,,,,,,"  250",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-24","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  272",",,0","  133",",,0",,,,,,,,,"  211",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-25","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  278",",,0","  100",",,0",,,,,,,,,"  189",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-26","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  294",",,0","  100",",,0",,,,,,,,,"  233",",,0,0700","    1",",,0",,,,,,,,,,,,,,
"USC00150752","1956-08-27","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  311",",,0","  117",",,0",,,,,,,,,"  267",",,0,0700",,,,,,,,,,,,,,,,
"USC00150752","1956-08-28","38.03333","-82.83333","207.0","BLAINE, KY US","    0",",,0,0700","    0",",,0","    0",",,0","  289",",,0","  167",",,0",,,,,,,,,"  256",",,0,0700",,,,,,,,,,,,,,,,
