"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NYWN0004","2008-11-21","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    8",",,N",,,,,,
"US1NYWN0004","2008-11-22","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    5",",,N","   13",",,N","   51",",,N",,
"US1NYWN0004","2008-11-23","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    3",",,N","    0",",,N",,,,
"US1NYWN0004","2008-11-24","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0",",,N","   38",",,N",,
"US1NYWN0004","2008-11-25","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  180",",,N","    0",",,N",,,,
"US1NYWN0004","2008-11-26","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   97",",,N","    0",",,N",,,,
"US1NYWN0004","2008-11-27","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   20",",,N","    0",",,N",,,,
"US1NYWN0004","2008-11-28","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2008-11-29","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   61",",,N","   13",",,N","   13",",,N",,
"US1NYWN0004","2008-11-30","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0",",,N",,,,
"US1NYWN0004","2008-12-01","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  137",",,N","   10",",,N",,,,
"US1NYWN0004","2008-12-02","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   10",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-03","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0","T,,N",,,,
"US1NYWN0004","2008-12-04","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0","T,,N",,,,
"US1NYWN0004","2008-12-05","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-06","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-07","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0","T,,N",,,,
"US1NYWN0004","2008-12-08","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    5",",,N","   25",",,N",,,,
"US1NYWN0004","2008-12-09","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   53",",,N","   25",",,N","   51",",,N",,
"US1NYWN0004","2008-12-10","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   53",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-11","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   51",",,N","   36",",,N",,,,
"US1NYWN0004","2008-12-12","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   48",",,N","   81",",,N","   76",",,N",,
"US1NYWN0004","2008-12-14","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0","T,,N",,,,
"US1NYWN0004","2008-12-15","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    8",",,N","    0","T,,N",,,,
"US1NYWN0004","2008-12-16","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   10",",,N","    8",",,N","    0","T,,N",,
"US1NYWN0004","2008-12-17","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  117",",,N","   97",",,N","  102",",,N",,
"US1NYWN0004","2008-12-18","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0","T,,N",,,,
"US1NYWN0004","2008-12-19","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-20","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  386",",,N","  254",",,N","  254",",,N","  386",",,N"
"US1NYWN0004","2008-12-21","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  122",",,N","  140",",,N","  318",",,N","  122",",,N"
"US1NYWN0004","2008-12-27","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  132",",,N",,,,,,
"US1NYWN0004","2008-12-28","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  147",",,N",,,,,,
"US1NYWN0004","2008-12-29","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-30","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2008-12-31","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   89",",,N","  135",",,N","  127",",,N",,
"US1NYWN0004","2009-01-01","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0","T,,N","  127",",,N",,
"US1NYWN0004","2009-01-03","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   15",",,N","   30",",,N",,,,
"US1NYWN0004","2009-01-04","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-01-05","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-04-04","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  465",",,N",,,,,,
"US1NYWN0004","2009-04-05","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   97",",,N",,,,,,
"US1NYWN0004","2009-04-06","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   48",",,N",,,,,,
"US1NYWN0004","2009-04-21","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  122",",,N",,,,,,
"US1NYWN0004","2009-04-22","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   18",",,N",,,,,,
"US1NYWN0004","2009-04-27","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   84",",,N",,,,,,
"US1NYWN0004","2009-04-28","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-04-29","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   53",",,N",,,,,,
"US1NYWN0004","2009-04-30","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-01","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   79",",,N",,,,,,
"US1NYWN0004","2009-05-02","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   38",",,N",,,,,,
"US1NYWN0004","2009-05-03","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-05","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-06","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-07","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  107",",,N",,,,,,
"US1NYWN0004","2009-05-08","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   15",",,N",,,,,,
"US1NYWN0004","2009-05-09","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   36",",,N",,,,,,
"US1NYWN0004","2009-05-10","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   81",",,N",,,,,,
"US1NYWN0004","2009-05-11","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-12","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-13","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-14","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    8",",,N",,,,,,
"US1NYWN0004","2009-05-15","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   61",",,N",,,,,,
"US1NYWN0004","2009-05-16","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-17","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  249",",,N",,,,,,
"US1NYWN0004","2009-05-18","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-19","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-20","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-21","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-22","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-23","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-24","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-25","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-26","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-27","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   46",",,N",,,,,,
"US1NYWN0004","2009-05-28","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   33",",,N",,,,,,
"US1NYWN0004","2009-05-29","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  163",",,N",,,,,,
"US1NYWN0004","2009-05-30","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-05-31","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    5",",,N",,,,,,
"US1NYWN0004","2009-06-01","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-02","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-03","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-04","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-05","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-06","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-07","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-08","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-09","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  160",",,N",,,,,,
"US1NYWN0004","2009-06-10","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-11","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-12","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  152",",,N",,,,,,
"US1NYWN0004","2009-06-13","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   15",",,N",,,,,,
"US1NYWN0004","2009-06-14","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-15","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   41",",,N",,,,,,
"US1NYWN0004","2009-06-16","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-17","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-18","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  185",",,N",,,,,,
"US1NYWN0004","2009-06-19","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  175",",,N",,,,,,
"US1NYWN0004","2009-06-20","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   66",",,N",,,,,,
"US1NYWN0004","2009-06-21","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  282",",,N",,,,,,
"US1NYWN0004","2009-06-23","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-24","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-25","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-26","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-27","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    8",",,N",,,,,,
"US1NYWN0004","2009-06-28","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-06-29","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   86",",,N",,,,,,
"US1NYWN0004","2009-06-30","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   61",",,N",,,,,,
"US1NYWN0004","2009-07-01","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   28",",,N",,,,,,
"US1NYWN0004","2009-07-02","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   46",",,N",,,,,,
"US1NYWN0004","2009-07-03","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   84",",,N",,,,,,
"US1NYWN0004","2009-07-04","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-07","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    5",",,N",,,,,,
"US1NYWN0004","2009-07-08","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   71",",,N",,,,,,
"US1NYWN0004","2009-07-11","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-12","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  130",",,N",,,,,,
"US1NYWN0004","2009-07-13","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-14","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-15","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-16","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    8",",,N",,,,,,
"US1NYWN0004","2009-07-17","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-18","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   13",",,N",,,,,,
"US1NYWN0004","2009-07-19","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-20","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-21","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-22","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    8",",,N",,,,,,
"US1NYWN0004","2009-07-23","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   20",",,N",,,,,,
"US1NYWN0004","2009-07-27","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   23",",,N",,,,,,
"US1NYWN0004","2009-07-28","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-07-29","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-01","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0","T,,N","    0",",,N",,,,
"US1NYWN0004","2009-08-02","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   25",",,N",,,,,,
"US1NYWN0004","2009-08-03","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  127",",,N",,,,,,
"US1NYWN0004","2009-08-04","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-05","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-06","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-07","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-08","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-09","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","   15",",,N",,,,,,
"US1NYWN0004","2009-08-10","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","  572",",,N",,,,,,
"US1NYWN0004","2009-08-11","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-12","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-13","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-14","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-15","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-16","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-17","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-18","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-19","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
"US1NYWN0004","2009-08-20","43.291168","-76.80621","95.1","WOLCOTT 4.8 N, NY US","    0",",,N","    0",",,N",,,,
