"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00240821","1950-01-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,," -261",",,0"," -378",",,0",,,,,,,,," -311",",,0",,,,,,,,,,,,
"USC00240821","1950-01-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,," -150",",,0"," -344",",,0",,,,,,,,," -178",",,0",,,,,,,,,,,,
"USC00240821","1950-01-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0","T,,0",,," -111",",,0"," -289",",,0",,,,,,,,," -150",",,0",,,,,,,,,,,,
"USC00240821","1950-01-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   18",",,0","   33",",,0","  330",",,0"," -150",",,0"," -317",",,0",,,,,,,,," -178",",,0",,,,,,,,,,,,
"USC00240821","1950-01-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","  330",",,0"," -178",",,0"," -289",",,0",,,,,,,,," -206",",,0",,,,,,,,,,,,
"USC00240821","1950-01-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,," -206",",,0"," -300",",,0",,,,,,,,," -244",",,0",,,,,,,,,,,,
"USC00240821","1950-01-31","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,," -211",",,0"," -322",",,0",,,,,,,,," -239",",,0",,,,,,,,,,,,
"USC00240821","1950-02-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,," -206",",G,0"," -267",",,0",,,,,,,,," -239",",,0",,,,,,,,,,,,
"USC00240821","1950-02-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -78",",,0"," -289",",,0",,,,,,,,," -200",",,0",,,,,,,,,,,,
"USC00240821","1950-02-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  -33",",,0"," -267",",,0",,,,,,,,," -111",",,0",,,,,,,,,,,,
"USC00240821","1950-02-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"    0",",,0"," -244",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-02-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   56",",,0"," -194",",,0",,,,,,,,,"    6",",,0",,,,,,,,,,,,
"USC00240821","1950-02-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   33",",,0","  -94",",,0",,,,,,,,,"  -39",",,0",,,,,,,,,,,,
"USC00240821","1950-02-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   56",",,0"," -172",",,0",,,,,,,,,"  -33",",,0",,,,,,,,,,,,
"USC00240821","1950-02-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","  229",",,0","   44",",,0"," -156",",,0",,,,,,,,,"   -6",",,0",,,,,,,,,,,,
"USC00240821","1950-02-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   76",",,0","  127",",,0","  356",",,0","   28",",,0"," -178",",,0",,,,,,,,,"   17",",,0",,,"    1",",,0",,,,,,,,
"USC00240821","1950-02-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,"   17",",,0"," -144",",,0",,,,,,,,,"   11",",,0","    1",",,0",,,,,,,,,,
"USC00240821","1950-02-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   44",",,0"," -111",",,0",,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-02-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,"   33",",,0","  -94",",,0",,,,,,,,,"   11",",,0",,,,,,,,,,,,
"USC00240821","1950-02-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   20",",,0","   51",",,0","  102",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-02-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   39",",,0"," -139",",,0",,,,,,,,,"   28",",,0",,,,,,,,,,,,
"USC00240821","1950-02-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0","   50",",,0"," -167",",,0",,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-02-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   25",",,0","   51",",,0",,,"   44",",,0"," -183",",,0",,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00240821","1950-02-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   33",",,0"," -178",",,0",,,,,,,,,"   11",",,0",,,,,,,,,,,,
"USC00240821","1950-02-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0","   61",",,0"," -156",",,0",,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-03-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   25",",,0","   51",",,0",,,"   67",",,0"," -172",",,0",,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-03-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   44",",,0"," -156",",,0",,,,,,,,,"   39",",,0",,,,,,,,,,,,
"USC00240821","1950-03-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   61",",,0"," -178",",,0",,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-03-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  161",",,0","  -78",",,0",,,,,,,,,"   61",",,0",,,,,,,,,,,,
"USC00240821","1950-03-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"  183",",,0","  -22",",,0",,,,,,,,,"  167",",,0",,,,,,,,,,,,
"USC00240821","1950-03-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,"  122",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   69",",,0","   76",",,0",,,,,,,,,,,,,,,"  -11",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,"  -61",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   46",",,0","   51",",,0","   76",",,0",,,,,,,,,,,,,"  -44",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   13",",,0","   25",",,0","  127",",,0",,,,,,,,,,,,,"  -22",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   13",",,0","   25",",,0","  102",",,0",,,,,,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-03-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","  102",",,0",,,,,,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-03-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","   51",",,0",,,,,,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-03-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"   78",",,0",,,,,,,,,,,,
"USC00240821","1950-03-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"  111",",,0",,,,,,,,,,,,
"USC00240821","1950-03-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"   28",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  107",",,0","  178",",,0",,,,,,,,,,,,,,,"   17",",,0",,,,,,,"    1",",,0",,,,
"USC00240821","1950-03-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","  127",",,0",,,,,,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-03-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","   51",",,0",,,,,,,,,,,,,"   39",",,0",,,,,,,,,,,,
"USC00240821","1950-03-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   74",",,0","   51",",,0","  102",",,0",,,,,,,,,,,,,"   11",",,0",,,,,,,,,,,,
"USC00240821","1950-03-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,"   83",",,0",,,,,,,,,,,"    0",",,0",,,,,,,,,,,,
"USC00240821","1950-03-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   25",",,0","   51",",,0","   51",",,0",,,,,,,,,,,,,"   22",",,0",,,,,,,,,,,,
"USC00240821","1950-03-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"   44",",,0",,,,,,,,,,,,
"USC00240821","1950-03-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"  -11",",,0",,,,,,,,,,,,
"USC00240821","1950-03-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"  -28",",,0",,,,,,,,,,,,
"USC00240821","1950-03-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"   56",",,0",,,,,,,,,,,,
"USC00240821","1950-03-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"  156",",,0",,,,,,,,,,,,
"USC00240821","1950-03-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   56",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"   83",",,0",,,,,,,,,,,,
"USC00240821","1950-03-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"  -44",",,0",,,,,,,,,,,,
"USC00240821","1950-03-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"  -33",",,0",,,,,,,,,,,,
"USC00240821","1950-03-31","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,"   33",",,0",,,,,,,,,,,,
"USC00240821","1950-04-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   56",",,0","    0","T,,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,0"
"USC00240821","1950-04-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-18","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-19","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-20","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-21","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-22","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-04-23","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00240821","1950-04-24","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  152",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0","    1",",,0"
"USC00240821","1950-04-25","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00240821","1950-04-26","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  102",",,0","  102",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00240821","1950-04-27","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  102",",,0","  102",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00240821","1950-04-28","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  130",",,0","  102",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,
"USC00240821","1950-04-29","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00240821","1950-04-30","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00240821","1950-05-01","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   51",",,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00240821","1950-05-02","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   66",",,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00240821","1950-05-03","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   58",",,0","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0"
"USC00240821","1950-05-04","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-05","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-06","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-07","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   51",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-08","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","   76",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-09","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-10","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-11","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-12","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-13","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-14","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-15","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","  102",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-16","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00240821","1950-05-17","45.28333","-106.35","915.0","BIRNEY 7 E, MT US","    0","T,,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
