"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES"
"USC00303617","1954-12-16","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-17","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-18","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-19","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-20","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-21","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-22","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-23","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-24","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-25","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-26","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-27","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-28","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-29","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  157",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-30","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  165",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1954-12-31","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-01","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-02","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   38",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-03","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   25",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-04","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-05","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-06","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   43",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-07","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-08","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-09","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-10","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   13",",,0","   25",",,0",,,,,,,,,,
"USC00303617","1955-01-11","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-12","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-13","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-14","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-15","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   15",",,0","   25",",,0",,,,,,,,,,
"USC00303617","1955-01-16","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-17","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    3",",,0","   13",",,0",,,,,,,,,,
"USC00303617","1955-01-18","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-19","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-20","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-21","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-22","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-23","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   10",",,0","   51",",,0",,,,,,,,,,
"USC00303617","1955-01-24","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-25","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-26","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-27","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0","T,,0","    0","T,,0",,,,,,,,,,
"USC00303617","1955-01-28","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-29","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-30","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-01-31","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-01","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   38",",,0","   76",",,0",,,,,,,,,,
"USC00303617","1955-02-02","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-03","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-04","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-05","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-06","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  137",",,0","  102",",,0",,,,,,,,,,
"USC00303617","1955-02-07","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-08","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-09","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-10","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-11","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   69",",,0","   89",",,0",,,,,,,,,,
"USC00303617","1955-02-12","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-13","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-14","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-15","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-16","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   23",",,0","   51",",,0",,,,,,,,,,
"USC00303617","1955-02-17","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-18","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-19","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-20","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-21","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-22","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   71",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-23","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-24","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-25","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-26","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   51",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-27","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   71",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-02-28","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-03-01","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  229",",,0",,,,,,,,,,,,
"USC00303617","1955-03-02","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-03","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  114",",,0",,,,,,,,,,,,
"USC00303617","1955-03-05","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US",,,,,,,"    2",",,0",,,"  119",",,0",,
"USC00303617","1955-03-06","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-07","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-08","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-09","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-10","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-11","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  155",",,0",,,,,,,,,,,,
"USC00303617","1955-03-12","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   13",",,0",,,,,,,,,,,,
"USC00303617","1955-03-13","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-14","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-15","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-16","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-17","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-18","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-19","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-20","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-22","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US",,,,,,,"    2",",,0",,,"  216",",,0",,
"USC00303617","1955-03-23","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-24","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-25","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-26","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  160",",,0",,,,,,,,,,,,
"USC00303617","1955-03-27","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-28","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-29","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-30","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-03-31","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0",,,,,,,,,,,,
"USC00303617","1955-04-01","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-02","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-03","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   20",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-04","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-05","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-06","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-07","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   25",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-08","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-09","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-10","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-11","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-12","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  102",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-13","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   30",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-14","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-15","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-16","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   64",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-17","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-18","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-19","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-20","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-21","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-22","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-23","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-24","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   76",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-25","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","  142",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-26","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   15",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-27","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-28","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-29","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-04-30","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-01","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-02","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-03","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-04","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-05","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-06","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-07","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   25",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-08","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","   84",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-09","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-10","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-11","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-12","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-13","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-14","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-15","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-16","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
"USC00303617","1955-05-17","42.4","-77.25","238.0","HAMMONDSPORT 1 W, NY US","    0",",,0","    0",",,0",,,,,,,,,,
