"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00462488","1946-04-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-16","39.15","-80.4","326.1","DUCK CREEK, WV US","   71",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-17","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-19","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-24","39.15","-80.4","326.1","DUCK CREEK, WV US","   43",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-26","39.15","-80.4","326.1","DUCK CREEK, WV US","   56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-29","39.15","-80.4","326.1","DUCK CREEK, WV US","  135",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-04-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-02","39.15","-80.4","326.1","DUCK CREEK, WV US","   18",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-03","39.15","-80.4","326.1","DUCK CREEK, WV US","   89",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-04","39.15","-80.4","326.1","DUCK CREEK, WV US","  122",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-05","39.15","-80.4","326.1","DUCK CREEK, WV US","   10",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-07","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-08","39.15","-80.4","326.1","DUCK CREEK, WV US","   48",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-11","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-12","39.15","-80.4","326.1","DUCK CREEK, WV US","  104",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-13","39.15","-80.4","326.1","DUCK CREEK, WV US","   20",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-14","39.15","-80.4","326.1","DUCK CREEK, WV US","  178",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-15","39.15","-80.4","326.1","DUCK CREEK, WV US","  135",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-17","39.15","-80.4","326.1","DUCK CREEK, WV US","  193",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-18","39.15","-80.4","326.1","DUCK CREEK, WV US","   23",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-19","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-21","39.15","-80.4","326.1","DUCK CREEK, WV US","   91",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-26","39.15","-80.4","326.1","DUCK CREEK, WV US","   64",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-27","39.15","-80.4","326.1","DUCK CREEK, WV US","  511",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-28","39.15","-80.4","326.1","DUCK CREEK, WV US","   10",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-29","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-05-31","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-02","39.15","-80.4","326.1","DUCK CREEK, WV US","  356",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-03","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-04","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-07","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-11","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-12","39.15","-80.4","326.1","DUCK CREEK, WV US","  203",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-13","39.15","-80.4","326.1","DUCK CREEK, WV US","  262",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-14","39.15","-80.4","326.1","DUCK CREEK, WV US","  127",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-15","39.15","-80.4","326.1","DUCK CREEK, WV US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-17","39.15","-80.4","326.1","DUCK CREEK, WV US","   46",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-19","39.15","-80.4","326.1","DUCK CREEK, WV US","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-20","39.15","-80.4","326.1","DUCK CREEK, WV US","  315",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-21","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-29","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-06-30","39.15","-80.4","326.1","DUCK CREEK, WV US","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-02","39.15","-80.4","326.1","DUCK CREEK, WV US","  152",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-04","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-07","39.15","-80.4","326.1","DUCK CREEK, WV US","   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-09","39.15","-80.4","326.1","DUCK CREEK, WV US","  132",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    8",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-11","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-12","39.15","-80.4","326.1","DUCK CREEK, WV US","   20",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-17","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-19","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-21","39.15","-80.4","326.1","DUCK CREEK, WV US","  173",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-22","39.15","-80.4","326.1","DUCK CREEK, WV US","   30",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-23","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-25","39.15","-80.4","326.1","DUCK CREEK, WV US","  119",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-29","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-07-31","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-01","39.15","-80.4","326.1","DUCK CREEK, WV US","   94",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-02","39.15","-80.4","326.1","DUCK CREEK, WV US","   20",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-04","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-07","39.15","-80.4","326.1","DUCK CREEK, WV US","  279",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-10","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-11","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-12","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-17","39.15","-80.4","326.1","DUCK CREEK, WV US","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-18","39.15","-80.4","326.1","DUCK CREEK, WV US","   25",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-19","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-21","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-23","39.15","-80.4","326.1","DUCK CREEK, WV US","   58",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-24","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-29","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-30","39.15","-80.4","326.1","DUCK CREEK, WV US","    5",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-08-31","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-02","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-03","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-04","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-05","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-06","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-07","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-08","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-09","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-10","39.15","-80.4","326.1","DUCK CREEK, WV US","  142",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-11","39.15","-80.4","326.1","DUCK CREEK, WV US","  152",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-12","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-13","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-14","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-15","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-16","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-17","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-18","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-19","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-20","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-21","39.15","-80.4","326.1","DUCK CREEK, WV US","  206",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-22","39.15","-80.4","326.1","DUCK CREEK, WV US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-23","39.15","-80.4","326.1","DUCK CREEK, WV US","   15",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-24","39.15","-80.4","326.1","DUCK CREEK, WV US","  229",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-25","39.15","-80.4","326.1","DUCK CREEK, WV US","    3",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-26","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-27","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-28","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-29","39.15","-80.4","326.1","DUCK CREEK, WV US","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-09-30","39.15","-80.4","326.1","DUCK CREEK, WV US","   97",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00462488","1946-10-01","39.15","-80.4","326.1","DUCK CREEK, WV US","    8",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,
