"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00063803","2017-10-08","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  272",",,W",,,,,"  239",",,W","  222",",,W","   38",",,W"," 2227",",,W","  190",",,W","  200",",,W","   76",",,W","  112",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-09","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   38",",,W",,,,,"  244",",,W","  222",",,W","   10",",,W"," 0206",",,W","  210",",,W","  200",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-10","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  300",",,W","  211",",,W","    7",",,W"," 1343",",,W","  180",",,W","  120",",,W","   36",",,W","   58",",,W","    1",",,W","    1",",,W","    1",",,W",,
"USW00063803","2017-10-11","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  306",",,W","  189",",,W","   18",",,W"," 1459",",,W","  300",",,W","  300",",,W","   54",",,W","   76",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-10-12","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  311",",,W","  144",",,W","    6",",,W"," 1253",",,W","  250",",,W","  260",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-13","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  272",",,W","  150",",,W","   34",",,W"," 1915",",,W","   80",",,W","   80",",,W","   63",",,W","   72",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-14","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  244",",,W","  161",",,W","   16",",,W"," 0155",",,W","   70",",,W","   80",",,W","   36",",,W","   45",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-15","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  283",",,W","  161",",,W","    8",",,W"," 1550",",,W","  250",",,W","  260",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-16","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   15",",,W",,,,,"  222",",,W","  117",",,W","   31",",,W"," 1558",",,W","  300",",,W","  320",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-17","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  200",",,W","   72",",,W","   22",",,W"," 0920",",,W","   80",",,W","   70",",,W","   81",",,W","  107",",,W",,,,,,,,
"USW00063803","2017-10-18","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  211",",,W","   67",",,W","   21",",,W"," 1122",",,W","   80",",,W","   60",",,W","   67",",,W","   81",",,W",,,,,,,,
"USW00063803","2017-10-19","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  239",",,W","   56",",,W","    8",",,W"," 1131",",,W","   70",",,W","   60",",,W","   36",",,W","   45",",,W",,,,,,,,
"USW00063803","2017-10-20","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  267",",,W","   56",",,W","    4",",,W"," 1604",",,W","   90",",,W","  130",",,W","   36",",,W","   45",",,W",,,,,,,,
"USW00063803","2017-10-21","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  250",",,W","   78",",,W","   16",",,W"," 1332",",,W","  130",",,W","  130",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00063803","2017-10-22","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  261",",,W","  122",",,W","   35",",,W"," 1855",",,W","  120",",,W","  110",",,W","   72",",,W","   98",",,W",,,,,,,,
"USW00063803","2017-10-23","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  490",",,W",,,,,"  228",",,W","  128",",,W","   41",",,W"," 1036",",,W","  240",",,W","  240",",,W","  125",",,W","  143",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-24","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  194",",,W","   67",",,W","   34",",,W"," 1344",",,W","  250",",,W","  250",",,W","   94",",,W","  125",",,W",,,,,,,,
"USW00063803","2017-10-25","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  239",",,W","   56",",,W","   34",",,W"," 1352",",,W","  250",",,W","  240",",,W","   72",",,W","  134",",,W",,,,,,,,
"USW00063803","2017-10-26","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  211",",,W","   22",",,W","   15",",,W"," 1411",",,W","  250",",,W","  240",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00063803","2017-10-27","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  228",",,W","   50",",,W","   17",",,W"," 1618",",,W","  160",",,W","  130",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00063803","2017-10-28","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  124",",,W",,,,,"  172",",,W","   56",",,W","   22",",,W"," 1616",",,W","  270",",,W","  270",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,
"USW00063803","2017-10-29","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"   56",",,W","   11",",,W","   48",",,W"," 1514",",,W","  280",",,W","  280",",,W","   94",",,W","  139",",,W",,,,,,,,
"USW00063803","2017-10-30","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  178",",,W","    6",",,W","   25",",,W"," 1335",",,W","  250",",,W","  250",",,W","   67",",,W","   81",",,W",,,,,,,,
"USW00063803","2017-10-31","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  217",",,W","   44",",,W","   14",",,W"," 1522",",,W","  230",",,W","  240",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-01","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  222",",,W","   56",",,W","    7",",,W"," 1344",",,W","  170",",,W","  180",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-02","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  244",",,W","  117",",,W","    6",",,W"," 1420",",,W","  230",",,W","  200",",,W","   45",",,W","   54",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-03","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  261",",,W","  117",",,W","    8",",,W"," 1220",",,W","  260",",,W","  260",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-04","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  178",",,W",,,,,"  261",",,W","  133",",,W","    5",",,W"," 2108",",,W","  230",",,W","  180",",,W","   54",",,W","   63",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-11-05","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  233",",,W","  150",",,W","   12",",,W"," 0555",",,W","   70",",,W","   80",",,W","   40",",,W","   58",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00063803","2017-11-06","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    5",",,W",,,,,"  267",",,W","  139",",,W","   11",",,W"," 1257",",,W","  240",",,W","  240",",,W","   72",",,W","   94",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-11-07","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   30",",,W",,,,,"  267",",,W","  150",",,W","   26",",,W"," 1259",",,W","  240",",,W","  240",",,W","   81",",,W","  103",",,W","    1",",,W","    1",",,W","    1",",,W",,
"USW00063803","2017-11-08","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"  178",",,W","   89",",,W","   23",",,W"," 1915",",,W","   60",",,W","   70",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-09","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  104",",,W",,,,,"  128",",,W","   83",",,W","   15",",,W"," 0000",",,W","   70",",,W","   80",",,W","   40",",,W","   63",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-10","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  183",",,W","   44",",,W","    4",",,W"," 1357",",,W","  240",",,W","  240",",,W","   36",",,W","   45",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-11","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  106",",,W","   39",",,W","   41",",,W"," 0913",",,W","   60",",,W","   60",",,W","   76",",,W","  103",",,W",,,,,,,"    1",",,W"
"USW00063803","2017-11-12","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"   78",",,W","   50",",,W","   19",",,W"," 0839",",,W","   80",",,W","   80",",,W","   58",",,W","   81",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-13","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"  189",",,W","   50",",,W","    9",",,W"," 1136",",,W","  310",",,W","  320",",,W","   36",",,W","   54",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-11-14","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  150",",,W","   39",",,W","   18",",,W"," 1010",",,W","   60",",,W","   70",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-15","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  144",",,W","   33",",,W","   11",",,W"," 1038",",,W","   70",",,W","  110",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-16","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  200",",,W","   50",",,W","   18",",,W"," 1509",",,W","  260",",,W","  270",",,W","   54",",,W","   72",",,W",,,,,,,,
"USW00063803","2017-11-17","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  183",",,W","   11",",,W","   13",",,W"," 1001",",,W","   80",",,W","   80",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00063803","2017-11-18","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   64",",,W",,,,,"  194",",,W","   28",",,W","   30",",,W"," 2252",",,W","  270",",,W","  260",",,W","  107",",,W","  134",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-19","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"  144",",,W","   17",",,W","   39",",,W"," 0100",",,W","  280",",,W","  310",",,W","   76",",,W","  125",",,W",,,,,,,,
"USW00063803","2017-11-20","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  150",",,W","  -16",",,W","   15",",,W"," 1324",",,W","  110",",,W","  140",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00063803","2017-11-21","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  189",",,W","   28",",,W","   21",",,W"," 1004",",,W","   80",",,W","   50",",,W","   45",",,W","   67",",,W",,,,,,,,
"USW00063803","2017-11-22","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  183",",,W","   50",",,W","   18",",,W"," 0952",",,W","  300",",,W","  310",",,W","   54",",,W","   58",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-23","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  156",",,W","   22",",,W","   22",",,W"," 0859",",,W","   70",",,W","   70",",,W","   63",",,W","   76",",,W",,,,,,,,
"USW00063803","2017-11-24","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  167",",,W","   -5",",,W","    2",",,W"," 1505",",,W","  230",",,W","  230",",,W","   31",",,W","   40",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-25","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  178",",,W","   22",",,W","   22",",,W"," 1324",",,W","  270",",,W","  270",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,
"USW00063803","2017-11-26","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  189",",,W","   50",",,W","   22",",,W"," 1447",",,W","  290",",,W","  290",",,W","   76",",,W","   76",",,W",,,,,,,,
"USW00063803","2017-11-27","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  172",",,W","  -21",",,W","    8",",,W"," 1058",",,W","   80",",,W","  120",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00063803","2017-11-28","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  183",",,W","  -10",",,W","   13",",,W"," 1340",",,W","  110",",,W","   90",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00063803","2017-11-29","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  183",",,W","   61",",,W","    6",",,W"," 1427",",,W","  240",",,W","  240",",,W","   36",",,W","   40",",,W","    1",",,W","    1",",,W",,,"    1",",,W"
"USW00063803","2017-11-30","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   23",",,W",,,,,"  206",",,W","   83",",,W","   10",",,W"," 1331",",,W","  250",",,W","  260",",,W","   58",",,W","   72",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-12-01","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  200",",,W","   89",",,W","    6",",,W"," 1507",",,W","  250",",,W","  250",",,W","   45",",,W","   54",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-02","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  189",",,W","   72",",,W","    9",",,W"," 1103",",,W","   60",",,W","   60",",,W","   45",",,W","   58",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-12-03","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  206",",,W","   67",",,W","    7",",,W"," 1226",",,W","   50",",,W","   50",",,W","   36",",,W","   54",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-12-04","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  183",",,W","   50",",,W","   23",",,W"," 1408",",,W","  100",",,W","   70",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-05","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   84",",,W",,,,,"  194",",,W","  106",",,W","   24",",,W"," 1724",",,W","  290",",,W","  280",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-12-06","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   15",",,W",,,,,"  128",",,W","   33",",,W","   24",",,W"," 0953",",,W","  270",",,W","  260",",,W","   54",",,W","   72",",,W",,,,,,,,
"USW00063803","2017-12-08","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  254",",,W",,,,,"   67",",,W","    6",",,W","   15",",,W"," 2217",",,W","   70",",,W","   70",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-09","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   53",",,W",,,,,"   33",",,W","   -5",",,W","   26",",,W"," 1612",",,W","  250",",,W","  250",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-10","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"   61",",,W","  -32",",,W","   28",",,W"," 1558",",,W","  250",",,W","  260",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00063803","2017-12-11","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  150",",,W","  -10",",,W","   26",",,W"," 1651",",,W","  240",",,W","  250",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00063803","2017-12-12","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"   94",",,W","   11",",,W","   39",",,W"," 1145",",,W","  290",",,W","  280",",,W","   89",",,W","  139",",,W",,,,,,,,
"USW00063803","2017-12-13","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"   89",",,W","  -27",",,W","   34",",,W"," 0009",",,W","  220",",,W","  280",",,W","   76",",,W","  116",",,W",,,,,,,,
"USW00063803","2017-12-14","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  144",",,W","  -10",",,W","   22",",,W"," 1359",",,W","  240",",,W","  250",",,W","   72",",,W","   98",",,W",,,,,,,,
"USW00063803","2017-12-15","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"   61",",,W","  -10",",,W","   30",",,W"," 1321",",,W","  280",",,W","  300",",,W","   72",",,W","  107",",,W",,,,,,,,
"USW00063803","2017-12-16","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0",",,W",,,,,"  111",",,W","  -38",",,W","   12",",,W"," 1327",",,W","  240",",,W","  250",",,W","   36",",,W","   45",",,W",,,,,,,,
"USW00063803","2017-12-17","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   30",",,W",,,,,"  111",",,W","  -21",",,W","    8",",,W"," 1253",",,W","  160",",,W","  180",",,W","   31",",,W","   40",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-18","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"  161",",,W","   72",",,W","   21",",,W"," 1336",",,W","  250",",,W","  260",",,W","   63",",,W","   72",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-12-19","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    8",",,W",,,,,"  178",",,W","   89",",,W","   26",",,W"," 0253",",,W","  250",",,W","  260",",,W","   54",",,W","   76",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-20","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  356",",,W",,,,,"  172",",,W","  133",",,W","   31",",,W"," 0809",",,W","  220",",,W","  200",",,W","   72",",,W","   98",",,W","    1",",,W","    1",",,W",,,,
"USW00063803","2017-12-21","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"  133",",,W","  100",",,W","   31",",,W"," 0255",",,W","   70",",,W","   80",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-22","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    3",",,W",,,,,"  172",",,W","   94",",,W","   17",",,W"," 1515",",,W","   90",",,W","  130",",,W","   40",",,W","   45",",,W","    1",",,W",,,,,,
"USW00063803","2017-12-23","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","   13",",,W",,,,,"  189",",,W","   83",",,W","   47",",,W"," 1446",",,W","  210",",,W","  270",",,W","   89",",,W","  107",",,W","    1",",,W",,,,,"    1",",,W"
"USW00063803","2017-12-24","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"   89",",,W","   44",",,W","   38",",,W"," 2239",",,W","  280",",,W","  280",",,W","   81",",,W","  116",",,W",,,,,,,,
"USW00063803","2017-12-25","33.97972","-83.96333","323.4","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","    0","T,,W",,,,,"   44",",,W","  -10",",,W","   29",",,W"," 0334",",,W","  300",",,W","  290",",,W","   72",",,W","  112",",,W",,,,,,,,
