"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00217009","1953-01-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","   13",",,6","  152",",,6","  -17",",,6","  -94",",,6"
"USC00217009","1953-01-31","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  152",",,6","   -6",",,6"," -206",",,6"
"USC00217009","1953-02-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  152",",,6"," -139",",,6"," -233",",,6"
"USC00217009","1953-02-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   18",",,6","   30",",,6","  178",",,6","  -78",",,6"," -167",",,6"
"USC00217009","1953-02-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  178",",,6","   -6",",,6"," -167",",,6"
"USC00217009","1953-02-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    5",",,6","   10",",,6","  178",",,6","   22",",,6","  -89",",,6"
"USC00217009","1953-02-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","  152",",,6","   22",",,6","  -61",",,6"
"USC00217009","1953-02-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    8",",,6","  152",",,6","   -6",",,6","  -44",",,6"
"USC00217009","1953-02-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","  152",",,6","  -11",",,6"," -117",",,6"
"USC00217009","1953-02-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  152",",,6","  -28",",,6"," -194",",,6"
"USC00217009","1953-02-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  152",",,6","  -22",",,6"," -150",",,6"
"USC00217009","1953-02-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   13",",,6","   13",",,6","  152",",,6","   11",",,6","  -50",",,6"
"USC00217009","1953-02-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   36",",,6","    5",",,6","  127",",,6","   -6",",,6","  -33",",,6"
"USC00217009","1953-02-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  127",",,6","  -28",",,6"," -100",",,6"
"USC00217009","1953-02-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  127",",,6","   22",",,6"," -139",",,6"
"USC00217009","1953-02-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  102",",,6","   -6",",,6"," -150",",,6"
"USC00217009","1953-02-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  102",",,6"," -106",",,6"," -178",",,6"
"USC00217009","1953-02-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  102",",,6"," -128",",,6"," -211",",,6"
"USC00217009","1953-02-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  102",",,6","  -61",",,6"," -194",",,6"
"USC00217009","1953-02-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  102",",,6","   22",",,6","  -89",",,6"
"USC00217009","1953-02-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  102",",,6","  -22",",,6","  -50",",,6"
"USC00217009","1953-02-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   84",",,6","   84",",,6","  178",",,6","   33",",,6"," -128",",,6"
"USC00217009","1953-02-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   64",",,6","   53",",,6","  203",",,6"," -128",",S,6"," -206",",,6"
"USC00217009","1953-02-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  203",",,6","    0",",,6",,
"USC00217009","1953-02-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  203",",,6","   44",",,6"," -144",",,6"
"USC00217009","1953-02-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  178",",,6","  -17",",,6","  -89",",,6"
"USC00217009","1953-02-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  178",",,6","    6",",,6","  -89",",,6"
"USC00217009","1953-02-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  152",",,6","   39",",,6","  -22",",,6"
"USC00217009","1953-02-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   13",",,6","   13",",,6","  152",",,6","   17",",,6","  -83",",,6"
"USC00217009","1953-02-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  152",",,6","  -11",",,6"," -144",",,6"
"USC00217009","1953-03-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  152",",,6","  -44",",,6"," -172",",,6"
"USC00217009","1953-03-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   64",",,6","  114",",,6","  178",",,6","  -33",",,6","  -83",",,6"
"USC00217009","1953-03-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  279",",,6","  -28",",,6"," -111",",,6"
"USC00217009","1953-03-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  254",",,6","  -56",",,6"," -150",",,6"
"USC00217009","1953-03-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  254",",,6","  -72",",,6"," -150",",,6"
"USC00217009","1953-03-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  254",",,6"," -106",",,6"," -167",",,6"
"USC00217009","1953-03-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","  254",",,6","  -67",",,6"," -156",",,6"
"USC00217009","1953-03-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","   18",",,6","  254",",,6","  -22",",,6"," -117",",,6"
"USC00217009","1953-03-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  254",",,6","   56",",,6","  -94",",,6"
"USC00217009","1953-03-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  229",",,6","   67",",,6","  -22",",,6"
"USC00217009","1953-03-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","  127",",,6","   72",",,6","   22",",,6"
"USC00217009","1953-03-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    3",",,6","    0",",,6","   25",",,6","   56",",,6","  -11",",,6"
"USC00217009","1953-03-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","   25",",,6","   11",",,6","  -33",",,6"
"USC00217009","1953-03-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   91",",,6","    0","T,,6","   25",",,6","   11",",,6","  -17",",,6"
"USC00217009","1953-03-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0","T,,6","    6",",,6","  -50",",,6"
"USC00217009","1953-03-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0","T,,6","   56",",,6","  -72",",,6"
"USC00217009","1953-03-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0","T,,6","  122",",,6","  -39",",,6"
"USC00217009","1953-03-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0","T,,6","   94",",,6","   -6",",,6"
"USC00217009","1953-03-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0","T,,6","   61",",,6","  -39",",,6"
"USC00217009","1953-03-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0","T,,6","  139",",,6","  -11",",,6"
"USC00217009","1953-03-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  152",",,6","    0","T,,6","    0",",,6","  200",",,6","   61",",,6"
"USC00217009","1953-03-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    8",",,6","    0",",,6","    0",",,6","  139",",,6","   17",",,6"
"USC00217009","1953-03-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   53",",,6","    3",",,6","    0",",,6","   44",",,6","  -44",",,6"
"USC00217009","1953-03-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0",",,6","    0",",,6","  -61",",,6"
"USC00217009","1953-03-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0","T,,6","   22",",,6","  -50",",,6"
"USC00217009","1953-03-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","   83",",,6","  -67",",,6"
"USC00217009","1953-03-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  100",",,6","  -44",",,6"
"USC00217009","1953-03-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  111",",,6","  -28",",,6"
"USC00217009","1953-03-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  128",",,6","  -61",",,6"
"USC00217009","1953-03-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   43",",,6","    0",",,6","    0",",,6","   56",",,6","   11",",,6"
"USC00217009","1953-03-31","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","   78",",,6","   22",",,6"
"USC00217009","1953-04-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","    0",",,6","    0",",,6","   89",",,6","    6",",,6"
"USC00217009","1953-04-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  111",",,6","  -22",",,6"
"USC00217009","1953-04-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   76",",,6","    0","T,,6","    0",",,6","   61",",,6","    6",",,6"
"USC00217009","1953-04-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   33",",,6","    0","T,,6","    0",",,6","   56",",,6","    6",",,6"
"USC00217009","1953-04-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0",",,6","   72",",,6","  -11",",,6"
"USC00217009","1953-04-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  128",",,6","  -33",",,6"
"USC00217009","1953-04-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  122",",,6","   22",",,6"
"USC00217009","1953-04-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","   72",",,6","   44",",,6"
"USC00217009","1953-04-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","    0",",,6","    0",",,6","   72",",,6","   22",",,6"
"USC00217009","1953-04-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   94",",,6","    0",",,6","    0",",,6","   56",",,6","   11",",,6"
"USC00217009","1953-04-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    5",",,6","    0","T,,6","    0",",,6","   67",",,6","  -22",",,6"
"USC00217009","1953-04-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0",",,6","   67",",,6","  -28",",,6"
"USC00217009","1953-04-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  122",",,6","  -67",",,6"
"USC00217009","1953-04-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  117",",,6","  -11",",,6"
"USC00217009","1953-04-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  117",",,6","    0",",,6","    0",",,6","   67",",,6","  -22",",,6"
"USC00217009","1953-04-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  145",",,6","   58",",,6","    0",",,6","    0",",,6","  -44",",,6"
"USC00217009","1953-04-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0",",,6","   11",",,6","  -72",",,6"
"USC00217009","1953-04-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","    0",",,6","  -67",",,6"
"USC00217009","1953-04-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   10",",,6","   10",",,6","    0","T,,6","   28",",,6","  -33",",,6"
"USC00217009","1953-04-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0",",,6","  117",",,6","  -28",",,6"
"USC00217009","1953-04-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  200",",,6","  -39",",,6"
"USC00217009","1953-04-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  206",",,6","   56",",,6"
"USC00217009","1953-04-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  200",",,6","   22",",,6"
"USC00217009","1953-04-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  128",",,6","   67",",,6"
"USC00217009","1953-04-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   97",",,6","    0",",,6","    0",",,6","   72",",,6","   11",",,6"
"USC00217009","1953-04-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  135",",,6","    0","T,,6","    0",",,6","   44",",,6","  -17",",,6"
"USC00217009","1953-04-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0","T,,6","    0",",,6","  111",",,6","  -39",",,6"
"USC00217009","1953-04-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  117",",,6","  -17",",,6"
"USC00217009","1953-04-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   86",",,6","    0","T,,6","    0",",,6","  100",",,6","   33",",,6"
"USC00217009","1953-04-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   33",",,6","    0",",,6","    0",",,6","   72",",,6","   50",",,6"
"USC00217009","1953-06-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  217",",,6","  111",",,6"
"USC00217009","1953-06-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  233",",,6","   78",",,6"
"USC00217009","1953-06-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   30",",,6","    0",",,6","    0",",,6","  294",",,6","  144",",,6"
"USC00217009","1953-06-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  300",",,6","  178",",,6"
"USC00217009","1953-06-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  178",",,6","  111",",,6"
"USC00217009","1953-06-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  178",",,6","   89",",,6"
"USC00217009","1953-06-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  140",",,6","    0",",,6","    0",",,6","  167",",,6","   61",",,6"
"USC00217009","1953-06-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   58",",,6","    0",",,6","    0",",,6","  239",",,6","  150",",,6"
"USC00217009","1953-06-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  222",",,6","  133",",,6"
"USC00217009","1953-06-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  156",",,6"
"USC00217009","1953-06-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  289",",,6","  172",",,6"
"USC00217009","1953-06-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  350",",,6","  178",",,6"
"USC00217009","1953-06-13","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  246",",,6","    0",",,6","    0",",,6","  283",",,6","  183",",,6"
"USC00217009","1953-06-14","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  167",",,6"
"USC00217009","1953-06-15","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  261",",,6","  167",",,6"
"USC00217009","1953-06-16","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  261",",,6","  172",",,6"
"USC00217009","1953-06-17","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  128",",,6"
"USC00217009","1953-06-18","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  344",",,6","  211",",,6"
"USC00217009","1953-06-19","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  361",",,6","  250",",,6"
"USC00217009","1953-06-20","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   13",",,6","    0",",,6","    0",",,6","  317",",,6","  150",",,6"
"USC00217009","1953-06-21","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  239",",,6","  139",",,6"
"USC00217009","1953-06-22","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  250",",,6","  111",",,6"
"USC00217009","1953-06-23","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  257",",,6","    0",",,6","    0",",,6","  161",",,6","  122",",,6"
"USC00217009","1953-06-24","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   43",",,6","    0",",,6","    0",",,6","  294",",,6","  144",",,6"
"USC00217009","1953-06-25","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  145",",,6","    0",",,6","    0",",,6","  228",",,6","  139",",,6"
"USC00217009","1953-06-26","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  278",",,6","  117",",,6"
"USC00217009","1953-06-27","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  168",",,6","    0",",,6","    0",",,6","  250",",,6","  167",",,6"
"USC00217009","1953-06-28","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  283",",,6","  150",",,6"
"USC00217009","1953-06-29","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  322",",,6","  144",",,6"
"USC00217009","1953-06-30","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  328",",,6","  239",",,6"
"USC00217009","1953-07-01","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  289",",,6","  222",",,6"
"USC00217009","1953-07-02","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  256",",,6","  156",",,6"
"USC00217009","1953-07-03","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  278",",,6","  106",",,6"
"USC00217009","1953-07-04","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","  142",",,6","    0","T,,6","    0",",,6","  278",",,6","  183",",,6"
"USC00217009","1953-07-05","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   71",",,6","    0",",,6","    0",",,6","  222",",,6","  139",",,6"
"USC00217009","1953-07-06","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  261",",,6","  106",",,6"
"USC00217009","1953-07-07","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  239",",,6","  122",",,6"
"USC00217009","1953-07-08","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  217",",,6","   89",",,6"
"USC00217009","1953-07-09","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  239",",,6","   89",",,6"
"USC00217009","1953-07-10","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0",",,6","    0",",,6","    0",",,6","  289",",,6","   78",",,6"
"USC00217009","1953-07-11","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","    0","T,,6","    0",",,6","    0",",,6","  278",",,6","  122",",,6"
"USC00217009","1953-07-12","44.06667","-92.46667","299.0","ROCHESTER SEWAGE, MN US","   76",",,6","    0",",,6","    0",",,6","  267",",,6","  172",",,6"
