"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00136291","1935-01-31","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6",,,,,,,,,,
"USC00136291","1935-02-01","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-02","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0","T,,6",,,,,,,,
"USC00136291","1935-02-03","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0","T,,6",,,,,,,,
"USC00136291","1935-02-04","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0","T,,6",,,,,,,,
"USC00136291","1935-02-05","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-06","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-07","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-08","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-09","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-10","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-11","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-12","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-13","43.45","-95.06667","427.0","ORLEANS, IA US","    0",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-14","43.45","-95.06667","427.0","ORLEANS, IA US","   84",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-15","43.45","-95.06667","427.0","ORLEANS, IA US","   48",",,6","   30",",,6","   25",",,6",,,,,,,,
"USC00136291","1935-02-16","43.45","-95.06667","427.0","ORLEANS, IA US","    8",",,6","    0",",,6","   25",",,6",,,,,,,,
"USC00136291","1935-02-17","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-18","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-02-19","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-02-20","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-02-21","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-02-22","43.45","-95.06667","427.0","ORLEANS, IA US","   28",",,6","   33",",,6","   25",",,6",,,,,,,,
"USC00136291","1935-02-23","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0","T,,6",,,,,,,,
"USC00136291","1935-02-24","43.45","-95.06667","427.0","ORLEANS, IA US","   28",",,6","   25",",,6","   25",",,6",,," -178",",,6",,,,
"USC00136291","1935-02-25","43.45","-95.06667","427.0","ORLEANS, IA US","    8",",,6","    8",",,6","   51",",,6",,," -178",",,6",,,,
"USC00136291","1935-02-26","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","   51",",,6",,,,,,,,
"USC00136291","1935-02-27","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","   25",",,6",,,,,,,,
"USC00136291","1935-02-28","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","   25",",,6",,,,,,,,
"USC00136291","1935-03-01","43.45","-95.06667","427.0","ORLEANS, IA US","    0",",,6","    0",",,6","   51",",,6",,,,,,,,
"USC00136291","1935-03-02","43.45","-95.06667","427.0","ORLEANS, IA US","   10",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-03-03","43.45","-95.06667","427.0","ORLEANS, IA US","    5",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-03-04","43.45","-95.06667","427.0","ORLEANS, IA US","  130",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-03-05","43.45","-95.06667","427.0","ORLEANS, IA US","   15",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-03-06","43.45","-95.06667","427.0","ORLEANS, IA US","   51",",,6","   51",",,6","    0","T,,6",,,,,,,,
"USC00136291","1935-03-07","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6"," -178",",N,6"," -178",",N,6",,,,
"USC00136291","1935-03-08","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-03-09","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-10","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0","T,,6",,,,,,,,
"USC00136291","1935-03-11","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-12","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-13","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-14","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-15","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-16","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    5",",,6","    0","T,,6",,,,,,,,
"USC00136291","1935-03-17","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-18","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-19","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-20","43.45","-95.06667","427.0","ORLEANS, IA US","   23",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-21","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-22","43.45","-95.06667","427.0","ORLEANS, IA US","   28",",,6","    0",",,6",,,,,,,"    1",",,6",,
"USC00136291","1935-03-23","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-24","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-25","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6",,,,,,,,,,
"USC00136291","1935-03-26","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-27","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-28","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-29","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-03-30","43.45","-95.06667","427.0","ORLEANS, IA US","   18",",,6","   13",",,6","    0",",,6",,,,,,,"    1",",,6"
"USC00136291","1935-03-31","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6","    0",",,6",,,,,,,"    1",",,6"
"USC00136291","1935-04-01","43.45","-95.06667","427.0","ORLEANS, IA US","   13",",,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-02","43.45","-95.06667","427.0","ORLEANS, IA US","   13",",,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-03","43.45","-95.06667","427.0","ORLEANS, IA US","   10",",,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-04","43.45","-95.06667","427.0","ORLEANS, IA US","   15",",,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-05","43.45","-95.06667","427.0","ORLEANS, IA US","   20",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-06","43.45","-95.06667","427.0","ORLEANS, IA US","    0",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-07","43.45","-95.06667","427.0","ORLEANS, IA US","    0",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-08","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-09","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-10","43.45","-95.06667","427.0","ORLEANS, IA US","   81",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-11","43.45","-95.06667","427.0","ORLEANS, IA US","  282",",,6","    0","T,,6","    0",",,6",,,,,,,,
"USC00136291","1935-04-12","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-13","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-14","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0","T,,6",,,,,,,,,,
"USC00136291","1935-04-15","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-16","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-17","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-18","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-19","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-20","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-21","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-22","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-23","43.45","-95.06667","427.0","ORLEANS, IA US","  107",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-24","43.45","-95.06667","427.0","ORLEANS, IA US","  231",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-25","43.45","-95.06667","427.0","ORLEANS, IA US","  147",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-26","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-27","43.45","-95.06667","427.0","ORLEANS, IA US","    5",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-28","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-29","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-04-30","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-01","43.45","-95.06667","427.0","ORLEANS, IA US","  267",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-05-02","43.45","-95.06667","427.0","ORLEANS, IA US","   30",",,6","    0",",,6","    0",",,6",,,,,,,,
"USC00136291","1935-05-03","43.45","-95.06667","427.0","ORLEANS, IA US","   30",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-04","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-05","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-06","43.45","-95.06667","427.0","ORLEANS, IA US","   13",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-07","43.45","-95.06667","427.0","ORLEANS, IA US","   23",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-08","43.45","-95.06667","427.0","ORLEANS, IA US","   15",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-09","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-10","43.45","-95.06667","427.0","ORLEANS, IA US","   30",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-11","43.45","-95.06667","427.0","ORLEANS, IA US","   43",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-12","43.45","-95.06667","427.0","ORLEANS, IA US","    5",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-13","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-14","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-15","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-16","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-17","43.45","-95.06667","427.0","ORLEANS, IA US","   18",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-18","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-19","43.45","-95.06667","427.0","ORLEANS, IA US","   10",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-20","43.45","-95.06667","427.0","ORLEANS, IA US","   23",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-21","43.45","-95.06667","427.0","ORLEANS, IA US","   74",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-22","43.45","-95.06667","427.0","ORLEANS, IA US","   53",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-23","43.45","-95.06667","427.0","ORLEANS, IA US","   28",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-24","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-25","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-26","43.45","-95.06667","427.0","ORLEANS, IA US","  236",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-27","43.45","-95.06667","427.0","ORLEANS, IA US","   23",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-28","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-29","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-30","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-05-31","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-01","43.45","-95.06667","427.0","ORLEANS, IA US","   46",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-02","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-03","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-04","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-05","43.45","-95.06667","427.0","ORLEANS, IA US","    5",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-06","43.45","-95.06667","427.0","ORLEANS, IA US","   20",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-07","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-08","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-09","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-10","43.45","-95.06667","427.0","ORLEANS, IA US","  102",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-11","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-12","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-13","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-14","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-15","43.45","-95.06667","427.0","ORLEANS, IA US","   53",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-16","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-17","43.45","-95.06667","427.0","ORLEANS, IA US","  345",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-18","43.45","-95.06667","427.0","ORLEANS, IA US","  257",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-19","43.45","-95.06667","427.0","ORLEANS, IA US","   48",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-20","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-21","43.45","-95.06667","427.0","ORLEANS, IA US","   56",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-22","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-23","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-24","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-25","43.45","-95.06667","427.0","ORLEANS, IA US","  239",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-26","43.45","-95.06667","427.0","ORLEANS, IA US","   20",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-27","43.45","-95.06667","427.0","ORLEANS, IA US","   15",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-28","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-29","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-06-30","43.45","-95.06667","427.0","ORLEANS, IA US","    0","T,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-01","43.45","-95.06667","427.0","ORLEANS, IA US","   61",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-02","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-03","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-04","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-05","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-06","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-07","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-08","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-09","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-10","43.45","-95.06667","427.0","ORLEANS, IA US","   13",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-11","43.45","-95.06667","427.0","ORLEANS, IA US","   18",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-12","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-13","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-14","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-15","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-16","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-17","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-18","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-19","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-20","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-21","43.45","-95.06667","427.0","ORLEANS, IA US","   30",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-22","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-23","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-24","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-25","43.45","-95.06667","427.0","ORLEANS, IA US","  262",",,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-26","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-27","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
"USC00136291","1935-07-28","43.45","-95.06667","427.0","ORLEANS, IA US","    0","P,,6","    0",",,6",,,,,,,,,,
