"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00111825","1944-12-17","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-18","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-19","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-20","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-21","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-22","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-23","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-24","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-25","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-26","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   10",",,6","   10",",,6",,,,,,,,,,,,,,,,,,,"    1",",,6"
"USC00111825","1944-12-27","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-28","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-29","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-30","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1944-12-31","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-01","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   13",",,6","    5",",,6","  305",",,6",,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-02","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6","  254",",,6",,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-03","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-04","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-05","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-06","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-07","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-08","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-09","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   51",",,6","   38",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-10","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-11","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-12","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-13","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-14","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-15","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   76",",,6","    3",",,6","   25",",,6",,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-16","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-17","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-18","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-19","38.66667","-89.98333","171.0","COLLINSVILLE, IL US",,,"    0","T,,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-20","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  102",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-21","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-22","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-23","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-24","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-25","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-26","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-27","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-28","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   13",",,6","   25",",,6","   25",",,6",,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-29","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-30","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   13",",,6","   38",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-01-31","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-01","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-02","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-03","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-04","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-05","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    5",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-06","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-07","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-08","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-09","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-10","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-11","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-12","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-13","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   64",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-14","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-15","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-16","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-17","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  216",",,6","  224",",,6","  203",",,6",,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-18","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6","  356",",,6",,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-19","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-20","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-21","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  318",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-22","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    5",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-23","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-24","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-25","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-26","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  267",",,6","   38",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-27","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-02-28","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    5",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-01","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-02","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  318",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-03","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-04","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-05","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-06","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  267",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-07","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-08","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-09","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-10","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-11","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-12","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-13","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-14","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   20",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-15","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-16","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-17","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   38",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-18","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-19","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  140",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-20","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-21","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   51",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-22","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-23","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-24","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-25","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-26","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  533",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-27","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-28","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-29","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-30","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  572",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-03-31","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-01","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-02","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  165",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-03","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-04","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   46",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-05","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-06","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-07","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-08","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-09","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-10","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-11","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-12","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-13","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  470",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-14","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  302",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-15","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-16","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  147",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-17","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-18","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-19","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   13",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-20","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-21","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-22","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   15",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-23","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-24","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   25",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-25","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-26","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  107",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-27","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-28","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-29","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   64",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-04-30","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-01","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-02","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   51",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-03","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   46",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-04","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   38",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-05","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-06","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-07","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   51",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-08","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-09","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-10","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   30",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-11","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-12","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-13","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-14","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-15","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","  635",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-16","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-17","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   81",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-18","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-19","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-20","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-21","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-22","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","   51",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-23","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-24","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00111825","1945-05-25","38.66667","-89.98333","171.0","COLLINSVILLE, IL US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
