"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00041112","1921-08-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  361",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  378",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  383",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  389",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  411",",,6","  161",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  417",",,6","  161",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  378",",,6","  156",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  367",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  367",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  367",",,6","  144",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  361",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  300",",,6","  106",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  333",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  339",",,6","  106",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  383",",,6","  156",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  394",",,6","  167",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  350",",,6","  172",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  339",",,6","  139",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  361",",,6","  133",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  372",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  339",",,6","  106",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  361",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  339",",,6","  106",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  333",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  339",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  361",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  361",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  367",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  389",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  378",",,6","  128",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-08-31","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US",,,,,,,"  333",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-09-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  328",",,6","   83",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  311",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  322",",,6","  111",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  322",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  333",",,6","  111",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  289",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  339",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  328",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  328",",,6","  122",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  311",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  300",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  278",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  267",",,6","   94",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   36",",,6,",,,,,"  172",",,6","  150",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  256",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  267",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  294",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  333",",,6","  111",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-19","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  333",",,6","  117",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-20","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  322",",,6","  111",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-21","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","  106",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-22","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  233",",,6","   83",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-23","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   30",",,6,",,,,,"  183",",,6","   78",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-24","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  194",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-25","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  200",",,6","   72",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-26","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","   23",",,6,",,,,,"  211",",,6","  100",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-27","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  200",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-28","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  256",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-29","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  294",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-30","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-10-31","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  278",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-01","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-02","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-03","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  244",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-04","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  267",",,6","   50",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-05","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","   67",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-06","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  278",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-07","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  278",",,6","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-08","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-09","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  272",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-10","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  278",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-11","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  267",",,6","   39",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-12","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  250",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-13","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  306",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-14","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  217",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-15","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  183",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-16","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  172",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-17","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  144",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00041112","1921-11-18","38.76667","-122.15","89.6","BROOKS FARNHAM RANCH, CA US","    0","P,,6,",,,,,"  144",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,
