"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NELA0047","2018-05-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   76",",,N",,,,,,,,
"US1NELA0047","2018-05-04","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-05","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-06","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-07","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-08","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-09","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-10","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-11","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  102",",,N",,,,,,,,
"US1NELA0047","2018-05-12","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   23",",,N",,,,,,,,
"US1NELA0047","2018-05-13","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-14","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   13",",,N",,,,,,,,
"US1NELA0047","2018-05-15","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   15",",,N",,,,,,,,
"US1NELA0047","2018-05-16","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-17","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-18","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-19","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  137",",,N",,,,,,,,
"US1NELA0047","2018-05-21","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US",,,,,"    2",",,N","   20",",,N",,
"US1NELA0047","2018-05-22","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-23","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    8",",,N",,,,,,,,
"US1NELA0047","2018-05-24","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-25","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-26","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-27","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-28","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-29","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-05-30","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  160",",,N",,,,,,,,
"US1NELA0047","2018-05-31","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-01","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-02","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  277",",,N",,,,,,,,
"US1NELA0047","2018-06-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-04","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-05","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    3",",,N",,,,,,,,
"US1NELA0047","2018-06-06","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-07","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-08","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-09","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   66",",,N",,,,,,,,
"US1NELA0047","2018-06-10","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-11","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-12","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   15",",,N",,,,,,,,
"US1NELA0047","2018-06-13","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-14","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-15","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-16","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-17","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-18","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   23",",,N",,,,,,,,
"US1NELA0047","2018-06-19","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   69",",,N",,,,,,,,
"US1NELA0047","2018-06-20","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  739",",,N",,,,,,,,
"US1NELA0047","2018-06-21","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   66",",,N",,,,,,,,
"US1NELA0047","2018-06-22","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    3",",,N",,,,,,,,
"US1NELA0047","2018-06-23","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    3",",,N",,,,,,,,
"US1NELA0047","2018-06-24","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-25","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-26","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  328",",,N",,,,,,,,
"US1NELA0047","2018-06-27","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-28","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-29","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-06-30","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-01","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  577",",,N",,,,,,,,
"US1NELA0047","2018-07-02","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-04","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-05","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  234",",,N",,,,,,,,
"US1NELA0047","2018-07-06","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-07","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-08","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-09","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-10","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-11","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-12","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-13","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-14","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-15","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-16","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-17","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-18","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  485",",,N",,,,,,,,
"US1NELA0047","2018-07-19","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   38",",,N",,,,,,,,
"US1NELA0047","2018-07-20","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-21","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-22","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-23","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-24","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-25","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-26","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    8",",,N",,,,,,,,
"US1NELA0047","2018-07-27","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-28","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  130",",,N",,,,,,,,
"US1NELA0047","2018-07-29","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-30","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-07-31","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   84",",,N",,,,,,,,
"US1NELA0047","2018-08-01","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-02","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-04","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   64",",,N",,,,,,,,
"US1NELA0047","2018-08-05","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-06","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-07","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   51",",,N",,,,,,,,
"US1NELA0047","2018-08-08","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-09","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-10","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-11","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-12","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-13","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-15","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US",,,,,"    2",",,N","  315",",,N",,
"US1NELA0047","2018-08-16","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  107",",,N",,,,,,,,
"US1NELA0047","2018-08-17","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-18","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-19","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-20","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  577",",,N",,,,,,,,
"US1NELA0047","2018-08-21","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   53",",,N",,,,,,,,
"US1NELA0047","2018-08-22","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-23","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-24","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   18",",,N",,,,,,,,
"US1NELA0047","2018-08-25","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   48",",,N",,,,,,,,
"US1NELA0047","2018-08-26","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   10",",,N",,,,,,,,
"US1NELA0047","2018-08-27","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-28","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-29","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   20",",,N",,,,,,,,
"US1NELA0047","2018-08-30","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-08-31","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    0",",,N","    0",",,N",,,,,,
"US1NELA0047","2018-09-01","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   56",",,N",,,,,,,,
"US1NELA0047","2018-09-02","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  757",",,N",,,,,,,,
"US1NELA0047","2018-09-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  114",",,N",,,,,,,,
"US1NELA0047","2018-09-04","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  648",",,N",,,,,,,,
"US1NELA0047","2018-09-05","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  114",",,N",,,,,,,,
"US1NELA0047","2018-09-08","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   58",",,N",,,,,,,,
"US1NELA0047","2018-09-19","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   28",",,N",,,,,,,,
"US1NELA0047","2018-09-21","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","  107",",,N",,,,,,,,
"US1NELA0047","2018-09-26","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   43",",,N",,,,,,,,
"US1NELA0047","2018-09-29","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    5",",,N",,,,,,,,
"US1NELA0047","2018-09-30","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   28",",,N",,,,,,,,
"US1NELA0047","2018-10-01","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   25",",,N",,,,,,,,
"US1NELA0047","2018-10-02","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    5",",,N",,,,,,,,
"US1NELA0047","2018-10-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","    3",",,N",,,,,,,,
"US1NELA0047","2018-10-06","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   94",",,N",,,,,,,,
"US1NELA0047","2018-10-10","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US",,,,,"    4",",,N","  460",",,N",,
"US1NELA0047","2018-10-15","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US",,,,,"    4",",,N","  135",",,N",,
"US1NELA0047","2018-10-19","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   10",",,N",,,,,,,,
"US1NELA0047","2018-10-26","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US",,,,,"    2",",,N","   81",",,N",,
"US1NELA0047","2018-11-03","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   28",",,N",,,,,,,,
"US1NELA0047","2018-11-04","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   10",",,N",,,,,,,,
"US1NELA0047","2018-11-05","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   20",",,N",,,,,,,,
"US1NELA0047","2018-11-06","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   43",",,N",,,,,,,,
"US1NELA0047","2018-11-09","40.722932","-96.621347","417.9","ROCA 5.0 NNE, NE US","   23",",,N",,,,,,,,
