"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00503165","2011-01-23","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800"," -400",",,7"," -428",",,7",,,,," -428",",,7,0800",,
"USC00503165","2011-01-24","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   30",",,7,0800","   30",",,7","  508",",,7,0800"," -256",",,7"," -428",",,7",,,,," -256",",,7,0800",,
"USC00503165","2011-01-25","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    8",",,7,0800","   13",",,7","  508",",,7,0800"," -239",",,7"," -289",",,7",,,,," -272",",,7,0800",,
"USC00503165","2011-01-26","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800"," -250",",,7"," -272",",,7",,,,," -256",",,7,0800",,
"USC00503165","2011-01-27","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800"," -206",",,7"," -261",",,7",,,,," -206",",,7,0800",,
"USC00503165","2011-01-28","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800"," -194",",,7"," -306",",,7",,,,," -294",",,7,0800",,
"USC00503165","2011-01-29","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800"," -256",",,7"," -294",",,7",,,,," -267",",,7,0800",,
"USC00503165","2011-01-30","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800"," -267",",,7"," -294",",,7",,,,," -289",",,7,0800",,
"USC00503165","2011-01-31","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800"," -289",",,7"," -333",",,7",,,,," -328",",,7,0800",,
"USC00503165","2011-02-01","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   13",",,K,0800","   15",",,K","  508",",,K,0800"," -206",",,K"," -328",",,K",,,,," -211",",,K,0800",,
"USC00503165","2011-02-02","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  508",",,K,0800"," -178",",,K"," -222",",,K",,,,," -183",",,K,0800",,
"USC00503165","2011-02-03","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   23",",,K,0800","   33",",,K","  533",",,K,0800","  -78",",,K"," -183",",,K",,,,,"  -78",",,K,0800",,
"USC00503165","2011-02-04","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   18",",,K,0800","   15",",,K","  533",",,K,0800","  -78",",,K"," -217",",,K",,,,," -200",",,K,0800",,
"USC00503165","2011-02-05","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  533",",,K,0800"," -200",",,K"," -306",",,K",,,,," -300",",,K,0800",,
"USC00503165","2011-02-06","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  533",",,K,0800"," -300",",,K"," -317",",,K",,,,," -311",",,K,0800",,
"USC00503165","2011-02-07","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  533",",,K,0800"," -311",",,K"," -356",",,K",,,,," -356",",,K,0800",,
"USC00503165","2011-02-08","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  533",",,K,0800"," -283",",,K"," -361",",,K",,,,," -289",",,K,0800",,
"USC00503165","2011-02-09","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  533",",,K,0800"," -206",",,K"," -289",",,K",,,,," -206",",,K,0800",,
"USC00503165","2011-02-10","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   41",",,K,0800","   38",",,K","  559",",,K,0800"," -111",",,K"," -211",",,K",,,,," -150",",,K,0800",,
"USC00503165","2011-02-11","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -128",",,K"," -206",",,K",,,,," -206",",,K,0800",,
"USC00503165","2011-02-12","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -206",",,K"," -300",",,K",,,,," -294",",,K,0800",,
"USC00503165","2011-02-13","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -294",",,K"," -433",",,K",,,,," -433",",,K,0800",,
"USC00503165","2011-02-14","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -283",",,K"," -433",",,K",,,,," -289",",,K,0800",,
"USC00503165","2011-02-15","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -233",",,K"," -356",",,K",,,,," -356",",,K,0800",,
"USC00503165","2011-02-16","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -294",",,K"," -433",",,K",,,,," -428",",,K,0800",,
"USC00503165","2011-02-17","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  559",",,K,0800"," -322",",,K"," -439",",,K",,,,," -356",",,K,0800",,
"USC00503165","2011-02-18","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   28",",,K,0800","   38",",,K","  584",",,K,0800"," -239",",,K"," -356",",,K",,,,," -239",",,K,0800",,
"USC00503165","2011-02-19","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  584",",,K,0800"," -211",",,K"," -311",",,K",,,,," -306",",,K,0800",,
"USC00503165","2011-02-20","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  584",",,K,0800"," -300",",,K"," -311",",,K",,,,," -311",",,K,0800",,
"USC00503165","2011-02-21","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   13",",,K,0800","   20",",,K","  610",",,K,0800"," -161",",,K"," -311",",,K",,,,," -161",",,K,0800",,
"USC00503165","2011-02-22","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  610",",,K,0800"," -161",",,K"," -228",",,K",,,,," -217",",,K,0800",,
"USC00503165","2011-02-23","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  610",",,K,0800",,,,,,,,," -294",",,K,0800",,
"USC00503165","2011-02-24","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  610",",,K,0800"," -106",",S,K"," -294",",,K",,,,," -106",",,K,0800",,
"USC00503165","2011-02-25","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   25",",,K,0800","   25",",,K","  610",",,K,0800","  -39",",,K"," -106",",,K",,,,,"  -44",",,K,0800",,
"USC00503165","2011-02-26","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  610",",,K,0800","  -44",",,K"," -211",",,K",,,,," -200",",,K,0800",,
"USC00503165","2011-02-27","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  610",",,K,0800"," -156",",,K"," -250",",,K",,,,," -233",",,K,0800",,
"USC00503165","2011-02-28","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,K,0800","    0",",,K","  610",",,K,0800"," -233",",,K"," -339",",,K",,,,," -300",",,K,0800",,
"USC00503165","2011-03-01","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -233",",,7"," -367",",,7",,,,," -367",",,7,0800",,
"USC00503165","2011-03-02","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -222",",,7"," -367",",,7",,,,," -339",",,7,0800",,
"USC00503165","2011-03-03","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -211",",,7"," -361",",,7",,,,," -356",",,7,0800",,
"USC00503165","2011-03-04","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -183",",,7"," -378",",,7",,,,," -372",",,7,0800",,
"USC00503165","2011-03-05","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -194",",,7"," -372",",,7",,,,," -283",",,7,0800",,
"USC00503165","2011-03-06","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -172",",,7"," -317",",,7",,,,," -311",",,7,0800",,
"USC00503165","2011-03-07","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -144",",,7"," -311",",,7",,,,," -217",",,7,0800",,
"USC00503165","2011-03-08","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -78",",,7"," -289",",,7",,,,," -278",",,7,0800",,
"USC00503165","2011-03-09","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -117",",,7"," -278",",,7",,,,," -250",",,7,0800",,
"USC00503165","2011-03-10","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -144",",,7"," -333",",,7",,,,," -289",",,7,0800",,
"USC00503165","2011-03-11","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -161",",,7"," -333",",,7",,,,," -283",",,7,0800",,
"USC00503165","2011-03-12","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -156",",,7"," -339",",,7",,,,," -333",",,7,0800",,
"USC00503165","2011-03-13","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -144",",,7"," -333",",,7",,,,," -244",",,7,0800",,
"USC00503165","2011-03-14","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -128",",,7"," -244",",,7",,,,," -233",",,7,0800",,
"USC00503165","2011-03-15","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -128",",,7"," -278",",,7",,,,," -272",",,7,0800",,
"USC00503165","2011-03-17","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -122",",,7"," -278",",,7",,,,," -278",",,7,0800",,
"USC00503165","2011-03-18","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -178",",,7"," -311",",,7",,,,," -283",",,7,0800",,
"USC00503165","2011-03-19","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -122",",,7"," -283",",,7",,,,," -233",",,7,0800",,
"USC00503165","2011-03-20","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -106",",,7"," -233",",,7",,,,," -211",",,7,0800",,
"USC00503165","2011-03-21","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -72",",,7"," -256",",,7",,,,," -239",",,7,0800",,
"USC00503165","2011-03-22","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -72",",,7"," -272",",,7",,,,," -267",",,7,0800",,
"USC00503165","2011-03-23","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -44",",,7"," -267",",,7",,,,," -206",",,7,0800",,
"USC00503165","2011-03-24","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -28",",,7"," -206",",,7",,,,," -144",",,7,0800",,
"USC00503165","2011-03-25","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -17",",,7"," -217",",,7",,,,," -206",",,7,0800",,
"USC00503165","2011-03-26","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -22",",,7"," -206",",,7",,,,," -139",",,7,0800",,
"USC00503165","2011-03-27","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","  -11",",,7"," -167",",,7",,,,," -156",",,7,0800",,
"USC00503165","2011-03-28","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   23",",,7,0800","   25",",,7","  533",",,7,0800","  -11",",,7"," -156",",,7",,,,,"  -56",",,7,0800",,
"USC00503165","2011-03-29","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -17",",,7","  -89",",,7",,,,,"  -83",",,7,0800",,
"USC00503165","2011-03-30","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","    0",",,7","  -89",",,7",,,,,"  -61",",,7,0800",,
"USC00503165","2011-03-31","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","   11",",,7"," -111",",,7",,,,," -106",",,7,0800",,
"USC00503165","2011-04-01","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -72",",,7"," -239",",,7",,,,," -206",",,7,0800",,
"USC00503165","2011-04-02","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -67",",,7"," -206",",,7",,,,," -183",",,7,0800",,
"USC00503165","2011-04-03","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -50",",,7"," -183",",,7",,,,," -144",",,7,0800",,
"USC00503165","2011-04-04","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","  -17",",,7"," -150",",,7",,,,," -128",",,7,0800",,
"USC00503165","2011-04-05","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","   -6",",,7"," -128",",,7",,,,,"  -56",",,7,0800",,
"USC00503165","2011-04-06","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   28",",,7,0800","   25",",,7","  533",",,7,0800","    6",",,7"," -106",",,7",,,,," -106",",,7,0800",,
"USC00503165","2011-04-07","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -72",",,7"," -178",",,7",,,,," -178",",,7,0800",,
"USC00503165","2011-04-08","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    8",",,7,0800","    5",",,7","  559",",,7,0800"," -111",",,7"," -183",",,7",,,,," -144",",,7,0800",,
"USC00503165","2011-04-09","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -44",",,7"," -167",",,7",,,,," -156",",,7,0800",,
"USC00503165","2011-04-10","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -83",",,7"," -156",",,7",,,,," -156",",,7,0800",,
"USC00503165","2011-04-11","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -67",",,7"," -156",",,7",,,,," -139",",,7,0800",,
"USC00503165","2011-04-12","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -94",",,7"," -189",",,7",,,,," -167",",,7,0800",,
"USC00503165","2011-04-13","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800"," -106",",,7"," -178",",,7",,,,," -150",",,7,0800",,
"USC00503165","2011-04-14","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -78",",,7"," -150",",,7",,,,," -128",",,7,0800",,
"USC00503165","2011-04-15","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -67",",,7"," -156",",,7",,,,," -122",",,7,0800",,
"USC00503165","2011-04-16","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","  -28",",,7"," -172",",,7",,,,," -106",",,7,0800",,
"USC00503165","2011-04-17","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  559",",,7,0800","    0",",,7"," -161",",,7",,,,,"  -94",",,7,0800",,
"USC00503165","2011-04-18","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","   33",",,7","  -94",",,7",,,,,"  -28",",,7,0800",,
"USC00503165","2011-04-19","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","   39",",,7","  -39",",,7",,,,,"  -11",",,7,0800",,
"USC00503165","2011-04-20","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  533",",,7,0800","  -11",",,7"," -111",",,7",,,,," -100",",,7,0800",,
"USC00503165","2011-04-21","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","  -39",",,7"," -150",",,7",,,,," -117",",,7,0800",,
"USC00503165","2011-04-22","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","  -33",",,7"," -122",",,7",,,,," -100",",,7,0800",,
"USC00503165","2011-04-23","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","  -28",",,7"," -100",",,7",,,,,"  -67",",,7,0800",,
"USC00503165","2011-04-24","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  508",",,7,0800","  -17",",,7"," -122",",,7",,,,,"  -67",",,7,0800",,
"USC00503165","2011-04-25","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800","   22",",,7","  -94",",,7",,,,,"  -67",",,7,0800",,
"USC00503165","2011-04-26","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800","   17",",,7","  -83",",,7",,,,,"  -56",",,7,0800",,
"USC00503165","2011-04-27","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  483",",,7,0800","   50",",,7","  -56",",,7",,,,,"    6",",,7,0800",,
"USC00503165","2011-04-28","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0","T,,7,0800","    0","T,,7","  457",",,7,0800","   72",",,7","  -56",",,7",,,,,"  -50",",,7,0800",,
"USC00503165","2011-04-29","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  457",",,7,0800","   17",",,7","  -78",",,7",,,,,"   -6",",,7,0800",,
"USC00503165","2011-04-30","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  406",",,7,0800","   72",",,7","  -22",",,7",,,,,"   33",",,7,0800",,
"USC00503165","2011-05-01","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  356",",,7,0800","   83",",,7","  -11",",,7",,,,,"   -6",",,7,0800",,
"USC00503165","2011-05-02","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  330",",,7,0800","   61",",,7","  -33",",,7",,,,,"   39",",,7,0800",,
"USC00503165","2011-05-03","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","   15",",,7,0800","    0",",,7","  203",",,7,0800","   72",",,7","    0",",,7",,,,,"   11",",,7,0800",,
"USC00503165","2011-05-04","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  127",",,7,0800","   44",",,7","  -22",",,7",,,,,"   17",",,7,0800",,
"USC00503165","2011-05-05","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","  102",",,7,0800","   67",",,7","  -39",",,7",,,,,"   44",",,7,0800",,
"USC00503165","2011-05-06","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","   76",",,7,0800","   67",",,7","  -39",",,7",,,,,"    6",",,7,0800",,
"USC00503165","2011-05-07","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","   25",",,7,0800","   94",",,7","  -11",",,7",,,,,"    0",",,7,0800",,
"USC00503165","2011-05-08","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","   25",",,7,0800","   17",",,7","  -44",",,7",,,,,"    0",",,7,0800",,
"USC00503165","2011-05-09","66.56639","-145.26556","133.5","FORT YUKON NUMBER 2, AK US","    0",",,7,0800","    0",",,7","    0",",,7,0800","   61",",,7","  -33",",,7",,,,,"   17",",,7,0800",,
