"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00214692","2006-06-16","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",L,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-17","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0","P,,0,","    0","P,,0,",,,"  759",",L,0",,,,,,,,,,,,,,,,
"USC00214692","2006-06-18","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   53",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-19","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-20","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-21","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-22","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-23","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-24","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0","P,,0,","    0","P,,0,",,,"  114",",,0",,,,,,,,,,,,,,,,
"USC00214692","2006-06-25","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","  244",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-26","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-27","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-28","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-29","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-06-30","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-01","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-02","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-03","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-04","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-05","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-06","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-07","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-08","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-09","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-10","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-11","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-12","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-13","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-14","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","  173",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-15","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-16","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-17","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   25",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-18","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-19","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-20","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","  206",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-21","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-22","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   18",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-23","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-24","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-25","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   48",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-26","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    3",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-27","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-28","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-29","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-30","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-07-31","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-01","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-02","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0","P,,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-03","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-04","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-05","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-06","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-07","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-08","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-09","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-10","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-11","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-12","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-13","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-14","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-15","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","  122",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-16","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-17","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-18","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   13",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-19","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-20","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-21","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-22","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","  241",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-09-30","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-01","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-02","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-03","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-04","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    5",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-05","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-06","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-07","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-08","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-09","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    5",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-10","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-11","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   38",",,0,0700","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-12","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0","T,,0,0700","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-13","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0","T,,0,0700","    0","T,,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-16","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US",,,"    0",",,0,","    0",",,0,",,,"   51",",,0",,,,,,,,,,,,,,,,
"USC00214692","2006-10-17","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   13",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-18","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    8",",,0,0700","    0","T,,0,","    0","T,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-19","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   10",",,0,0700","    0","T,,0,","    0","T,,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-20","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0","T,,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-21","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-22","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-23","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-24","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-25","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-26","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-27","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-28","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-29","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-30","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-10-31","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-01","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-02","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-03","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-04","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-05","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-06","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-07","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-08","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-09","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-10","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-11","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-12","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-13","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-14","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-15","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-16","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-17","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-18","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-19","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-20","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-21","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-22","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-23","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-24","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-25","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-26","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","    0",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
"USC00214692","2006-11-27","44.8593","-94.0503","300.2","LESTER PRAIRIE 2 S, MN US","   56",",,0,0700","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,
