"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"USC00307397","1948-06-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","   48",",,0",,,,
"USC00307397","1948-06-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1948-06-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","  384",",,0",,,,
"USC00307397","1948-06-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","   69",",,0",,,,
"USC00307397","1948-06-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1948-06-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","   76",",,0",,,,
"USC00307397","1948-06-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1948-06-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1948-06-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","   25",",,0",,,,
"USC00307397","1948-06-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","   56",",,0",,,,
"USC00307397","1948-06-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","  277",",,0",,,,
"USC00307397","1948-06-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1948-06-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-06-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1948-06-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","   56",",,0",,,,
"USC00307397","1948-06-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","   56",",,0",,,,
"USC00307397","1948-06-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","   66",",,0",,,,
"USC00307397","1948-06-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","   58",",,0",,,,
"USC00307397","1948-08-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","   48",",,0",,,,
"USC00307397","1948-08-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","  312",",,0",,,,
"USC00307397","1948-08-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","   25",",,0",,,,
"USC00307397","1948-08-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","   41",",,0",,,,
"USC00307397","1948-08-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","   30",",,0",,,,
"USC00307397","1948-08-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","   36",",,0",,,,
"USC00307397","1948-08-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1948-08-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1948-08-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-08-31","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","   79",",,0",,,,
"USC00307397","1948-09-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-09-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","   91",",,0",,,,
"USC00307397","1948-09-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","   94",",,0",,,,
"USC00307397","1948-09-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","   66",",,0",,,,
"USC00307397","1948-09-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-09-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","   76",",,0",,,,
"USC00307397","1948-09-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-10-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-10-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1948-10-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-10-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1948-10-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1948-10-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","  246",",,0",,,,
"USC00307397","1948-10-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","   23",",,0",,,,
"USC00307397","1948-10-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","   43",",,0",,,,
"USC00307397","1948-10-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","  173",",,0",,,,
"USC00307397","1948-10-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","   20",",,0",,,,
"USC00307397","1948-10-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","   51",",,0",,,,
"USC00307397","1948-10-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","  315",",,0",,,,
"USC00307397","1948-10-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","    3",",,0",,,,
"USC00307397","1948-10-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","   43",",,0",,,,
"USC00307397","1948-10-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","   30",",,0",,,,
"USC00307397","1948-10-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-10-31","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-11-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1948-11-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","  117",",,0",,,,
"USC00307397","1948-11-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","  165",",,0",,,,
"USC00307397","1948-11-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","   74",",,0",,,,
"USC00307397","1948-11-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","   23",",,0",,,,
"USC00307397","1948-11-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-11-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","   18",",,0",,,,
"USC00307397","1948-11-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","  119",",,0",,,,
"USC00307397","1948-11-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","   53",",,0",,,,
"USC00307397","1948-11-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-11-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","   33",",,0",,,,
"USC00307397","1948-11-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","   66",",,0",,,,
"USC00307397","1948-11-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","   18",",,0",,,,
"USC00307397","1948-11-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","   28",",,0",,,,
"USC00307397","1948-11-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1948-12-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","   18",",,0",,,,
"USC00307397","1948-12-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1948-12-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","   20",",,0",,,,
"USC00307397","1948-12-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","  140",",,0",,,,
"USC00307397","1948-12-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","   20",",,0",,,,
"USC00307397","1948-12-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","   71",",,0",,,,
"USC00307397","1948-12-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","   53",",,0",,,,
"USC00307397","1948-12-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","   38",",,0",,,,
"USC00307397","1948-12-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1948-12-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1948-12-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1948-12-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","   23",",,0",,,,
"USC00307397","1948-12-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1948-12-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1948-12-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1948-12-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","  155",",,0",,,,
"USC00307397","1948-12-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","   20",",,0",,,,
"USC00307397","1948-12-31","42.18333","-78.71667","534.0","SALAMANCA, NY US","   38",",,0",,,,
"USC00307397","1949-01-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","  142",",,0",,,,
"USC00307397","1949-01-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1949-01-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1949-01-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","  135",",,0",,,,
"USC00307397","1949-01-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1949-01-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1949-01-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1949-01-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1949-01-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","   56",",,0",,,,
"USC00307397","1949-01-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","   33",",,0",,,,
"USC00307397","1949-01-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","   30",",,0",,,,
"USC00307397","1949-01-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","   20",",,0",,,,
"USC00307397","1949-01-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","   48",",,0",,,,
"USC00307397","1949-01-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","   18",",,0",,,,
"USC00307397","1949-01-24","42.18333","-78.71667","534.0","SALAMANCA, NY US","   51",",,0",,,,
"USC00307397","1949-01-25","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-26","42.18333","-78.71667","534.0","SALAMANCA, NY US","  130",",,0",,,,
"USC00307397","1949-01-27","42.18333","-78.71667","534.0","SALAMANCA, NY US","   94",",,0",,,,
"USC00307397","1949-01-28","42.18333","-78.71667","534.0","SALAMANCA, NY US","   51",",,0",,,,
"USC00307397","1949-01-29","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1949-01-30","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-01-31","42.18333","-78.71667","534.0","SALAMANCA, NY US","   23",",,0",,,,
"USC00307397","1949-02-01","42.18333","-78.71667","534.0","SALAMANCA, NY US","   15",",,0",,,,
"USC00307397","1949-02-02","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1949-02-03","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-04","42.18333","-78.71667","534.0","SALAMANCA, NY US","   23",",,0",,,,
"USC00307397","1949-02-05","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1949-02-06","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-07","42.18333","-78.71667","534.0","SALAMANCA, NY US","   13",",,0",,,,
"USC00307397","1949-02-08","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-09","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-10","42.18333","-78.71667","534.0","SALAMANCA, NY US","    8",",,0",,,,
"USC00307397","1949-02-11","42.18333","-78.71667","534.0","SALAMANCA, NY US","   20",",,0",,,,
"USC00307397","1949-02-12","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-13","42.18333","-78.71667","534.0","SALAMANCA, NY US","   84",",,0",,,,
"USC00307397","1949-02-14","42.18333","-78.71667","534.0","SALAMANCA, NY US","   28",",,0",,,,
"USC00307397","1949-02-15","42.18333","-78.71667","534.0","SALAMANCA, NY US","  102",",,0",,,,
"USC00307397","1949-02-16","42.18333","-78.71667","534.0","SALAMANCA, NY US","   10",",,0",,,,
"USC00307397","1949-02-17","42.18333","-78.71667","534.0","SALAMANCA, NY US","    5",",,0",,,,
"USC00307397","1949-02-18","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-19","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-20","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-21","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
"USC00307397","1949-02-22","42.18333","-78.71667","534.0","SALAMANCA, NY US","  114",",,0",,,,
"USC00307397","1949-02-23","42.18333","-78.71667","534.0","SALAMANCA, NY US","    0",",,0",,,,
