"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00506144","1970-10-23","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,," -239",",,0"," -328",",,0"," -300",",,0",,
"USC00506144","1970-10-24","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,," -222",",,0"," -322",",,0"," -283",",,0",,
"USC00506144","1970-10-25","68.63333","-149.56667","747.1","TOOLIK, AK US","    8",",,0",,,,," -211",",,0"," -311",",,0"," -228",",,0",,
"USC00506144","1970-10-26","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,," -217",",,0"," -311",",,0"," -289",",,0",,
"USC00506144","1970-10-27","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,," -206",",,0"," -311",",,0"," -261",",,0",,
"USC00506144","1970-10-28","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,,"  -17",",,0"," -278",",,0","  -44",",,0",,
"USC00506144","1970-10-29","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,,"  -22",",,0"," -100",",,0","  -39",",,0",,
"USC00506144","1970-10-30","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,,"  -28",",,0","  -94",",,0","  -78",",,0",,
"USC00506144","1970-10-31","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0",,,,,"   50",",,0"," -117",",,0","   22",",,0",,
"USC00506144","1970-11-01","68.63333","-149.56667","747.1","TOOLIK, AK US","    8",",,0","   13",",,0","  381",",,0","   39",",,0"," -161",",,0"," -128",",,0",,
"USC00506144","1970-11-02","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  381",",,0","   -6",",,0"," -139",",,0","  -17",",,0",,
"USC00506144","1970-11-03","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  381",",,0","   -6",",,0","  -83",",,0","  -44",",,0",,
"USC00506144","1970-11-04","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  305",",,0","   17",",,0","  -56",",,0","  -17",",,0",,
"USC00506144","1970-11-05","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  305",",,0","  -11",",,0"," -122",",,0"," -111",",,0",,
"USC00506144","1970-11-06","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  305",",,0","  -94",",,0"," -189",",,0"," -167",",,0",,
"USC00506144","1970-11-07","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  305",",,0","  -11",",,0"," -200",",,0","  -17",",,0",,
"USC00506144","1970-11-08","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  254",",,0","   -6",",,0","  -78",",,0","  -50",",,0",,
"USC00506144","1970-11-09","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  254",",,0","    6",",,0","  -94",",,0","  -61",",,0",,
"USC00506144","1970-11-10","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  254",",,0","  -44",",,0"," -144",",,0"," -111",",,0",,
"USC00506144","1970-11-11","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  254",",,0","  -94",",,0"," -167",",,0"," -139",",,0",,
"USC00506144","1970-11-12","68.63333","-149.56667","747.1","TOOLIK, AK US","   13",",,0","   51",",,0","  305",",,0"," -122",",,0"," -183",",,0"," -172",",,0","    1",",,0"
"USC00506144","1970-11-13","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  305",",,0"," -161",",,0"," -222",",,0"," -222",",,0","    1",",,0"
"USC00506144","1970-11-14","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  305",",,0"," -222",",,0"," -300",",,0"," -278",",,0",,
"USC00506144","1970-11-15","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  305",",,0"," -189",",,0"," -294",",,0"," -278",",,0",,
"USC00506144","1970-11-16","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  279",",,0","  -50",",,0"," -306",",,0","  -83",",,0",,
"USC00506144","1970-11-17","68.63333","-149.56667","747.1","TOOLIK, AK US","   43",",,0","   76",",,0","  356",",,0","  -56",",,0"," -294",",,0"," -111",",,0",,
"USC00506144","1970-11-18","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  356",",,0"," -106",",,0"," -183",",,0"," -117",",,0",,
"USC00506144","1970-11-19","68.63333","-149.56667","747.1","TOOLIK, AK US","   33",",,0","  152",",,0","  508",",,0","  -94",",,0"," -206",",,0"," -156",",,0",,
"USC00506144","1970-11-20","68.63333","-149.56667","747.1","TOOLIK, AK US","   20",",,0","   51",",,0","  559",",,0","  -83",",,0"," -233",",,0"," -111",",,0",,
"USC00506144","1970-11-21","68.63333","-149.56667","747.1","TOOLIK, AK US","   46",",,0","   64",",,0","  559",",,0"," -111",",,0"," -311",",,0"," -294",",,0",,
"USC00506144","1970-11-22","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -128",",,0"," -317",",,0"," -178",",,0",,
"USC00506144","1970-11-23","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -172",",,0"," -294",",,0"," -289",",,0",,
"USC00506144","1970-11-24","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0"," -117",",,0"," -306",",,0"," -122",",,0",,
"USC00506144","1970-11-25","68.63333","-149.56667","747.1","TOOLIK, AK US","   13",",,0","   23",",,0","  533",",,0"," -117",",,0"," -350",",,0"," -344",",,0",,
"USC00506144","1970-11-26","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  533",",,0"," -206",",,0"," -344",",,0"," -244",",,0",,
"USC00506144","1970-11-27","68.63333","-149.56667","747.1","TOOLIK, AK US","   76",",,0","    3",",,0","  508",",,0","  -61",",,0"," -278",",,0","  -94",",,0",,
"USC00506144","1970-11-28","68.63333","-149.56667","747.1","TOOLIK, AK US","  137",",,0","   53",",,0","  457",",,0","  -78",",,0"," -256",",,0"," -244",",,0",,
"USC00506144","1970-11-29","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  457",",,0"," -233",",,0"," -294",",,0"," -261",",,0",,
"USC00506144","1970-11-30","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  457",",,0"," -206",",,0"," -272",",,0"," -233",",,0",,
"USC00506144","1970-12-01","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  457",",,0"," -206",",,0"," -267",",,0"," -244",",,0",,
"USC00506144","1970-12-02","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  457",",,0"," -178",",,0"," -278",",,0"," -222",",,0",,
"USC00506144","1970-12-03","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  457",",,0"," -217",",,0"," -356",",,0"," -322",",,0",,
"USC00506144","1970-12-04","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  457",",,0"," -139",",,0"," -317",",,0"," -150",",,0",,
"USC00506144","1970-12-05","68.63333","-149.56667","747.1","TOOLIK, AK US","  102",",,0","   25",",,0","  508",",,0"," -139",",,0"," -328",",,0"," -300",",,0",,
"USC00506144","1970-12-06","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -289",",,0"," -411",",,0"," -372",",,0",,
"USC00506144","1970-12-07","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -317",",,0"," -400",",,0"," -372",",,0",,
"USC00506144","1970-12-08","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -289",",,0"," -389",",,0"," -356",",,0",,
"USC00506144","1970-12-09","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -300",",,0"," -400",",,0"," -378",",,0",,
"USC00506144","1970-12-10","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -317",",,0"," -422",",,0"," -394",",,0",,
"USC00506144","1970-12-11","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -356",",,0"," -433",",,0"," -411",",,0",,
"USC00506144","1970-12-12","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -322",",,0"," -428",",,0"," -422",",,0",,
"USC00506144","1970-12-13","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -300",",,0"," -422",",,0"," -344",",,0",,
"USC00506144","1970-12-14","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -322",",,0"," -389",",,0"," -333",",,0",,
"USC00506144","1970-12-15","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -161",",,0"," -383",",,0"," -178",",,0",,
"USC00506144","1970-12-16","68.63333","-149.56667","747.1","TOOLIK, AK US","  203",",,0","   51",",,0","  559",",,0"," -111",",,0"," -222",",,0"," -133",",,0",,
"USC00506144","1970-12-17","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","  -89",",,0"," -206",",,0"," -106",",,0",,
"USC00506144","1970-12-18","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","  -67",",,0"," -133",",,0","  -89",",,0",,
"USC00506144","1970-12-19","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","  -33",",,0"," -133",",,0","  -67",",,0",,
"USC00506144","1970-12-20","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","  -39",",,0"," -100",",,0","  -83",",,0",,
"USC00506144","1970-12-21","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","    0",",,0","  -94",",,0","  -94",",,0",,
"USC00506144","1970-12-22","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","  -72",",,0"," -128",",,0"," -100",",,0",,
"USC00506144","1970-12-23","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  559",",,0","  -83",",,0"," -156",",,0"," -100",",,0",,
"USC00506144","1970-12-24","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -100",",,0"," -300",",,0"," -244",",,0",,
"USC00506144","1970-12-25","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -244",",,0"," -311",",,0"," -278",",,0",,
"USC00506144","1970-12-26","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -278",",,0"," -333",",,0"," -328",",,0",,
"USC00506144","1970-12-27","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -294",",,0"," -356",",,0"," -294",",I,0",,
"USC00506144","1970-12-28","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  508",",,0"," -306",",I,0"," -328",",,0"," -317",",,0",,
"USC00506144","1970-12-29","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  508",",,0"," -250",",,0"," -333",",,0"," -306",",,0",,
"USC00506144","1970-12-30","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0",",,0","  508",",,0"," -278",",,0"," -389",",,0"," -378",",,0",,
"USC00506144","1970-12-31","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  508",",,0"," -311",",,0"," -406",",,0"," -394",",,0",,
"USC00506144","1971-01-01","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  508",",,0"," -356",",,0"," -433",",,0"," -361",",,0",,
"USC00506144","1971-01-02","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  508",",,0"," -311",",,0"," -417",",,0"," -394",",,0",,
"USC00506144","1971-01-03","68.63333","-149.56667","747.1","TOOLIK, AK US","   13",",,0","    0","T,,0","  508",",,0"," -328",",,0"," -406",",,0"," -339",",,0",,
"USC00506144","1971-01-04","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  508",",,0"," -306",",I,0"," -350",",,0"," -289",",I,0",,
"USC00506144","1971-01-05","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0",,," -278",",,0"," -317",",,0"," -311",",,0",,
"USC00506144","1971-01-06","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0",,," -172",",,0"," -372",",,0"," -183",",,0",,
"USC00506144","1971-01-07","68.63333","-149.56667","747.1","TOOLIK, AK US","   41",",,0","   41",",,0","  559",",,0"," -106",",,0"," -361",",,0"," -256",",,0",,
"USC00506144","1971-01-08","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -244",",,0"," -356",",,0"," -289",",,0",,
"USC00506144","1971-01-09","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  559",",,0"," -167",",,0"," -300",",,0"," -222",",,0",,
"USC00506144","1971-01-10","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  559",",,0"," -111",",,0"," -261",",,0"," -122",",,0",,
"USC00506144","1971-01-11","68.63333","-149.56667","747.1","TOOLIK, AK US","   64",",,0","   51",",,0","  610",",,0","  -94",",,0"," -139",",,0"," -133",",,0",,
"USC00506144","1971-01-12","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  610",",,0"," -122",",,0"," -261",",,0"," -222",",,0",,
"USC00506144","1971-01-13","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -117",",,0"," -261",",,0"," -189",",,0",,
"USC00506144","1971-01-14","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -144",",,0"," -244",",,0"," -150",",,0",,
"USC00506144","1971-01-15","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -150",",,0"," -283",",,0"," -178",",,0",,
"USC00506144","1971-01-16","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -150",",,0"," -283",",,0"," -261",",,0",,
"USC00506144","1971-01-17","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -178",",,0"," -339",",,0"," -322",",,0",,
"USC00506144","1971-01-18","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -256",",,0"," -444",",,0"," -428",",,0",,
"USC00506144","1971-01-19","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  559",",,0"," -400",",,0"," -456",",,0"," -400",",,0",,
"USC00506144","1971-01-20","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -289",",,0"," -422",",,0"," -356",",,0",,
"USC00506144","1971-01-21","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  533",",,0"," -244",",,0"," -356",",,0"," -339",",,0",,
"USC00506144","1971-01-22","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  533",",,0"," -317",",,0"," -461",",,0"," -433",",,0",,
"USC00506144","1971-01-23","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  533",",,0"," -400",",,0"," -456",",,0"," -428",",,0",,
"USC00506144","1971-01-24","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  533",",,0"," -317",",,0"," -444",",,0"," -344",",,0",,
"USC00506144","1971-01-25","68.63333","-149.56667","747.1","TOOLIK, AK US","   30",",,0","   23",",,0","  559",",,0"," -317",",,0"," -367",",,0"," -333",",,0",,
"USC00506144","1971-01-26","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -317",",,0"," -400",",,0"," -356",",I,0",,
"USC00506144","1971-01-27","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  559",",,0"," -244",",,0"," -344",",I,0"," -300",",,0",,
"USC00506144","1971-01-28","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  559",",,0"," -200",",,0"," -233",",I,0",,,,
"USC00506144","1971-01-29","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -228",",,0"," -322",",,0"," -244",",,0",,
"USC00506144","1971-01-30","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -233",",,0"," -383",",,0"," -372",",,0",,
"USC00506144","1971-01-31","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","    0",",G,0"," -361",",,0"," -444",",,0"," -411",",,0",,
"USC00506144","1971-02-01","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -389",",,0"," -456",",,0"," -433",",,0",,
"USC00506144","1971-02-02","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  559",",,0"," -406",",,0"," -444",",,0"," -411",",,0",,
"USC00506144","1971-02-03","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  559",",,0"," -344",",,0"," -439",",,0"," -422",",I,0",,
"USC00506144","1971-02-04","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  533",",,0"," -300",",,0"," -411",",I,0"," -389",",I,0",,
"USC00506144","1971-02-05","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  533",",,0"," -300",",,0"," -378",",I,0"," -367",",,0",,
"USC00506144","1971-02-06","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  533",",,0"," -278",",,0"," -394",",,0"," -389",",,0",,
"USC00506144","1971-02-07","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  533",",,0"," -356",",,0"," -450",",,0"," -356",",,0",,
"USC00506144","1971-02-08","68.63333","-149.56667","747.1","TOOLIK, AK US","   48",",,0","   25",",,0","  584",",,0"," -222",",,0"," -383",",,0"," -283",",,0",,
"USC00506144","1971-02-09","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -244",",,0"," -339",",,0"," -322",",,0",,
"USC00506144","1971-02-10","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -278",",,0"," -333",",,0"," -317",",,0",,
"USC00506144","1971-02-11","68.63333","-149.56667","747.1","TOOLIK, AK US","    3",",,0","    3",",,0","  584",",,0"," -267",",,0"," -389",",,0"," -372",",,0",,
"USC00506144","1971-02-12","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -333",",,0"," -411",",,0"," -389",",,0",,
"USC00506144","1971-02-13","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -244",",,0"," -411",",,0"," -261",",,0",,
"USC00506144","1971-02-14","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -256",",,0"," -389",",,0"," -389",",,0",,
"USC00506144","1971-02-15","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -367",",,0"," -444",",,0"," -428",",,0",,
"USC00506144","1971-02-16","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -300",",,0"," -450",",,0"," -394",",,0",,
"USC00506144","1971-02-17","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -267",",,0"," -389",",,0"," -289",",,0",,
"USC00506144","1971-02-18","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -167",",,0"," -289",",,0"," -178",",,0",,
"USC00506144","1971-02-19","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0","  -67",",,0"," -233",",,0"," -139",",,0",,
"USC00506144","1971-02-20","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0"," -100",",,0"," -206",",,0"," -117",",,0",,
"USC00506144","1971-02-21","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",,0","  -61",",,0"," -194",",,0"," -194",",,0",,
"USC00506144","1971-02-22","68.63333","-149.56667","747.1","TOOLIK, AK US","   18",",,0","   13",",,0","  610",",,0"," -183",",,0"," -322",",,0"," -267",",,0",,
"USC00506144","1971-02-23","68.63333","-149.56667","747.1","TOOLIK, AK US","   25",",,0","   18",",,0","  610",",,0"," -261",",,0"," -389",",,0"," -383",",,0",,
"USC00506144","1971-02-24","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  610",",,0"," -306",",,0"," -394",",,0"," -356",",,0",,
"USC00506144","1971-02-25","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  610",",,0"," -311",",,0"," -422",",,0"," -372",",,0",,
"USC00506144","1971-02-26","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  610",",,0"," -272",",,0"," -417",",,0"," -328",",,0",,
"USC00506144","1971-02-27","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  610",",,0"," -261",",,0"," -372",",,0"," -289",",,0",,
"USC00506144","1971-02-28","68.63333","-149.56667","747.1","TOOLIK, AK US","    0","T,,0","    0","T,,0","  610",",,0"," -200",",,0"," -233",",I,0",,,,
"USC00506144","1971-03-28","68.63333","-149.56667","747.1","TOOLIK, AK US",,,,,,,,," -233",",,0",,,,
"USC00506144","1971-03-29","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  305",",,0"," -206",",,0"," -239",",,0",,,,
"USC00506144","1971-03-30","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  305",",,0"," -233",",,0"," -294",",,0",,,,
"USC00506144","1971-04-01","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",G,0"," -272",",,0"," -428",",,0"," -328",",,0",,
"USC00506144","1971-04-02","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",G,0"," -200",",,0"," -394",",,0"," -256",",,0",,
"USC00506144","1971-04-03","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",G,0"," -189",",,0"," -350",",,0"," -256",",,0",,
"USC00506144","1971-04-04","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0","  584",",G,0"," -239",",,0"," -333",",,0"," -250",",,0",,
"USC00506144","1971-04-28","68.63333","-149.56667","747.1","TOOLIK, AK US",,,,,,,,," -233",",,0",,,,
"USC00506144","1975-01-01","68.63333","-149.56667","747.1","TOOLIK, AK US","    0",",,0","    0",",,0",,," -350",",,0"," -400",",,0",,,,
