"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00145180","1909-06-01","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-02","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,"    1",",,6",,
"USC00145180","1909-06-03","38.15","-97.85","452.3","MEDORA, KS US","   43",",,6",,,,,"    1",",,6",,,,,,,,
"USC00145180","1909-06-04","38.15","-97.85","452.3","MEDORA, KS US","   15",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-05","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-06","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-07","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-08","38.15","-97.85","452.3","MEDORA, KS US","  152",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-09","38.15","-97.85","452.3","MEDORA, KS US","   79",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-10","38.15","-97.85","452.3","MEDORA, KS US","   66",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-11","38.15","-97.85","452.3","MEDORA, KS US","  140",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-12","38.15","-97.85","452.3","MEDORA, KS US","  411",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-13","38.15","-97.85","452.3","MEDORA, KS US","   23",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-14","38.15","-97.85","452.3","MEDORA, KS US","  254",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-15","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-16","38.15","-97.85","452.3","MEDORA, KS US","   46",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-17","38.15","-97.85","452.3","MEDORA, KS US","   28",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-18","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-19","38.15","-97.85","452.3","MEDORA, KS US","   28",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-20","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-21","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-22","38.15","-97.85","452.3","MEDORA, KS US","   53",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-23","38.15","-97.85","452.3","MEDORA, KS US","  472",",,6",,,,,,,,,,,,,,
"USC00145180","1909-06-24","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-25","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-26","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-27","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-28","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-29","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-06-30","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-01","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,"    1",",,6",,,,,,,,
"USC00145180","1909-07-02","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-03","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-04","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-05","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-06","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-07","38.15","-97.85","452.3","MEDORA, KS US","  142",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-08","38.15","-97.85","452.3","MEDORA, KS US","   89",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-09","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-10","38.15","-97.85","452.3","MEDORA, KS US","  284",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-11","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-12","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-13","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-14","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-15","38.15","-97.85","452.3","MEDORA, KS US","  168",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-16","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,"    1",",,6",,,,,,,,
"USC00145180","1909-07-17","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-18","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-19","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-20","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-21","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-22","38.15","-97.85","452.3","MEDORA, KS US","   76",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-23","38.15","-97.85","452.3","MEDORA, KS US","  236",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-24","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-25","38.15","-97.85","452.3","MEDORA, KS US","   25",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-26","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-27","38.15","-97.85","452.3","MEDORA, KS US","   76",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-28","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-29","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-07-30","38.15","-97.85","452.3","MEDORA, KS US","   23",",,6",,,,,,,,,,,,,,
"USC00145180","1909-07-31","38.15","-97.85","452.3","MEDORA, KS US","    8",",,6",,,,,,,,,,,,,,
"USC00145180","1909-08-01","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-02","38.15","-97.85","452.3","MEDORA, KS US","    5",",,6",,,,,,,,,,,,,,
"USC00145180","1909-08-03","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-04","38.15","-97.85","452.3","MEDORA, KS US","   94",",,6",,,,,,,,,,,,,,
"USC00145180","1909-08-05","38.15","-97.85","452.3","MEDORA, KS US","  262",",,6",,,,,,,,,,,,,,
"USC00145180","1909-08-06","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-07","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-08","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-09","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-10","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-11","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-12","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-13","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-14","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-15","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-16","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-17","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-18","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-19","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-20","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-21","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-22","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-23","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-24","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-25","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-26","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-27","38.15","-97.85","452.3","MEDORA, KS US","    8",",,6",,,,,,,,,,,,,,
"USC00145180","1909-08-28","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-29","38.15","-97.85","452.3","MEDORA, KS US","  117",",,6",,,,,,,,,,,,,,
"USC00145180","1909-08-30","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1909-08-31","38.15","-97.85","452.3","MEDORA, KS US","   46",",,6",,,,,,,,,,,,,,
"USC00145180","1910-04-01","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-02","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-03","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-04","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-05","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-06","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-07","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-08","38.15","-97.85","452.3","MEDORA, KS US","    3",",,6",,,,,,,,,,,,,,
"USC00145180","1910-04-09","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-10","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-11","38.15","-97.85","452.3","MEDORA, KS US","   46",",,6",,,,,,,,,,,,,,
"USC00145180","1910-04-12","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-13","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-14","38.15","-97.85","452.3","MEDORA, KS US","  178",",,6",,,,,,,,,,,,,,
"USC00145180","1910-04-15","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-16","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-17","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-18","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-19","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-20","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-21","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-22","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-23","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-24","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-25","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-26","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-27","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-28","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-29","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-04-30","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-01","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-02","38.15","-97.85","452.3","MEDORA, KS US","  330",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-03","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-04","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-05","38.15","-97.85","452.3","MEDORA, KS US","   74",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-06","38.15","-97.85","452.3","MEDORA, KS US","  224",",,6",,,,,,,,,,,"    1",",,6",,
"USC00145180","1910-05-07","38.15","-97.85","452.3","MEDORA, KS US","   13",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-08","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-09","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-10","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-11","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-12","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-13","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-14","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-15","38.15","-97.85","452.3","MEDORA, KS US","   76",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-16","38.15","-97.85","452.3","MEDORA, KS US","  213",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-17","38.15","-97.85","452.3","MEDORA, KS US","   15",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-18","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-19","38.15","-97.85","452.3","MEDORA, KS US","   36",",,6",,,,,,,,,,,"    1",",,6",,
"USC00145180","1910-05-20","38.15","-97.85","452.3","MEDORA, KS US","    5",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-21","38.15","-97.85","452.3","MEDORA, KS US","  160",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-22","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-23","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-24","38.15","-97.85","452.3","MEDORA, KS US","   13",",,6",,,,,,,,,,,,,,
"USC00145180","1910-05-25","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-26","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-27","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-28","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-29","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-30","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-05-31","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-01","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-02","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-03","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-04","38.15","-97.85","452.3","MEDORA, KS US","    0","T,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-05","38.15","-97.85","452.3","MEDORA, KS US","   33",",,6",,,,,,,,,,,,,,
"USC00145180","1910-06-06","38.15","-97.85","452.3","MEDORA, KS US","   66",",,6",,,,,,,,,,,,,,
"USC00145180","1910-06-07","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-08","38.15","-97.85","452.3","MEDORA, KS US","   30",",,6",,,,,,,,,,,,,,
"USC00145180","1910-06-09","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-10","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-11","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-12","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-13","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-14","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-15","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-16","38.15","-97.85","452.3","MEDORA, KS US","    0","P,,6",,,,,,,,,,,,,,
"USC00145180","1910-06-17","38.15","-97.85","452.3","MEDORA, KS US","   71",",,6",,,,,,,,,,,,,,
