"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00067969","1950-08-11","41.06667","-73.5","34.1","STAMFORD, CT US","    3",",,0","    0",",,0","    0",",,0","  306",",,0","  172",",,0","  233",",,0",,,"    1",",,0",,,,,,,,,,,,
"USC00067969","1950-08-12","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  150",",,0","  217",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-08-13","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  122",",,0","  239",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-08-14","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  128",",,0","  239",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-08-15","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  133",",,0","  239",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-08-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  156",",,0","  250",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-17","41.06667","-73.5","34.1","STAMFORD, CT US","    5",",,0","    0",",,0","    0",",,0","  261",",,0","  183",",,0","  250",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  172",",,0","  222",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-19","41.06667","-73.5","34.1","STAMFORD, CT US","  132",",,0","    0",",,0","    0",",,0","  256",",,0","  189",",,0","  233",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,0"
"USC00067969","1950-08-20","41.06667","-73.5","34.1","STAMFORD, CT US","  442",",,0","    0",",,0","    0",",,0","  233",",,0","  200",",,0","  200",",,0",,,,,,,,,,,,,,,"    1",",,0"
"USC00067969","1950-08-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  239",",,0","  122",",,0","  217",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-08-22","41.06667","-73.5","34.1","STAMFORD, CT US","    3",",,0","    0",",,0","    0",",,0","  244",",,0","  106",",,0","  233",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-23","41.06667","-73.5","34.1","STAMFORD, CT US","   15",",,0","    0",",,0","    0",",,0","  250",",,0","  150",",,0","  233",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-08-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  156",",,0","  250",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-25","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  144",",,0","  244",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-08-26","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  156",",,0","  256",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  167",",,0","  250",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-28","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  283",",,0","  194",",,0","  261",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-29","41.06667","-73.5","34.1","STAMFORD, CT US","  132",",,0","    0",",,0","    0",",,0","  300",",,0","  217",",,0","  222",",,0",,,"    1",",,0",,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-30","41.06667","-73.5","34.1","STAMFORD, CT US","   51",",,0","    0",",,0","    0",",,0","  250",",,0","  194",",,0","  239",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-08-31","41.06667","-73.5","34.1","STAMFORD, CT US","   48",",,0","    0",",,0","    0",",,0","  272",",,0","  194",",,0","  256",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,0"
"USC00067969","1950-09-01","41.06667","-73.5","34.1","STAMFORD, CT US","   43",",,0","    0",",,0","    0",",,0","  294",",,0","  217",",,0","  289",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-02","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","  211",",,0","  250",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-03","41.06667","-73.5","34.1","STAMFORD, CT US","   15",",,0","    0",",,0","    0",",,0","  250",",,0","  172",",,0","  206",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-04","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  272",",,0","  172",",,0","  222",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-05","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   83",",,0","  194",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-06","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","  106",",,0","  194",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-07","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  100",",,0","  239",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-08","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  122",",,0","  233",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  139",",,0","  233",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-10","41.06667","-73.5","34.1","STAMFORD, CT US","   13",",,0","    0",",,0","    0",",,0","  244",",,0","  183",",,0","  228",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-11","41.06667","-73.5","34.1","STAMFORD, CT US","   48",",,0","    0",",,0","    0",",,0","  228",",,0","  161",",,0","  161",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-12","41.06667","-73.5","34.1","STAMFORD, CT US","   76",",,0","    0",",,0","    0",",,0","  189",",,0","  117",",,0","  178",",,0",,,,,,,,,,,,,,,"    1",",,0"
"USC00067969","1950-09-13","41.06667","-73.5","34.1","STAMFORD, CT US","   41",",,0","    0",",,0","    0",",,0","  178",",,0","  117",",,0","  144",",,0",,,,,,,,,,,,,,,"    1",",,0"
"USC00067969","1950-09-14","41.06667","-73.5","34.1","STAMFORD, CT US","  130",",,0","    0",",,0","    0",",,0","  194",",,0","  128",",,0","  178",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-15","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","  156",",,0","  217",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  128",",,0","  194",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-17","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   28",",,0","  167",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   56",",,0","  178",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  206",",,0","  144",",,0","  206",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-20","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","  139",",,0","  150",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  239",",,0","  122",",,0","  206",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-22","41.06667","-73.5","34.1","STAMFORD, CT US","   25",",,0","    0",",,0","    0",",,0","  206",",,0","  122",",,0","  139",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,0"
"USC00067969","1950-09-23","41.06667","-73.5","34.1","STAMFORD, CT US","    5",",,0","    0",",,0","    0",",,0","  211",",,0","  111",",,0","  167",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   28",",,0","   83",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-25","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   -6",",,0","  139",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-09-26","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   89",",,0","  117",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-09-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   72",",,0","  161",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-28","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","  106",",,0","  150",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   78",",,0","  167",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-09-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  156",",,0","  200",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-01","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  111",",,0","  233",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-02","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  122",",,0","  200",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-03","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  128",",,0","  211",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-04","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  211",",,0","   94",",,0","  156",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-05","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   28",",,0","  133",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-06","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   44",",,0","  150",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-07","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","  111",",,0","  156",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-08","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","  122",",,0","  178",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","  133",",,0","  172",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-10","41.06667","-73.5","34.1","STAMFORD, CT US","   89",",,0","    0",",,0","    0",",,0","  228",",,0","  156",",,0","  178",",,0",,,,,,,,,,,,,,,"    1",",,0"
"USC00067969","1950-10-11","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   89",",,0","  178",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-12","41.06667","-73.5","34.1","STAMFORD, CT US","  211",",,0","    0",",,0","    0",",,0","  183",",,0","  133",",,0","  144",",,0",,,"    1",",,0",,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-13","41.06667","-73.5","34.1","STAMFORD, CT US","   10",",,0","    0",",,0","    0",",,0","  144",",,0","   89",",,0","  111",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-14","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   33",",,0","  100",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-15","41.06667","-73.5","34.1","STAMFORD, CT US","   15",",,0","    0",",,0","    0",",,0","  128",",,0","   61",",,0","   94",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   17",",,0","   94",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-17","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   33",",,0","  167",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   89",",,0","  178",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  133",",,0","  178",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-20","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  144",",,0","  167",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-21","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   17",",,0","  139",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-22","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   78",",,0","  161",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-23","41.06667","-73.5","34.1","STAMFORD, CT US","   66",",,0","    0",",,0","    0",",,0","  161",",,0","   78",",,0","  106",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  111",",,0","   78",",,0","  111",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-10-25","41.06667","-73.5","34.1","STAMFORD, CT US","    8",",,0","    0",",,0","    0",",,0","  183",",,0","   94",",,0","  128",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-26","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   33",",,0","   83",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  106",",,0","  -28",",,0","   72",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-28","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   11",",,0","  150",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-10-29","41.06667","-73.5","34.1","STAMFORD, CT US","   23",",,0","    0",",,0","    0",",,0","  217",",,0","  139",",,0","  167",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,0"
"USC00067969","1950-10-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","  100",",,0","  194",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-10-31","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","  111",",,0","  167",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-01","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","  100",",,0","  178",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-02","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  128",",,0","  228",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-03","41.06667","-73.5","34.1","STAMFORD, CT US","   10",",,0","    0",",,0","    0",",,0","  228",",,0","   83",",,0","  128",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-04","41.06667","-73.5","34.1","STAMFORD, CT US","  140",",,0","    0",",,0","    0",",,0","  178",",,0","   83",",,0","  178",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-11-05","41.06667","-73.5","34.1","STAMFORD, CT US","  157",",,0","    0",",,0","    0",",,0","  194",",,0","   83",",,0","   83",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-06","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","    6",",,0","   94",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-07","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   22",",,0","  133",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-08","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   61",",,0","  150",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-11-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","  122",",,0","  161",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-11-10","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","  100",",,0","  100",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-11","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  100",",,0","   44",",,0","   44",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-12","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   89",",,0","   -6",",,0","   39",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-13","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   94",",,0","  -28",",,0","   39",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-14","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","  -33",",,0","   56",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-15","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","  -39",",,0","  100",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-16","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","  172",",,0","   39",",,0","  144",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-17","41.06667","-73.5","34.1","STAMFORD, CT US","    5",",,0","    0",",,0","    0",",,0","  144",",,0","   78",",,0","   83",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-18","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","   22",",,0","   50",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-19","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","  -22",",,0","  111",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-20","41.06667","-73.5","34.1","STAMFORD, CT US","   20",",,0","    0",",,0","    0",",,0","  172",",,0","   89",",,0","  161",",,0",,,,,,,,,,,,,"    1",",,0",,
"USC00067969","1950-11-21","41.06667","-73.5","34.1","STAMFORD, CT US","  292",",,0","    0","T,,0","    0",",,0","  161",",,0","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-22","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0","T,,0","    0",",,0","   72",",,0","  -17",",,0","   22",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-23","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0","T,,0","    0",",,0","   22",",,0","  -33",",,0","   17",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-24","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0","    0",",,0","   89",",,0","   -6",",,0","   89",",,0","    1",",,0",,,,,,,,,,,,,,
"USC00067969","1950-11-25","41.06667","-73.5","34.1","STAMFORD, CT US","  124",",,0","    0",",,0","    0",",,0","  128",",,0","   89",",,0","  128",",,0",,,,,,,,,,,,,"    1",",,0",,
"USC00067969","1950-11-26","41.06667","-73.5","34.1","STAMFORD, CT US","  140",",,0","    0","T,,0","    0",",,0","  139",",,0","    0",",,0","   11",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-27","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","  -17",",,0","   22",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-28","41.06667","-73.5","34.1","STAMFORD, CT US","   38",",,0","    0",",,0","    0",",,0","   33",",,0","    6",",,0","   17",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-11-29","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0","T,,0","    0",",,0","   39",",,0","   -6",",,0","   11",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-11-30","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0","T,,0","    0",",,0","   44",",,0","   -6",",,0","    6",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-12-01","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0",,,"   72",",,0","  -17",",,0","    6",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-12-02","41.06667","-73.5","34.1","STAMFORD, CT US","    5",",,0","    0",",,0",,,"   50",",,0","  -44",",,0","   33",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-12-03","41.06667","-73.5","34.1","STAMFORD, CT US","    3",",,0","    0",",,0",,,"  117",",,0","   22",",,0","   89",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-12-04","41.06667","-73.5","34.1","STAMFORD, CT US","  160",",,0","    0",",,0",,,"  156",",,0","   67",",,0","  128",",,0",,,,,,,,,,,"    1",",,0","    1",",,0",,
"USC00067969","1950-12-05","41.06667","-73.5","34.1","STAMFORD, CT US","   94",",,0","    0",",,0",,,"  133",",,0","   28",",,0","   28",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-12-06","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0",,,"   72",",,0","  -39",",,0","   33",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-12-07","41.06667","-73.5","34.1","STAMFORD, CT US","    0","T,,0","    0",",,0",,,"   78",",,0","    6",",,0","   72",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,0"
"USC00067969","1950-12-08","41.06667","-73.5","34.1","STAMFORD, CT US","  119",",,0","    0",",,0",,,"  128",",,0","   72",",,0","   89",",,0",,,,,,,,,,,"    1",",,0",,,,
"USC00067969","1950-12-09","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0",,,"   89",",,0","   11",",,0","   28",",,0",,,,,,,,,,,,,,,,
"USC00067969","1950-12-10","41.06667","-73.5","34.1","STAMFORD, CT US","    0",",,0","    0",",,0",,,"   61",",,0","  -33",",,0","   39",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,0"
