"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023191","1948-01-11","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-12","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-13","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-14","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-15","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-16","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-17","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-18","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-19","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-20","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-21","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-22","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-23","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","  128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-24","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-25","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  117",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-26","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  122",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-27","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-28","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-29","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-30","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-01-31","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-01","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  122",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-02","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","   94",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-03","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-04","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    3",",,X","    0",",,X","    0",",,X","  111",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-05","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","  180",",,X","    0",",,X","    0",",,X","   94",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-06","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   20",",,X","    0",",,X","    0",",,X","   94",",,X","   33",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-07","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    5",",,X","    0",",,X","    0",",,X","  111",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-08","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-09","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-10","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  122",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-11","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-12","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","   39",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-13","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  122",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-14","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-15","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-16","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-17","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-18","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-19","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-20","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  139",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-21","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-22","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  178",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-23","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-24","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   83",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-25","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-26","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  111",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-27","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  106",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-28","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  100",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-02-29","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   13",",,X","    0",",,X","    0",",,X","  111",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-01","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  100",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-02","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  122",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-03","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-04","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-05","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-06","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-07","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-08","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  139",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-09","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  122",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-10","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-11","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-12","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-13","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   84",",,X","    0",",,X","    0",",,X","  139",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-14","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   23",",,X","    0",",,X","    0",",,X","  111",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-15","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    3",",,X","    0",",,X","    0",",,X","  122",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-16","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  122",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-17","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   69",",,X","    0",",,X","    0",",,X","  106",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-18","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-19","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   25",",,X","    0",",,X","    0",",,X","  100",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-20","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  111",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-21","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  150",",,X","   50",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-22","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-23","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  150",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-24","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","  203",",,X","    0",",,X","    0",",,X","   94",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-25","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    5",",,X","    0",",,X","    0",",,X","  100",",,X","   44",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-26","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-27","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","  111",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-28","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","  106",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-29","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0","T,,X","    0",",,X","    0",",,X","  139",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-30","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  133",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-03-31","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-04-01","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-04-02","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","   23",",,X","    0",",,X","    0",",,X","  122",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-04-03","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","  264",",,X","    0",",,X","    0",",,X","  128",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-04-04","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    0",",,X","    0",",,X","    0",",,X","  117",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023191","1948-04-05","33.40419","-118.41456","477.0","AVALON CATALINA AIRPORT, CA US","    3",",,X","    0",",,X","    0",",,X","  128",",,X","   78",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
