"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00365216","1927-01-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   38",",,6","   25",",,6","  127",",,6",,,,
"USC00365216","1927-01-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  114",",,6",,,,,,,,
"USC00365216","1927-01-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   23",",,6",,,,,,,,
"USC00365216","1927-01-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   30",",,6","   38",",,6","  102",",,6",,,,
"USC00365216","1927-01-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-01-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-02-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   15",",,6","   64",",,6","   76",",,6",,,,
"USC00365216","1927-02-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US",,,"   76",",,6","  102",",,6",,,,
"USC00365216","1927-02-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   38",",,6",,,,,,,,
"USC00365216","1927-02-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  140",",,6",,,,,,,,
"USC00365216","1927-02-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   64",",,6",,,,,,,,
"USC00365216","1927-02-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  102",",,6","  178",",,6","  178",",,6",,,,
"USC00365216","1927-02-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  185",",,6","  254",",,6","  406",",,6",,,,
"USC00365216","1927-02-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  145",",,6",,,,,,,,
"USC00365216","1927-03-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   23",",,6",,,,,,,,
"USC00365216","1927-03-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   71",",,6",,,,,,,,
"USC00365216","1927-03-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   61",",,6",,,,,,,,
"USC00365216","1927-03-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  147",",,6",,,,,,,,
"USC00365216","1927-03-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  264",",,6",,,,,,,,
"USC00365216","1927-03-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   43",",,6","   51",",,6","   51",",,6",,,,
"USC00365216","1927-03-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-03-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-04-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   20",",,6",,,,,,,,
"USC00365216","1927-04-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   79",",,6",,,,,,,,
"USC00365216","1927-04-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  361",",,6",,,,,,,,
"USC00365216","1927-04-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   91",",,6",,,,,,,,
"USC00365216","1927-04-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  173",",,6",,,,,,,,
"USC00365216","1927-05-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   13",",,6",,,,,,,,
"USC00365216","1927-05-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  122",",,6",,,,,,,,
"USC00365216","1927-05-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   53",",,6",,,,,,,,
"USC00365216","1927-05-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  132",",,6",,,,,,,,
"USC00365216","1927-05-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   36",",,6",,,,,,,,
"USC00365216","1927-05-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   56",",,6",,,,,,,,
"USC00365216","1927-05-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  218",",,6",,,,,,,,
"USC00365216","1927-05-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  175",",,6",,,,,,,,
"USC00365216","1927-05-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  163",",,6",,,,,,,,
"USC00365216","1927-05-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   71",",,6",,,,,,,,
"USC00365216","1927-05-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-05-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  335",",,6",,,,,,,,
"USC00365216","1927-06-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   53",",,6",,,,,,,,
"USC00365216","1927-06-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  102",",,6",,,,,,,,
"USC00365216","1927-06-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  373",",,6",,,,,,,,
"USC00365216","1927-06-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   66",",,6",,,,,,,,
"USC00365216","1927-06-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  119",",,6",,,,,,,,
"USC00365216","1927-06-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-06-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  119",",,6",,,,,,,,
"USC00365216","1927-07-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   76",",,6",,,,,,,,
"USC00365216","1927-07-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   43",",,6",,,,,,,,
"USC00365216","1927-07-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   15",",,6",,,,,,,,
"USC00365216","1927-07-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  122",",,6",,,,,,,,
"USC00365216","1927-07-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   25",",,6",,,,,,,,
"USC00365216","1927-07-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   91",",,6",,,,,,,,
"USC00365216","1927-07-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-07-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  165",",,6",,,,,,,,
"USC00365216","1927-08-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   79",",,6",,,,,,,,
"USC00365216","1927-08-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   15",",,6",,,,,,,,
"USC00365216","1927-08-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   43",",,6",,,,,,,,
"USC00365216","1927-08-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   33",",,6",,,,,,,,
"USC00365216","1927-08-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   76",",,6",,,,,,,,
"USC00365216","1927-08-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  104",",,6",,,,,,,,
"USC00365216","1927-08-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   53",",,6",,,,,,,,
"USC00365216","1927-08-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   41",",,6",,,,,,,,
"USC00365216","1927-08-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  122",",,6",,,,,,,,
"USC00365216","1927-08-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   25",",,6",,,,,,,,
"USC00365216","1927-08-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-08-31","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   23",",,6",,,,,,,,
"USC00365216","1927-09-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-04","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-05","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-06","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-07","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-08","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   10",",,6",,,,,,,,
"USC00365216","1927-09-09","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-10","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-11","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-12","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-13","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-14","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-15","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-16","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-17","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-18","41.316667","-76.916667","183.2","LOYALSOCK, PA US","   61",",,6",,,,,,,,
"USC00365216","1927-09-19","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-20","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-21","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-22","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-23","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-24","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-25","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-26","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-27","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-28","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-09-29","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    8",",,6",,,,,,,,
"USC00365216","1927-09-30","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-01","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-02","41.316667","-76.916667","183.2","LOYALSOCK, PA US","    0","P,,6",,,,,,,,
"USC00365216","1927-10-03","41.316667","-76.916667","183.2","LOYALSOCK, PA US","  584",",,6",,,,,,,,
