"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00263101","1904-03-06","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  167",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-07","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  178",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-08","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","T,,6,","    0",",,6","    0",",,6","  156",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-09","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  128",",,6"," -111",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-10","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","   89",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-11","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","   13",",,6,","   13",",,6","    0",",,6","   67",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-12","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","   72",",,6"," -111",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-13","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  139",",,6"," -106",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-14","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  156",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-15","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  167",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-16","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  161",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-17","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  150",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-18","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  172",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-19","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  194",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-20","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","   25",",,6,","    0",",,6","    0",",,6","   94",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-21","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","   78",",,6"," -100",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-22","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  100",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-23","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","  203",",,6,","   89",",,6","   25",",,6","   89",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-24","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","   28",",,6"," -178",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-25","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","   10",",,6,","   13",",,6","    0",",,6","   44",",,6"," -111",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-26","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  122",",,6"," -100",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-27","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  144",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-28","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","T,,6,","    0",",,6","    0",",,6","  167",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-29","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","T,,6,","    0",",,6","    0",",,6","  133",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-30","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","   83",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-03-31","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","   44",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-01","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  100",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-02","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  133",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-03","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  106",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-04","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-05","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  100",",,6","  -78",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-06","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  111",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-07","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  128",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-08","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  183",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-09","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  183",",,6","  -50",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-10","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  244",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-11","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  256",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-12","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  222",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-13","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  239",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-14","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  211",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-15","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  194",",,6","  -17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-16","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  167",",,6","  -22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-17","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  183",",,6","   -6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-18","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  194",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-19","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  172",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-20","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","T,,6,","    0",",,6","    0",",,6","  100",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-21","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  122",",,6","  -56",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-22","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  128",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-23","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","   18",",,6,","   13",",,6","    0",",,6","   72",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-24","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  156",",,6"," -122",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-25","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-26","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-27","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  200",",,6","  -94",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-28","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  144",",,6","  -39",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-29","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  161",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-04-30","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  172",",,6","  -61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-01","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  139",",,6","  -28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-02","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  172",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-03","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  128",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-04","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  211",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-05","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  244",",,6","   33",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-06","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  272",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-07","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  239",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-08","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  211",",,6","  -67",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-09","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  228",",,6","  -44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-10","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0","P,,6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-11","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  239",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-12","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  267",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-13","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  272",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-14","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  256",",,6","   22",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-15","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  244",",,6","   44",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-16","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  261",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-17","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  283",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-18","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  239",",,6","   28",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-19","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","   84",",,6,","    0",",,6","    0",",,6","  128",",,6","  -11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-20","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","   51",",,6,","    0",",,6","    0",",,6","  139",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-21","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  211",",,6","    6",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-22","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  239",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-23","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  278",",,6","   61",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-24","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  267",",,6","   89",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-25","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","    0",",,6,","    0",",,6","    0",",,6","  183",",,6","   17",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00263101","1904-05-26","38.66833","-114.63611","1834.9","GEYSER RANCH, NV US","  119",",,6,","    0",",,6","    0",",,6","  150",",,6","   11",",,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
