"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00501926","1971-08-20","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   48",",,0,2000","    0",",,0,","    0",",,0,","  194",",,0","   89",",,0",,,,,,,,,"   94",",,0,2000",,,,,,,,
"USC00501926","1971-08-21","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   18",",,0,2000","    0",",,0,","    0",",,0,","  128",",,0","   61",",,0",,,,,,,,,"   83",",,0,2000",,,,,,,,
"USC00501926","1971-08-22","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    3",",,0,2000","    0",",,0,","    0",",,0,","  189",",,0","   56",",,0",,,,,,,,,"  122",",,0,2000",,,,,,,,
"USC00501926","1971-08-23","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,","  211",",,0","   61",",,0",,,,,,,,,"  106",",,0,2000",,,,,,,,
"USC00501926","1971-08-24","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  173",",,0,2000","    0",",,0,","    0",",,0,","  200",",,0","   78",",,0",,,,,,,,,"   89",",,0,2000",,,,,,,,
"USC00501926","1971-08-25","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   41",",,0,2000","    0",",,0,","    0",",,0,","  161",",,0","   78",",,0",,,,,,,,,"   83",",,0,2000",,,,,,,,
"USC00501926","1971-08-26","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   25",",,0,2000","    0",",,0,","    0",",,0,","  111",",,0","   72",",,0",,,,,,,,,"   83",",,0,2000",,,,,,,,
"USC00501926","1971-08-27","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   15",",,0,2000","    0",",,0,","    0",",,0,","  150",",,0","   67",",,0",,,,,,,,,"  111",",,0,2000",,,,,,,,
"USC00501926","1971-08-28","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,"," -117",",G,0"," -194",",G,0",,,,,,,,,,,,,,,,,,
"USC00501926","1971-08-29","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,","  189",",,0","   44",",,0",,,,,,,,,"  100",",,0,2000",,,,,,,,
"USC00501926","1971-08-30","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,","  183",",,0","   56",",,0",,,,,,,,,"  111",",,0,2000",,,,,,,,
"USC00501926","1971-08-31","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   30",",,0,2000","    0",",,0,","    0",",,0,","  161",",,0","   89",",,0",,,,,,,,,"  106",",,0,2000",,,,,,,,
"USC00501926","1971-09-01","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   30",",,0,2000","    0",",,0,","    0",",,0,","  172",",,0","   67",",,0",,,,,,,,,"  111",",,0,2000",,,,,,,,
"USC00501926","1971-09-02","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  165",",,0,2000","    0",",,0,","    0",",,0,","  144",",,0","   67",",,0",,,,,,,,,"   83",",,0,2000",,,,,,,,
"USC00501926","1971-09-03","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0",",,0,","    0",",,0,","  150",",,0","   44",",,0",,,,,,,,,"   72",",,0,2000",,,,,,,,
"USC00501926","1971-09-04","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  132",",,0,2000","    0",",,0,","    0",",,0,","  167",",,0","   56",",,0",,,,,,,,,"   61",",,0,2000",,,,,,,,
"USC00501926","1971-09-05","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,
"USC00501926","1971-09-06","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  165",",,0,2000","    0",",,0,","    0",",,0,","   89",",,0","   -6",",,0",,,,,,,,,"   78",",,0,2000",,,,,,,,
"USC00501926","1971-09-07","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0",",,0,","    0",",,0,","   94",",,0","   22",",,0",,,,,,,,,"   61",",,0,2000",,,,,,,,
"USC00501926","1971-09-08","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   13",",,0,2000","    0",",,0,","    0",",,0,","  128",",,0","   44",",,0",,,,,,,,,"   78",",,0,2000",,,,,,,,
"USC00501926","1971-09-09","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   66",",,0,2000","    0",",,0,","    0",",,0,","  128",",,0","   44",",,0",,,,,,,,,"   67",",,0,2000",,,,,,,,
"USC00501926","1971-09-10","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    5",",,0,2000","    0",",,0,","    0",",,0,","  139",",,0","   11",",,0",,,,,,,,,"   39",",,0,2000",,,,,,,,
"USC00501926","1971-09-11","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,
"USC00501926","1971-09-12","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,","  150",",,0","   22",",,0",,,,,,,,,"   72",",,0,2000",,,,,,,,
"USC00501926","1971-09-13","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   76",",,0,2000","    0",",,0,","    0",",,0,","  156",",,0","   22",",,0",,,,,,,,,"   33",",,0,2000",,,,,,,"    1",",,0"
"USC00501926","1971-09-14","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  157",",,0,2000","    0",",,0,","    0",",,0,","  122",",,0","   33",",,0",,,,,,,,,"   56",",,0,2000",,,,,,,,
"USC00501926","1971-09-15","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0",",,0,","    0",",,0,","  144",",,0","   -6",",,0",,,,,,,,,"   72",",,0,2000",,,,,,,,
"USC00501926","1971-09-16","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   30",",,0,2000","    0",",,0,","    0",",,0,","  117",",,0","   33",",,0",,,,,,,,,"   72",",,0,2000",,,,,,,,
"USC00501926","1971-09-17","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   84",",,0,2000","    0",",,0,","    0",",,0,","  150",",,0","   28",",,0",,,,,,,,,"   39",",,0,2000",,,,,,,,
"USC00501926","1971-09-18","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   15",",,0,2000","    0",",,0,","    0",",,0,","  100",",,0","  -17",",,0",,,,,,,,,"   44",",,0,2000",,,,,,,,
"USC00501926","1971-09-19","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    3",",,0,2000","    0",",,0,","    0",",,0,","  117",",,0","   11",",,0",,,,,,,,,"   50",",,0,2000",,,,,,,,
"USC00501926","1971-09-20","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  119",",,0,2000","    0",",,0,","    0",",,0,","   72",",,0","   28",",,0",,,,,,,,,"   56",",,0,2000",,,,,,,,
"USC00501926","1971-09-21","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   81",",,0,2000","    0",",,0,","    0",",,0,","   94",",,0","   39",",,0",,,,,,,,,"   44",",,0,2000",,,,,,,,
"USC00501926","1971-09-22","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0",",,0,","    0",",,0,","  100",",,0","   22",",,0",,,,,,,,,"   50",",,0,2000",,,,,,,,
"USC00501926","1971-09-23","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0",",,0,","    0",",,0,","  139",",,0","   11",",,0",,,,,,,,,"   39",",,0,2000",,,,,,,,
"USC00501926","1971-09-24","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    3",",,0,2000","    0",",,0,","    0",",,0,","  122",",,0","   39",",,0",,,,,,,,,"   56",",,0,2000",,,,,,,,
"USC00501926","1971-09-25","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,","   50",",,0","  -11",",,0",,,,,,,,,"   33",",,0,2000",,,,,,,,
"USC00501926","1971-09-26","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   18",",,0,2000","    0",",,0,","    0",",,0,","  117",",,0","  -11",",,0",,,,,,,,,"   11",",,0,2000",,,,,,,,
"USC00501926","1971-09-27","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,","   78",",,0","   -6",",,0",,,,,,,,,"    6",",,0,2000",,,,,,,,
"USC00501926","1971-09-28","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","    0",",,0,"," -117",",I,0"," -194",",,0",,,,,,,,,,,,,,,,,,
"USC00501926","1971-09-29","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   91",",,0,2000","   76",",,0,",,,"   61",",,0","  -28",",,0",,,,,,,,,"   -6",",,0,2000",,,,,,,,
"USC00501926","1971-09-30","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   41",",,0,2000","    0",",,0,","    0",",,0,","   28",",,0","  -22",",,0",,,,,,,,,"   17",",,0,2000",,,,,,,,
"USC00501926","1971-10-01","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   30",",,0,2000","    0",",,0,","    0",",,0,","   39",",,0","  -11",",,0",,,,,,,,,"    0",",,0,2000",,,,,,,,
"USC00501926","1971-10-02","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   18",",,0,2000","    0",",,0,","    0",",,0,","   44",",,0","  -11",",,0",,,,,,,,,"    6",",,0,2000",,,,,,,,
"USC00501926","1971-10-03","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   30",",,0,2000","    0","T,,0,","    0",",,0,","   50",",,0","  -22",",,0",,,,,,,,,"  -11",",,0,2000",,,,,,,,
"USC00501926","1971-10-04","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,","    0",",,0,","   11",",,0","  -50",",,0",,,,,,,,,"  -44",",,0,2000",,,,,,,,
"USC00501926","1971-10-05","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    8",",,0,2000","    0",",,0,","    0",",,0,","   -6",",,0","  -67",",,0",,,,,,,,,"  -50",",,0,2000",,,,,,,,
"USC00501926","1971-10-06","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,","    0","T,,0,","   50",",,0","  -67",",,0",,,,,,,,,"  -17",",,0,2000",,,,,,,,
"USC00501926","1971-10-07","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   30",",,0,2000","   15",",,0,",,,"   17",",,0","  -28",",,0",,,,,,,,,"   -6",",,0,2000",,,,,,,,
"USC00501926","1971-10-08","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   99",",,0,2000",,,,,"   39",",,0","   -6",",,0",,,,,,,,,"   28",",,0,2000",,,,,,,,
"USC00501926","1971-10-09","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   25",",,0,2000",,,,,"   67",",,0","  -11",",,0",,,,,,,,,"   -6",",,0,2000",,,,,,,,
"USC00501926","1971-10-10","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"   50",",,0","  -11",",,0",,,,,,,,,"   22",",,0,2000",,,,,,,,
"USC00501926","1971-10-11","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,",,,"   44",",,0","  -17",",,0",,,,,,,,,"  -11",",,0,2000",,,,,,,,
"USC00501926","1971-10-12","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,,,,,,,,,,,,,,,,,,,,,,
"USC00501926","1971-10-13","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  102",",,0,","   39",",,0","  -78",",,0",,,,,,,,,"  -33",",,0,2000",,,,,,,,
"USC00501926","1971-10-14","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"   28",",,0"," -100",",,0",,,,,,,,,"  -89",",,0,2000",,,,,,,,
"USC00501926","1971-10-15","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   56",",,0,2000","  127",",,0,","  203",",,0,","   -6",",,0"," -117",",,0",,,,,,,,,"  -33",",,0,2000",,,,,,,,
"USC00501926","1971-10-16","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  208",",,0,2000","  203",",,0,","  406",",,0,","    6",",,0","  -50",",,0",,,,,,,,,"   -6",",,0,2000",,,,,,,,
"USC00501926","1971-10-17","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   94",",,0,2000","   46",",,0,","  356",",,0,","   11",",,0","  -22",",,0",,,,,,,,,"   -6",",,0,2000",,,,,,,,
"USC00501926","1971-10-18","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   33",",,0,2000","   20",",,0,","  381",",,0,","   11",",,0","  -50",",,0",,,,,,,,,"  -33",",,0,2000",,,,,,,,
"USC00501926","1971-10-19","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"    6",",,0","  -61",",,0",,,,,,,,,"  -33",",,0,2000",,,,,,,,
"USC00501926","1971-10-20","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -11",",,0"," -128",",,0",,,,,,,,," -122",",,0,2000",,,,,,,,
"USC00501926","1971-10-21","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -39",",,0"," -128",",,0",,,,,,,,,"  -83",",,0,2000",,,,,,,,
"USC00501926","1971-10-22","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -22",",,0"," -150",",,0",,,,,,,,," -133",",,0,2000",,,,,,,,
"USC00501926","1971-10-23","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   15",",,0,2000","   13",",,0,",,,"  -44",",,0"," -161",",,0",,,,,,,,,"  -78",",,0,2000",,,,,,,,
"USC00501926","1971-10-24","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -33",",,0"," -167",",,0",,,,,,,,," -150",",,0,2000",,,,,,,,
"USC00501926","1971-10-25","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -61",",,0"," -161",",,0",,,,,,,,," -150",",,0,2000",,,,,,,,
"USC00501926","1971-10-26","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -61",",,0"," -150",",,0",,,,,,,,," -111",",,0,2000",,,,,,,,
"USC00501926","1971-10-27","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  114",",,0,2000","  152",",,0,","  432",",,0,","  -44",",,0"," -122",",,0",,,,,,,,,"  -56",",I,0,2000",,,,,,,,
"USC00501926","1971-10-28","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   76",",,0,2000","   89",",,0,","  457",",,0,"," -117",",I,0"," -194",",,0",,,,,,,,,,,,,,,,,,
"USC00501926","1971-10-29","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"   -6",",,0"," -139",",,0",,,,,,,,," -133",",,0,2000",,,,,,,,
"USC00501926","1971-10-30","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,","  457",",,0,","  -61",",,0"," -139",",,0",,,,,,,,,"  -89",",,0,2000",,,,,,,,
"USC00501926","1971-10-31","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   28",",,0,2000","   33",",,0,","  457",",,0,","  -22",",,0","  -94",",,0",,,,,,,,,"  -39",",,0,2000",,,,,,,,
"USC00501926","1971-11-01","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -11",",,0"," -128",",,0",,,,,,,,," -122",",,0,2000",,,,,,,,
"USC00501926","1971-11-02","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -83",",,0"," -194",",,0",,,,,,,,,"  -89",",,0,2000",,,,,,,,
"USC00501926","1971-11-03","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -61",",,0"," -122",",,0",,,,,,,,," -122",",,0,2000",,,,,,,,
"USC00501926","1971-11-04","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -83",",,0"," -150",",,0",,,,,,,,," -106",",,0,2000",,,,,,,,
"USC00501926","1971-11-05","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -78",",,0"," -133",",,0",,,,,,,,,"  -94",",,0,2000",,,,,,,,
"USC00501926","1971-11-06","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,","  457",",,0,","  -56",",,0"," -106",",,0",,,,,,,,,"  -78",",,0,2000",,,,,,,,
"USC00501926","1971-11-07","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -61",",,0"," -111",",,0",,,,,,,,,"  -78",",,0,2000",,,,,,,,
"USC00501926","1971-11-08","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -39",",,0"," -100",",,0",,,,,,,,,"  -56",",,0,2000",,,,,,,,
"USC00501926","1971-11-09","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -44",",,0"," -128",",,0",,,,,,,,,"  -94",",,0,2000",,,,,,,,
"USC00501926","1971-11-10","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,","  457",",,0,","  -78",",,0"," -167",",,0",,,,,,,,,"  -78",",,0,2000",,,,,,,,
"USC00501926","1971-11-11","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","   64",",,0,2000","   89",",,0,","  508",",,0,","  -33",",,0"," -100",",,0",,,,,,,,,"  -39",",,0,2000",,,,,,,,
"USC00501926","1971-11-12","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -28",",,0"," -128",",,0",,,,,,,,," -122",",,0,2000",,,,,,,,
"USC00501926","1971-11-13","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -72",",,0"," -150",",,0",,,,,,,,," -122",",,0,2000",,,,,,,,
"USC00501926","1971-11-14","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -28",",,0"," -128",",,0",,,,,,,,,"  -50",",,0,2000",,,,,,,,
"USC00501926","1971-11-15","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","   13",",,0,","  483",",,0,","  -28",",,0"," -122",",,0",,,,,,,,,"  -67",",,0,2000",,,,,,,,
"USC00501926","1971-11-16","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -28",",,0","  -94",",,0",,,,,,,,,"  -67",",,0,2000",,,,,,,,
"USC00501926","1971-11-17","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -22",",,0"," -100",",,0",,,,,,,,,"  -50",",,0,2000",,,,,,,,
"USC00501926","1971-11-18","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  185",",,0,2000","  279",",,0,","  762",",,0,","  -17",",,0","  -56",",,0",,,,,,,,,"  -28",",,0,2000",,,,,,,,
"USC00501926","1971-11-19","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  114",",,0,2000","  140",",,0,","  813",",,0,","    0",",,0","  -50",",,0",,,,,,,,,"  -39",",,0,2000",,,,,,,,
"USC00501926","1971-11-20","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","  155",",,0,2000","  229",",,0,"," 1016",",,0,","  -11",",,0","  -44",",,0",,,,,,,,,"  -39",",,0,2000",,,,,,,,
"USC00501926","1971-11-21","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -22",",,0","  -78",",,0",,,,,,,,,"  -78",",,0,2000",,,,,,,,
"USC00501926","1971-11-22","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0","T,,0,2000","    0","T,,0,","  965",",,0,","  -22",",,0"," -167",",,0",,,,,,,,," -167",",,0,2000",,,,,,,,
"USC00501926","1971-11-23","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  914",",,0,"," -139",",,0"," -206",",,0",,,,,,,,," -200",",,0,2000",,,,,,,,
"USC00501926","1971-11-24","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -89",",,0"," -206",",,0",,,,,,,,," -139",",,0,2000",,,,,,,,
"USC00501926","1971-11-25","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,",,,"  -56",",,0"," -150",",,0",,,,,,,,,"  -94",",,0,2000",,,,,,,,
"USC00501926","1971-11-26","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  813",",,0,","  -83",",,0"," -178",",,0",,,,,,,,," -161",",,0,2000",,,,,,,,
"USC00501926","1971-11-27","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  787",",,0,"," -128",",,0"," -211",",,0",,,,,,,,," -194",",,0,2000",,,,,,,,
"USC00501926","1971-11-28","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  787",",,0,"," -117",",,0"," -194",",,0",,,,,,,,,,,,,,,,,,
"USC00501926","1971-11-29","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  787",",,0,"," -172",",,0"," -233",",,0",,,,,,,,," -217",",,0,2000",,,,,,,,
"USC00501926","1971-11-30","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  762",",,0,"," -200",",,0"," -239",",,0",,,,,,,,," -233",",,0,2000",,,,,,,,
"USC00501926","1971-12-01","62.8255","-149.9061","412.7","CHULITNA RIVER, AK US","    0",",,0,2000","    0",",,0,","  737",",,0,"," -139",",,0"," -239",",,0",,,,,,,,," -150",",,0,2000",,,,,,,,
