"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NEBA0001","2013-08-28","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   91",",,N",,,,
"US1NEBA0001","2013-08-29","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-08-30","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-08-31","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-01","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-02","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-03","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    3",",,N",,,,
"US1NEBA0001","2013-09-04","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-05","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","  104",",,N",,,,
"US1NEBA0001","2013-09-06","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-07","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-08","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-09","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-10","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   84",",,N",,,,
"US1NEBA0001","2013-09-11","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   13",",,N",,,,
"US1NEBA0001","2013-09-12","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-13","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-14","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","  142",",,N","    0",",,N",,
"US1NEBA0001","2013-09-15","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","  239",",,N",,,,
"US1NEBA0001","2013-09-16","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-17","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-18","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-19","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-20","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   25",",,N",,,,
"US1NEBA0001","2013-09-21","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-22","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-23","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","  102",",,N",,,,
"US1NEBA0001","2013-09-25","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-26","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-27","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-28","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   71",",,N",,,,
"US1NEBA0001","2013-09-29","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-09-30","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-01","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-04","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   94",",,N",,,,
"US1NEBA0001","2013-10-05","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   69",",,N","   79",",M,N","   69",",,N"
"US1NEBA0001","2013-10-06","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-07","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-08","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-09","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-10","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-10-11","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","  114",",,N",,,,
"US1NEBA0001","2013-11-01","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-02","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-03","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-04","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-05","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0","T,,N",,,,
"US1NEBA0001","2013-11-06","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   38",",,N",,,,
"US1NEBA0001","2013-11-07","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-08","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-09","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-10","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-11","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-12","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-13","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-14","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-15","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-16","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-17","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-18","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-19","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-20","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-21","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","   74",",,N",,,,
"US1NEBA0001","2013-11-22","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-23","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-24","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-25","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-26","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-27","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-28","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-29","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-11-30","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-01","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-02","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-03","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-05","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-12","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-13","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-14","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-15","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-16","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-17","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-18","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-19","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-24","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-25","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-26","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-27","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-28","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2013-12-29","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-04","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-07","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-08","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-09","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-10","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-11","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-12","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-13","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-14","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-15","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-16","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-17","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-18","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-19","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-20","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-21","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-22","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-23","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-24","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-29","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
"US1NEBA0001","2014-01-30","41.539326","-103.36916","1285.6","BRIDGEPORT 16.5 WSW, NE US","    0",",,N","    0",",,N",,
