"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00184485","1936-08-11","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   51",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-12","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-13","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-14","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-15","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-16","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   33",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-17","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-18","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-19","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-20","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-21","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-22","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  198",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-23","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-24","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-25","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-26","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-27","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-28","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-29","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-30","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  511",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-08-31","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-01","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-02","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-03","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   25",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-04","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-05","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-06","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-07","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-08","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-09","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   18",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-10","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   25",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-11","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-12","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-13","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-14","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-15","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-16","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-17","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-18","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-19","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-20","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-21","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-22","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-23","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-24","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-25","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  155",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-26","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-27","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-28","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-29","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  191",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-09-30","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  213",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-01","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  112",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-02","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-03","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-04","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-05","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-06","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-07","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-08","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-09","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-10","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  114",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-11","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-12","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-13","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-14","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-15","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-16","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-17","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   56",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-18","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-19","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-20","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-21","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-22","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-23","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-24","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-25","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-26","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    8",",,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-27","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-28","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-29","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-30","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-10-31","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6",,,,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-01","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-02","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-03","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-04","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-05","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  102",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-06","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-07","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-08","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-09","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  104",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-10","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-11","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-12","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-13","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   15",",,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-14","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-15","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-16","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0","T,,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-17","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-18","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,,,,,,,,,,,,,,,,,,
"USC00184485","1936-11-19","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   33",",,6","  -83",",,6",,,,,,,,,,,,,,
"USC00184485","1936-11-20","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  167",",,6","  -22",",,6",,,,,"  100",",,6",,,,,,,,
"USC00184485","1936-11-21","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  222",",,6","   72",",,6",,,,,"  128",",,6",,,,,,,,
"USC00184485","1936-11-22","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  128",",,6","   39",",,6",,,,,"   44",",,6",,,,,,,,
"USC00184485","1936-11-23","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   94",",,6","  -28",",,6",,,,,"   50",",,6",,,,,,,,
"USC00184485","1936-11-24","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0",",,6",,,"  128",",,6","   33",",,6",,,,,"   72",",,6",,,,,,,,
"USC00184485","1936-11-25","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  111",",,6","   -6",",,6",,,,,"   56",",,6",,,,,,,,
"USC00184485","1936-11-26","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   94",",,6","  -11",",,6",,,,,"   11",",,6",,,,,,,,
"USC00184485","1936-11-27","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0","T,,6",,,"   28",",,6","  -61",",,6",,,,,"  -50",",,6",,,,,,,,
"USC00184485","1936-11-28","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   72",",,6","  -83",",,6",,,,,"   56",",,6",,,,,,,,
"USC00184485","1936-11-29","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  100",",,6","    0",",,6",,,,,"    0",",,6",,,,,,,,
"USC00184485","1936-11-30","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   56",",,6","  -44",",,6",,,,,"  -11",",,6",,,,,,,,
"USC00184485","1936-12-01","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   33",",,6"," -106",",,6",,,,,"    0",",,6",,,,,,,,
"USC00184485","1936-12-02","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  142",",,6","    0","T,,6",,,"  106",",,6","  -17",",,6",,,,,"   50",",,6",,,,,,,,
"USC00184485","1936-12-03","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","T,,6","    0",",,6",,,"   72",",,6","  -17",",,6",,,,,"   56",",,6",,,,,,,,
"USC00184485","1936-12-04","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  111",",,6","  -17",",,6",,,,,"   78",",,6",,,,,,,,
"USC00184485","1936-12-05","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   78",",,6","  -11",",,6",,,,,"    6",",,6",,,,,,,,
"USC00184485","1936-12-06","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   71",",,6","    0",",,6",,,"   44",",,6","  -22",",,6",,,,,"   44",",,6",,,,,,,,
"USC00184485","1936-12-07","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  218",",,6","    0","T,,6",,,"   89",",,6","  -17",",,6",,,,,"  -17",",,6",,,,,,,,
"USC00184485","1936-12-08","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"    0",",,6","  -67",",,6",,,,,"   -6",",,6",,,,,,,,
"USC00184485","1936-12-09","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   44",",,6","  -11",",,6",,,,,"   44",",,6",,,,,,,,
"USC00184485","1936-12-10","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   18",",,6","    0",",,6",,,"   78",",,6","   39",",,6",,,,,"   56",",,6",,,,,,,,
"USC00184485","1936-12-11","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","  211",",,6","    0",",,6",,,"   78",",,6","   56",",,6",,,,,"   72",",,6",,,,,,,,
"USC00184485","1936-12-12","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   61",",,6","    0",",,6",,,"   72",",,6","   33",",,6",,,,,"   33",",,6",,,,,,,,
"USC00184485","1936-12-13","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    5",",,6","    0",",,6",,,"   67",",,6","   -6",",,6",,,,,"   28",",,6",,,,,,,,
"USC00184485","1936-12-14","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   83",",,6","  -33",",,6",,,,,"   39",",,6",,,,,,,,
"USC00184485","1936-12-15","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"  106",",,6","  -11",",,6",,,,,"   39",",,6",,,,,,,,
"USC00184485","1936-12-16","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   48",",,6","    0",",,6",,,"   78",",,6","   -6",",,6",,,,,"   72",",,6",,,,,,,,
"USC00184485","1936-12-17","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","   33",",,6","    0",",,6",,,"  122",",,6","   50",",,6",,,,,"   72",",,6",,,,,,,,
"USC00184485","1936-12-18","38.61667","-76.61667","49.1","HUNTINGTOWN, MD US","    0","P,,6","    0",",,6",,,"   72",",,6","  -17",",,6",,,,,"    6",",,6",,,,,,,,
