"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00040539","2002-04-01","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0",",,0","  228",",,0","  -22",",,0",,,,,"   56",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-02","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0",",,0","  233",",,0","   -6",",,0",,,,,"   61",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-03","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  233",",,0","    0",",,0",,,,,"   39",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-04","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  228",",,0","   -6",",,0",,,,,"  117",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-05","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  222",",,0","    0",",,0",,,,,"   61",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-06","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  222",",,0","  -11",",,0",,,,,"   78",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-07","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  189",",,0","  -11",",,0",,,,,"  111",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-08","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  178",",,0","  -11",",,0",,,,,"   94",",I,0,1700",,,,,,,,,,
"USC00040539","2002-04-09","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","   72",",I,0","   17",",,0",,,,,"   61",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-10","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   89",",,0,1700","    0","P,,0","    0","P,,0","   72",",,0","   22",",,0",,,,,"   72",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-11","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   51",",,0,1700","    0","P,,0","    0","P,,0","  139",",,0","   22",",,0",,,,,"   83",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-12","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  178",",,0","   17",",,0",,,,,"  106",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-13","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  222",",,0","    0",",,0",,,,,"  183",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-14","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  250",",,0","   -6",",,0",,,,,"  206",",I,0,1700",,,,,,,,,,
"USC00040539","2002-04-15","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  183",",I,0","   28",",,0",,,,,"  133",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-16","39.6175","-120.59222","1663.3","BASSETS STATION, CA US",,,"   25",",,0",,,"  178",",,0","  -17",",,0",,,,,"    6",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-17","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   46",",,0,1700","  152",",,0",,,"   28",",,0","  -39",",,0",,,,,"  -28",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-18","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","  173",",,0,1700","  229",",,0","  305",",,0","   11",",,0","  -39",",,0",,,,,"  -11",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-19","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","  165",",,0,1700","  305",",,0","  254",",,0","   11",",,0","  -33",",,0",,,,,"   11",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-20","39.6175","-120.59222","1663.3","BASSETS STATION, CA US",,,"  229",",,0",,,"   89",",,0","  -33",",,0",,,,,"    6",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-21","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  117",",,0","  -56",",,0",,,,,"   22",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-22","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  161",",,0","  -56",",,0",,,,,"  122",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-23","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  189",",,0","  -33",",,0",,,,,"   56",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-24","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  222",",,0","  -33",",,0",,,,,"  133",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-25","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  222",",,0","  -17",",,0",,,,,"  183",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-26","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    5",",,0,1700","    0","P,,0",,,"  222",",,0","   -6",",,0",,,,,"   72",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-27","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    8",",,0,1700","    0","P,,0",,,"  150",",,0","   -6",",,0",,,,,"   44",",I,0,1700",,,,,,,,,,
"USC00040539","2002-04-28","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   66",",,0,1700","    0","P,,0",,,"   28",",I,0","    6",",,0",,,,,"    6",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-29","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   53",",,0,1700","    0","P,,0",,,"  111",",,0","   -6",",,0",,,,,"   39",",,0,1700",,,,,,,,,,
"USC00040539","2002-04-30","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   23",",,0,1700","   25",",,0","   25",",,0","   72",",,0","  -11",",,0",,,,,"   22",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-01","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  106",",,0","  -11",",,0",,,,,"  106",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-02","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  167",",,0","  -17",",,0",,,,,"   94",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-03","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  172",",,0","  -11",",,0",,,,,"  100",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-04","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  200",",,0","   -6",",,0",,,,,"   72",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-05","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  200",",,0","    0",",,0",,,,,"   94",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-06","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  194",",,0","   11",",,0",,,,,"   89",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-07","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  178",",,0","   -6",",,0",,,,,"   67",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-08","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  139",",,0","    6",",,0",,,,,"  117",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-09","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  172",",,0","  -17",",,0",,,,,"  156",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-10","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  156",",,0","  -22",",,0",,,,,"   50",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-11","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  156",",,0","    0",",,0",,,,,"   11",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-12","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  178",",,0","  -17",",,0",,,,,"  117",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-13","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  217",",,0","  -17",",,0",,,,,"  172",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-14","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  189",",,0","  -11",",,0",,,,,"  150",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-15","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  228",",,0","    6",",,0",,,,,"  189",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-16","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  206",",,0","   17",",,0",,,,,"  172",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-17","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  239",",,0","    6",",,0",,,,,"  211",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-18","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  228",",,0","    6",",,0",,,,,"  183",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-19","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  167",",I,0","   33",",,0",,,,,"  178",",I,0,1700",,,,,,,,,,
"USC00040539","2002-05-20","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","   89",",,0","   17",",,0",,,,,"   56",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-21","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","  307",",,0,1700","  203",",,0","  152",",,0","   61",",,0","    0",",,0",,,,,"   17",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-22","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","   25",",,0,1700","    0","P,,0",,,"   67",",,0","  -17",",,0",,,,,"   17",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-23","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  133",",,0","  -28",",,0",,,,,"   78",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-24","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  178",",,0","  -11",",,0",,,,,"  156",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-25","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  189",",,0","  -11",",,0",,,,,"  167",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-26","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  217",",,0","   11",",,0",,,,,"  206",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-27","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  222",",,0","   17",",,0",,,,,"  200",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-28","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  217",",,0","   11",",,0",,,,,"  183",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-29","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  217",",,0","   56",",,0",,,,,"  206",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-30","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  283",",,0","   44",",,0",,,,,"  239",",,0,1700",,,,,,,,,,
"USC00040539","2002-05-31","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  272",",,0","   67",",,0",,,,,"  228",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-01","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0",,,"  272",",,0","   44",",,0",,,,,"  244",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-02","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  317",",,0","   44",",,0",,,,,"  272",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-03","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  283",",,0","   89",",,0",,,,,"  244",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-04","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  261",",,0","   78",",,0",,,,,"  239",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-05","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  267",",,0","   56",",,0",,,,,"  250",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-06","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  267",",,0","   61",",,0",,,,,"  239",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-07","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  294",",,0","   56",",,0",,,,,"  267",",I,0,1700",,,,,,,,,,
"USC00040539","2002-07-08","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  256",",I,0","   78",",,0",,,,,"  222",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-09","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  322",",,0","   89",",,0",,,,,"  294",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-10","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  356",",,0","   89",",,0",,,,,"  322",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-11","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  372",",,0","  106",",,0",,,,,"  367",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-12","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  378",",,0","  106",",,0",,,,,"  367",",I,0,1700",,,,,,,,,,
"USC00040539","2002-07-13","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  317",",I,0","  150",",,0",,,,,"  300",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-14","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  322",",,0","  122",",,0",,,,,"  367",",I,0,1700",,,,,,,,,,
"USC00040539","2002-07-15","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  300",",,0","  117",",,0",,,,,"  294",",I,0,1700",,,,,,,,,,
"USC00040539","2002-07-16","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  278",",I,0","  156",",,0",,,,,"  250",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-17","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  289",",,0","  100",",,0",,,,,"  261",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-18","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  294",",,0","   83",",,0",,,,,"  267",",I,0,1700",,,,,,,,,,
"USC00040539","2002-07-19","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  250",",I,0","  100",",,0",,,,,"  211",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-20","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  283",",,0","   89",",,0",,,,,"  272",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-21","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  317",",,0","   89",",,0",,,,,"  306",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-22","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","T,,0,1700","    0","P,,0","    0","P,,0","  311",",,0","  100",",,0",,,,,"  294",",I,0,1700",,,"    1",",,0",,,,,,
"USC00040539","2002-07-23","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  272",",I,0","   83",",,0",,,,,"  261",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-24","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  278",",,0","   50",",,0",,,,,"  261",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-25","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  289",",,0","   50",",,0",,,,,"  267",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-26","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  278",",,0","   50",",,0",,,,,"  261",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-27","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  300",",,0","   67",",,0",,,,,"  283",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-28","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  311",",,0","   50",",,0",,,,,"  294",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-29","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  328",",,0","   89",",,0",,,,,"  306",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-30","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  328",",,0","   94",",,0",,,,,"  311",",,0,1700",,,,,,,,,,
"USC00040539","2002-07-31","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  339",",,0","   94",",,0",,,,,"  317",",I,0,1700",,,,,,,,,,
"USC00040539","2002-08-01","39.6175","-120.59222","1663.3","BASSETS STATION, CA US","    0","P,,0,1700","    0","P,,0","    0","P,,0","  306",",I,0","   89",",,0",,,,,"  289",",,0,1700",,,,,,,,,,
