component_id,component_type,specific_type,voltage,age,capacity,location_x,location_y,degree,from,to,length_km,centrality,age_factor,vulnerability
node_39,node,bus,13.2,44.354321213255865,,-71.17338440284537,42.422936292885744,2.0,,,,0.005198245731205058,0.8873369431883826,0.26983985496835833
node_40,node,load,69.0,44.927709426353964,30.715023923319908,-115.30227715432318,27.019359159881173,2.0,,,,0.0074378325430218845,0.8988079460208791,0.274848866586379
node_41,node,bus,4.16,8.040402570874933,,-124.69630496922687,40.92404245859334,2.0,,,,0.005462053919276922,0.16085346464758712,0.052079477137769975
node_42,node,bus,69.0,35.6089610673768,,-111.5438414323664,40.64707022806241,1.0,,,,0.0,0.7123803453494636,0.21371410360483908
node_43,node,bus,13.2,42.4611705247089,,-86.02202605716712,42.915793722832575,5.0,,,,0.06485572178068671,0.8494632366583366,0.3002379762439817
node_44,node,bus,69.0,13.260118384086272,,-102.93705181643399,27.248194427874218,1.0,,,,0.0,0.2652772625395225,0.07958317876185675
node_45,node,bus,230.0,31.556931299863145,,-71.4772066893732,34.43434539200225,3.0,,,,0.03154678421158084,0.6313168636127771,0.2114778080319397
node_46,node,load,69.0,9.762149389902225,36.40015364781376,-95.44893837086816,38.84569323103262,4.0,,,,0.056571922052286706,0.1952981256760915,0.09818978313942814
node_47,node,bus,0.48,47.02292921764572,,-114.37335923557706,40.49133510177202,3.0,,,,0.034624824684431996,0.9407241759181589,0.3064546300545501
node_48,node,generator,138.0,46.415928129386266,219.81023267548403,-124.07260300826795,33.883808806130666,5.0,,,,0.06010698887627359,0.9285807257325839,0.32064910993316664
node_49,node,generator,230.0,19.254886430096263,427.05696904325987,-107.33306647582486,45.47222693121664,1.0,,,,0.0,0.3852064826823422,0.11556194480470265
node_50,node,bus,4.16,34.80148983374865,,-68.83071355035314,38.363230299000406,1.0,,,,0.0,0.696226359975294,0.2088679079925882
node_51,node,bus,4.16,7.004200761826201,,-65.5967689937442,39.76017344078007,4.0,,,,0.05126755938467019,0.1401235758652337,0.07792436432883923
node_52,node,bus,138.0,35.12420419935546,,-83.17905554028391,42.778446826100904,2.0,,,,0.005208820321022285,0.7026824700197636,0.2144509152306447
node_53,node,bus,13.2,43.35361592900519,,-76.39319631924916,44.42466773148433,1.0,,,,0.0,0.8673171853909377,0.2601951556172813
node_54,node,generator,69.0,32.49819653888826,353.96376985627467,-77.10228926199349,37.03639107249279,7.0,,,,0.12416405084708029,0.6501474847806737,0.28195908102715833
node_55,node,load,138.0,4.69909699204345,29.335726908812525,-102.46502284160336,33.11188376443686,2.0,,,,0.006985351410316348,0.09400848094637045,0.03309229027113258
node_57,node,bus,13.2,29.541663028450536,,-107.80752487230293,38.02347123298184,3.0,,,,0.014549522473786144,0.5910001156895698,0.18748470043852122
node_58,node,bus,0.48,6.353025632594239,,-103.38856151532423,44.742413455831795,4.0,,,,0.03361801242236025,0.1270963953595313,0.06166152730351156
node_59,node,bus,69.0,4.2673732496884,,-87.62657145085998,30.179704659924237,3.0,,,,0.024474053295932673,0.08537156766792557,0.04274330760753054
node_60,node,bus,69.0,36.30456668613308,,-86.7542059101076,37.97524291864256,3.0,,,,0.039721684216775376,0.7262963865947841,0.245694094930178
node_62,node,generator,69.0,13.541612563103712,225.0959961457617,-77.28882831387779,32.750955350589905,3.0,,,,0.03445674436207395,0.2709087360352776,0.10539234186403504
node_63,node,bus,0.48,34.798710304684896,,-74.84119276926765,48.1035619522702,2.0,,,,0.021505376344086023,0.6961707536948806,0.22390498954932436
node_64,node,bus,4.16,27.461333235306025,,-109.98542611012428,28.754489024106064,4.0,,,,0.05755860548988179,0.5493817698558637,0.20510555479967635
node_65,node,load,69.0,36.89484583478843,28.163348573058634,-67.70808316020836,31.718413526702626,2.0,,,,0.04254324450677887,0.7381053035406068,0.2512118622169272
node_67,node,bus,13.2,37.892305523218454,,-103.64163928092431,30.94554374802778,3.0,,,,0.02810892940626461,0.7580601310900952,0.24709428991141374
node_68,node,bus,4.16,42.77302920055036,,-122.5562718608618,26.104063408522066,6.0,,,,0.07966673345354973,0.8557021715931641,0.312477364895434
node_69,node,load,13.2,23.673588539028284,9.486891625590744,-95.50304749299006,27.348019855624035,5.0,,,,0.06282660641005663,0.47360548226004273,0.18606026916505247
node_70,node,bus,13.2,2.265200488602226,,-86.89438094794137,39.780402353253194,4.0,,,,0.055927985188153465,0.045316803916377296,0.05274463080662061
node_71,node,bus,69.0,32.93468158094725,,-73.61060952870066,37.07527020592211,3.0,,,,0.014842086125396085,0.658879650945632,0.20805335557146684
node_72,node,bus,4.16,29.288779063673164,,-123.40932136750268,40.41806267695158,2.0,,,,0.035815950191826776,0.5859410080727938,0.20085346755611688
node_73,node,generator,69.0,22.912644524575832,277.3522267648081,-86.40270689345881,34.31607822895653,3.0,,,,0.028204564512418644,0.45838230406111813,0.15725788637702848
node_74,node,generator,13.2,9.789556739464821,43.98703742883107,-70.67896148263617,48.06857353177394,2.0,,,,0.03579424445483351,0.1958464274675864,0.08380989935865937
node_75,node,bus,0.48,3.559432423011449,,-84.01959359501859,27.26663105814228,4.0,,,,0.027607100187745353,0.0712087525933474,0.040687595909425965
node_76,node,bus,138.0,14.092738738669997,,-76.13189104466386,25.55852645765982,3.0,,,,0.02363476479886017,0.28193437237828034,0.10112464707268622
node_77,node,bus,69.0,36.75355219019429,,-72.35167918837682,40.09462832271721,5.0,,,,0.0830369665397716,0.7352786326040074,0.2787094663590423
node_79,node,load,13.2,40.3417369633632,49.53475195803299,-79.9631149015485,29.25854905071335,1.0,,,,0.0,0.8070625945974838,0.24211877837924511
node_80,node,bus,13.2,46.537866280178235,,-104.55178758481892,43.63391105780792,4.0,,,,0.05138360159398027,0.9310201774708162,0.31527457435703105
node_81,node,load,13.2,5.15619344179663,45.22509242729877,-79.72742755491906,43.02090562699594,5.0,,,,0.05183673204360441,0.10315299168109973,0.067231609934853
node_82,node,bus,138.0,19.460083936708156,,-71.26860629022798,32.68119042473468,4.0,,,,0.01725457675668055,0.38931159179654634,0.12887168126864026
node_83,node,bus,138.0,47.50309835254025,,-105.84118174457511,27.190880242867205,4.0,,,,0.04381247356352546,0.9503302706732148,0.3157678126964322
node_84,node,generator,69.0,14.660538584903227,171.04562723125883,-98.09326868130081,40.164093092075184,3.0,,,,0.01979117967897771,0.2932935763096631,0.10184189866818331
node_85,node,bus,69.0,4.560305152434518,,-77.62291143232676,43.99789704942037,3.0,,,,0.04027406739538577,0.09123186023999211,0.05556140524876767
node_86,node,bus,4.16,44.38520913791499,,-98.50816991759737,38.18869317576966,2.0,,,,0.004886017052917473,0.8879548761405449,0.26980667477920567
node_87,node,bus,4.16,30.910903165813053,,-79.30936209695167,28.43180036926806,5.0,,,,0.05012986338372031,0.6183926520816043,0.2206086999930855
node_88,node,bus,4.16,41.09300296451781,,-120.63421961814839,41.82325915501888,2.0,,,,0.0,0.8220921578677848,0.24662764736033543
node_89,node,load,4.16,18.713539787806017,19.161465206277654,-65.80162528992948,27.036105138044604,3.0,,,,0.03645330112721417,0.3743764922409247,0.13783025846132732
node_90,node,load,138.0,18.81297927654579,5.09153511823477,-79.7973088844635,48.664025531748905,2.0,,,,0.01221290916241828,0.3763658436627698,0.12145878951252374
node_91,node,load,69.0,5.559874115307567,25.138630110252098,-70.61873689431584,35.18132822192743,3.0,,,,0.014080066341637169,0.1112288851917949,0.043224711996684484
node_92,node,bus,13.2,5.876312338855244,,-117.87092502391569,26.351278616364098,4.0,,,,0.04051403637658895,0.11755943694662235,0.06362765654759897
node_93,node,bus,69.0,18.743528976185203,,-67.26964709152747,39.00085036233183,6.0,,,,0.07625689203529315,0.37497644539130986,0.16587275804209817
node_94,node,bus,138.0,0.6077237344908171,,-67.20664763356332,30.366300124466864,3.0,,,,0.021439702575747458,0.012157907191801333,0.01865516396056362
node_95,node,generator,0.48,49.64823980596502,46.16031672034544,-93.33793345482201,46.3874347287537,2.0,,,,0.02025738922653369,0.9932452157771373,0.31215373719171474
node_96,node,bus,230.0,34.78743444923086,,-87.23608171188425,37.55434826008357,3.0,,,,0.013684539578648978,0.6959451728983148,0.21836272957454872
node_97,node,bus,69.0,2.2723190170728937,,-70.93051937054065,39.02354348615441,5.0,,,,0.06486035975867674,0.045459214692156996,0.059040016238720815
node_98,node,bus,230.0,31.006629890076837,,-97.66059483285723,46.36633081338199,4.0,,,,0.03396038795758292,0.6203077272437573,0.20986458974343522
node_99,node,bus,4.16,29.182805592543602,,-103.79886631843684,36.12876171855957,2.0,,,,0.016508882655446474,0.5838209400983781,0.18670249988832596
line_0,line,overhead,,49.31053722398014,364.17277130888533,,,,node_0,node_35,19.500698749490248,0.028491809291397486,0.9864892567497285,0.3158910435288968
line_1,line,overhead,,40.68975098534743,358.1290276492457,,,,node_0,node_92,6.535788517583391,0.018005396316995492,0.8140248406652217,0.25681122962146335
line_2,line,overhead,,41.12686214615845,477.4099609813658,,,,node_0,node_76,18.263080097629928,0.013222883143953838,0.8227695327416199,0.25608687802325364
line_3,line,overhead,,20.912151814530944,469.72781750930596,,,,node_0,node_9,12.461596320747903,0.01729690274645663,0.4183611508195404,0.13761617716838173
line_4,line,underground,,1.3183487248626002,219.4085150951223,,,,node_1,node_87,1.3817640670706934,0.02127659574468085,0.026374420700778667,0.022805943231510195
line_5,line,underground,,7.520844555176409,317.3588219084608,,,,node_2,node_14,19.75188452164142,0.018136854375701318,0.15045936980297553,0.05783360900388358
line_6,line,overhead,,42.105946156785436,427.247917120012,,,,node_2,node_75,19.413330757384763,0.015636609253630526,0.8423567429468507,0.2636526493615966
line_7,line,overhead,,13.670353596535312,75.3689734929172,,,,node_3,node_94,8.588980295584472,0.02300951799922287,0.2734842838498605,0.09815194775441416
line_8,line,underground,,49.98588366430653,498.4865766832574,,,,node_3,node_4,16.351569678036512,0.018432090292076563,1.0,0.3129024632044536
line_9,line,overhead,,47.238286494121404,432.34132580483515,,,,node_3,node_77,15.495254596019954,0.024997367207387797,0.9450325378133286,0.30100791838917
line_10,line,overhead,,6.457970757574749,479.32296226642507,,,,node_4,node_29,9.285610638546824,0.027830796773830404,0.1291958906027343,0.058240324922501564
line_11,line,overhead,,33.58503422029283,328.15770820605314,,,,node_4,node_8,4.958534707317523,0.02548452462659738,0.6718903770080779,0.2194062803410415
line_12,line,overhead,,33.57865977963998,284.138465406707,,,,node_5,node_93,2.714373047892766,0.03028101883626935,0.6717628521913583,0.22272556884279604
line_13,line,overhead,,42.609075015927004,298.3580774485185,,,,node_5,node_84,10.64318827168387,0.016279646152672925,0.8524221618663294,0.26712240086676986
line_14,line,overhead,,20.17414331061985,110.30685280278833,,,,node_6,node_14,17.59474525183773,0.012655107799239583,0.4035968123741628,0.12993761917171653
line_15,line,overhead,,31.015477567673233,366.83589564465063,,,,node_6,node_93,15.22517648563557,0.016276377858395707,0.6204847307685087,0.1975388837314296
line_16,line,overhead,,0.7272332833940964,207.76440146296864,,,,node_7,node_99,3.1592437739420105,0.027577594753298258,0.014548773175203316,0.023668948279869775
line_17,line,overhead,,21.873746101186452,456.8714125221868,,,,node_7,node_30,8.148758879444781,0.06305665406557652,0.4375984677611263,0.17541919817424145
line_18,line,overhead,,39.18265063705715,228.44425204457158,,,,node_7,node_29,10.52279503861631,0.06826631514345999,0.7838743214023912,0.28294871702113933
line_19,line,overhead,,47.4760311828821,116.18306641806707,,,,node_7,node_51,17.31609232056153,0.04054182871959127,0.9497887744011888,0.31331591242407053
line_20,line,underground,,12.912219414947918,256.6110903072176,,,,node_8,node_90,10.096267715050995,0.026739912772857182,0.25831731817853526,0.09621313439456061
line_21,line,underground,,16.437580514375412,335.0303844425266,,,,node_8,node_34,10.106052832860957,0.019548575931554645,0.32884445186097633,0.11233733871038114
line_22,line,overhead,,6.443986095532461,107.6206275309976,,,,node_8,node_49,1.9793348981189465,0.02127659574468085,0.12891611837471476,0.053568452533691024
line_23,line,overhead,,32.04373724016073,131.84603797961518,,,,node_8,node_97,3.2071298666634975,0.021796526892614746,0.6410557319614265,0.20757428841325826
line_24,line,overhead,,23.69808201314362,350.40098233446224,,,,node_8,node_43,17.987373993167232,0.02692956462688789,0.4740954900846483,0.161079342264216
line_25,line,overhead,,2.043430813323943,126.02077838247405,,,,node_9,node_77,4.24963586676908,0.02954211197176194,0.04088015782710065,0.03294352572836355
line_26,line,overhead,,4.43512668785278,104.28614199527036,,,,node_9,node_42,3.951704443396563,0.02127659574468085,0.08872758392425452,0.04151189219855295
line_27,line,overhead,,18.213493052403773,276.5377718846856,,,,node_10,node_70,4.523507508912954,0.029948015963801825,0.3643727332044647,0.13027543113600068
line_28,line,overhead,,39.97051994545213,332.5551752709085,,,,node_10,node_37,1.2665867269014293,0.022871069422201892,0.7996361575576971,0.25590059586285047
line_29,line,overhead,,46.04362002659066,77.48508193468868,,,,node_11,node_69,17.534783170082157,0.009654541294898192,0.9211324608325185,0.28309791715618426
line_30,line,overhead,,37.41298451918292,133.0344587103698,,,,node_11,node_27,16.220924955964698,0.01655309344053339,0.7484710037425716,0.23612846653114483
line_31,line,overhead,,24.226149259551065,328.2146471886332,,,,node_11,node_13,7.724206004431949,0.019824474440123047,0.4846598176046702,0.15927507738948718
line_32,line,overhead,,37.37354690668783,66.50744130076906,,,,node_11,node_96,9.519426964596384,0.01673548241839251,0.7476820287439511,0.2360194463160601
line_33,line,overhead,,44.76034188435997,280.25484895204977,,,,node_12,node_48,14.410316924748773,0.02841609380730864,0.8954596498675491,0.2885291606253808
line_34,line,overhead,,22.370618341172733,289.67776990476045,,,,node_12,node_29,2.5898542211256332,0.028215093709259797,0.4475387189593078,0.15401218128427419
line_35,line,overhead,,18.864208155231132,59.03203899997686,,,,node_12,node_82,5.750243003512929,0.01555798861907304,0.37739071058378665,0.12410780520848712
line_36,line,overhead,,16.374867608895734,103.89295931866305,,,,node_13,node_94,4.62323613643262,0.024546887312844757,0.3275898395408093,0.11545977298123411
line_37,line,underground,,33.95511595722448,405.12705737330225,,,,node_13,node_80,12.075052844303949,0.036266173517374614,0.6792941020160627,0.229174552066981
line_38,line,overhead,,26.85532709092739,314.0785031093956,,,,node_13,node_31,2.1949456177047617,0.05326520755484381,0.5372582241674764,0.19846311253863358
line_39,line,overhead,,6.379015139778188,177.699157609426,,,,node_14,node_81,8.917361151478747,0.025060463444128506,0.12761633229529676,0.055827224099478975
line_40,line,overhead,,28.538915233445593,210.2435266540308,,,,node_14,node_92,13.095386205966223,0.026991753004107152,0.5709394961406755,0.19017607594507766
line_41,line,underground,,11.861339586799724,95.80211267918168,,,,node_14,node_43,12.3126089774593,0.027810823864358535,0.2372937861108488,0.09065571253830562
line_42,line,overhead,,8.034068662977784,133.9551608230876,,,,node_15,node_48,5.296175703497909,0.015984137878441242,0.16072675071491593,0.059406921729383645
line_43,line,overhead,,44.83827123132126,86.10518554773898,,,,node_15,node_57,3.880785108247719,0.011179745290932661,0.8970186769617713,0.27693142479218424
line_44,line,overhead,,49.11893084543032,100.41750597562356,,,,node_16,node_69,8.5027381262984,0.02127659574468085,0.9826560469612089,0.3096904311096393
line_45,line,overhead,,43.275356294699016,417.68243192717597,,,,node_17,node_28,19.404673448869694,0.007638730013472635,0.8657515506843124,0.2650725762147246
line_46,line,overhead,,33.43216099622155,468.2191951074136,,,,node_17,node_31,3.8323079541062834,0.022068884749049472,0.668832049078978,0.21609783404802801
line_47,line,overhead,,13.998954683014208,396.2718199363716,,,,node_17,node_54,11.646447444663046,0.026001369052158347,0.28005816156072993,0.10221840680472982
line_48,line,overhead,,21.27182193082084,278.4246704080048,,,,node_18,node_33,6.811745109882752,0.02127659574468085,0.4255565846085148,0.14256059240383104
line_49,line,overhead,,30.53100212208163,179.8837489581151,,,,node_19,node_27,2.739318082414469,0.050508946047724344,0.6107924854769134,0.21859400787648106
line_50,line,overhead,,24.057005092740873,289.6652446482136,,,,node_19,node_80,3.510072947846945,0.03662831868048065,0.48127597892041035,0.17002261675245955
line_51,line,overhead,,6.720733846948712,78.5187367127455,,,,node_19,node_25,7.063783424781452,0.046870789801469276,0.1344526365100112,0.07314534381403184
line_52,line,underground,,40.493722292731746,164.58829464369373,,,,node_20,node_97,6.785899977007098,0.036581654701078166,0.8101031596175851,0.26863810617603023
line_53,line,overhead,,29.781937030392214,262.20928484757127,,,,node_20,node_46,15.324443267848888,0.06061551059835205,0.5958069528269365,0.22117294326692738
line_54,line,overhead,,46.476457212391296,423.7787335044781,,,,node_20,node_31,7.302931197588408,0.047577921582725974,0.9297916492687472,0.3122420398885324
line_55,line,underground,,36.54337376018221,472.253205569467,,,,node_20,node_87,2.923795857968122,0.031337858105188236,0.7310738768889021,0.2412586637403024
line_56,line,overhead,,37.056032464502955,308.51290093096037,,,,node_20,node_58,1.7966772136521612,0.031285202252944184,0.7413299465377581,0.24429862553838835
line_57,line,underground,,39.76336559299451,140.73229402148502,,,,node_20,node_69,3.225561344212645,0.045074680524234405,0.7954919004740608,0.27019984650918233
line_58,line,overhead,,40.728736011569104,349.33874931329007,,,,node_21,node_81,3.7031830596543625,0.026661655282108267,0.8148047613821083,0.26310458711210827
line_59,line,overhead,,43.86002704065541,226.60029834018593,,,,node_21,node_70,7.497194440408299,0.022700482618121604,0.8774482678991746,0.2791248182024375
line_60,line,underground,,18.84722147124538,258.2059035513229,,,,node_22,node_64,9.06313071711926,0.02127659574468085,0.3770508809610909,0.12800888130960386
line_61,line,overhead,,25.136019504623956,154.4957128160678,,,,node_24,node_73,15.078382913436897,0.022142149012430414,0.50286236157055,0.16635821277986626
line_62,line,underground,,27.17764305569943,457.91244993404615,,,,node_24,node_52,7.985878816777623,0.010054907343857238,0.5437063639450311,0.17015034432420942
line_63,line,overhead,,46.991606180673756,332.46862388213805,,,,node_25,node_71,2.7795117938130995,0.019071404967081016,0.9400975382621695,0.2953792449556075
line_64,line,overhead,,39.7012594635148,329.0327401678311,,,,node_25,node_88,3.2158054169360515,0.014542820102188667,0.7942494271010422,0.2484548022018447
line_65,line,overhead,,39.42986056122654,118.25369587973803,,,,node_26,node_85,17.930905369493676,0.02127659574468085,0.7888199161592948,0.25153959186906505
line_66,line,overhead,,37.19731462863385,65.08959563110072,,,,node_27,node_72,5.345538226382082,0.04979827361433401,0.7441563878002495,0.25810570787010867
line_67,line,overhead,,43.838281838087475,203.93678692215835,,,,node_27,node_83,15.367944371943466,0.03694806680393503,0.877013241028109,0.28896761907118723
line_68,line,underground,,42.32261458672591,107.36989804939208,,,,node_27,node_69,2.6573188706265407,0.03888416801937736,0.84669133531688,0.28122631820862815
line_69,line,overhead,,7.4958713674386885,153.16312785468867,,,,node_27,node_62,16.047259632701298,0.038601732922254536,0.14995976499643784,0.07200914254450952
line_70,line,overhead,,32.057381644264865,362.276800010195,,,,node_28,node_53,14.54071246264845,0.02127659574468085,0.6413286971088622,0.20729222615393525
line_71,line,overhead,,17.284799675195973,131.71897256064153,,,,node_28,node_87,5.410081648685579,0.02506954203934299,0.3457936202804103,0.12128676551166317
line_72,line,underground,,20.042570838181994,257.90261163985974,,,,node_28,node_31,11.87613999793935,0.02812503404473205,0.4009646197871223,0.13997690976744911
line_73,line,underground,,29.31149160083986,277.64990549800973,,,,node_28,node_75,3.490352360763564,0.017056864688985488,0.5863953870994653,0.1878584214121294
line_74,line,overhead,,43.606195447207575,469.4532271176256,,,,node_29,node_64,0.85314858450639,0.040769792245427115,0.8723702023566605,0.2902499152787971
line_75,line,overhead,,46.124969058864785,368.2573854410294,,,,node_29,node_98,14.084691065599399,0.03290827350539087,0.9227599009478208,0.29986376173811985
line_76,line,overhead,,30.335752319142795,240.8588020860737,,,,node_29,node_70,11.737623023252857,0.05682755753105786,0.606886386622083,0.2218452062583654
line_77,line,overhead,,46.278425645338814,252.87771713185944,,,,node_30,node_72,18.72015678799579,0.04158613952711413,0.9258298994198816,0.30685926749494435
line_78,line,overhead,,41.94490432229671,106.09820654147008,,,,node_30,node_65,19.704403379765523,0.06245710363761153,0.8391349966720374,0.2954604715479393
line_79,line,underground,,25.941902856303606,316.07394608521815,,,,node_31,node_35,17.462979060211502,0.04815985953597483,0.5189845803371876,0.18940727577633865
line_80,line,overhead,,16.759862082295047,411.28405186910516,,,,node_31,node_60,1.567851957029611,0.0475320746768928,0.33529190350720517,0.1338600233259865
line_81,line,overhead,,19.908434679547167,291.8280213220653,,,,node_32,node_70,7.003233847977311,0.02127659574468085,0.3982811389961123,0.13437795872011027
line_82,line,underground,,17.347660094811385,381.8755616493868,,,,node_33,node_77,7.253746890136244,0.040733205506712715,0.34705118371647087,0.13262859896964016
line_83,line,overhead,,22.62197580663467,113.38565917090995,,,,node_33,node_68,4.879794047329648,0.04311815246955946,0.4525672879679102,0.16595289311906467
line_84,line,overhead,,20.946272475227396,461.68065548064504,,,,node_33,node_92,10.218171568419855,0.02769961107298101,0.419043756751359,0.14510285477649443
line_85,line,overhead,,31.61321439597652,55.89250546475014,,,,node_33,node_67,11.821472830421847,0.03413978494623657,0.6324428434292261,0.21363070249113342
line_86,line,overhead,,48.053515873472755,116.89822748890083,,,,node_34,node_89,3.9717013539601527,0.02401088705138121,0.9613417299209692,0.3052101399122576
line_87,line,overhead,,49.843712592297365,275.9877546490592,,,,node_34,node_81,2.1643185275335552,0.02404783693390419,0.9971557755592769,0.31598021852151603
line_88,line,overhead,,37.49802351995889,144.45751689301358,,,,node_34,node_96,1.8079913090743358,0.014256935138884354,0.7501722640693286,0.23503153381801759
line_89,line,underground,,9.534386033183328,66.4473505316427,,,,node_35,node_43,4.5002229893991395,0.038785120545587255,0.19074157210491724,0.08437205601338624
line_90,line,overhead,,3.2854319714176183,398.9874275127548,,,,node_35,node_48,11.51440209862102,0.03889252032697468,0.06572719597160288,0.04694292302036314
line_91,line,overhead,,22.03813734691141,230.3433773938967,,,,node_35,node_85,10.725610251887812,0.04853026622072608,0.44088722117857054,0.1662373527080794
line_92,line,overhead,,9.096406524763555,437.8035294560828,,,,node_37,node_80,3.527184795648894,0.030519967462314744,0.18197950817180483,0.07595782967516176
line_93,line,underground,,13.537233657177689,339.7997944575571,,,,node_37,node_55,7.779531667455182,0.016251048577747278,0.27082113318413203,0.09262207395966271
line_94,line,overhead,,7.807629868309518,372.18750298132886,,,,node_38,node_81,0.9950339353767248,0.02127659574468085,0.15619669586605148,0.06175262578109204
