fips,state,county,start_time,duration,min_customers,max_customers,mean_customers,end_time,event_id,state_event,datetime_event_began,datetime_restoration,event_type,year,utility_type,pop_density,rucc_code,land_area_sqmi
41067,Oregon,Washington,2014-08-14 22:45:00,0.0,0,0,0,2014-08-14 22:45:00,Oregon-NA-5,Oregon,2014-08-14 22:45:00,2014-08-14 22:45:00,None (Normal Operation),2014,iou,826.3591455726832,1,726.5267205143961
41067,Oregon,Washington,2014-12-08 02:30:00,0.0,0,0,0,2014-12-08 02:30:00,Oregon-NA-6,Oregon,2014-12-08 02:30:00,2014-12-08 02:30:00,None (Normal Operation),2014,iou,826.3591455726832,1,726.5267205143961
41067,Oregon,Washington,2014-07-29 20:30:00,0.0,0,0,0,2014-07-29 20:30:00,Oregon-NA-6,Oregon,2014-07-29 20:30:00,2014-07-29 20:30:00,None (Normal Operation),2014,iou,826.3591455726832,1,726.5267205143961
41071,Oregon,Yamhill,2015-06-09 15:00:00,0.0,0,0,0,2015-06-09 15:00:00,Oregon-NA-7,Oregon,2015-06-09 15:00:00,2015-06-09 15:00:00,None (Normal Operation),2015,iou,150.52104663129833,1,715.6607159652915
41071,Oregon,Yamhill,2015-04-04 22:00:00,0.0,0,0,0,2015-04-04 22:00:00,Oregon-NA-7,Oregon,2015-04-04 22:00:00,2015-04-04 22:00:00,None (Normal Operation),2015,iou,150.52104663129833,1,715.6607159652915
48141,Texas,El Paso,2015-01-27 08:45:00,0.0,0,0,0,2015-01-27 08:45:00,Texas-NA-8,Texas,2015-01-27 08:45:00,2015-01-27 08:45:00,None (Normal Operation),2015,coop,852.8691496210137,2,1014.9939183339776
48141,Texas,El Paso,2015-02-11 06:45:00,0.0,0,0,0,2015-02-11 06:45:00,Texas-NA-8,Texas,2015-02-11 06:45:00,2015-02-11 06:45:00,None (Normal Operation),2015,coop,852.8691496210137,2,1014.9939183339776
48165,Texas,Gaines,2014-07-20 20:00:00,0.0,0,0,0,2014-07-20 20:00:00,Texas-NA-9,Texas,2014-07-20 20:00:00,2014-07-20 20:00:00,None (Normal Operation),2014,coop,14.367062670519012,6,1503.29963022426
48165,Texas,Gaines,2014-12-21 01:00:00,0.0,0,0,0,2014-12-21 01:00:00,Texas-NA-9,Texas,2014-12-21 01:00:00,2014-12-21 01:00:00,None (Normal Operation),2014,coop,14.367062670519012,6,1503.29963022426
53033,Washington,King,2014-07-06 06:30:00,0.0,0,0,0,2014-07-06 06:30:00,Washington-NA-10,Washington,2014-07-06 06:30:00,2014-07-06 06:30:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-09-29 06:30:00,0.0,0,0,0,2014-09-29 06:30:00,Washington-NA-10,Washington,2014-09-29 06:30:00,2014-09-29 06:30:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-09-25 07:00:00,0.0,0,0,0,2014-09-25 07:00:00,Washington-NA-11,Washington,2014-09-25 07:00:00,2014-09-25 07:00:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2015-02-05 05:00:00,0.0,0,0,0,2015-02-05 05:00:00,Washington-NA-11,Washington,2015-02-05 05:00:00,2015-02-05 05:00:00,None (Normal Operation),2015,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-11-03 02:15:00,0.0,0,0,0,2014-11-03 02:15:00,Washington-NA-12,Washington,2014-11-03 02:15:00,2014-11-03 02:15:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-12-04 10:15:00,0.0,0,0,0,2014-12-04 10:15:00,Washington-NA-12,Washington,2014-12-04 10:15:00,2014-12-04 10:15:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-12-08 09:15:00,0.0,0,0,0,2014-12-08 09:15:00,Washington-NA-13,Washington,2014-12-08 09:15:00,2014-12-08 09:15:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53033,Washington,King,2014-10-31 10:15:00,0.0,0,0,0,2014-10-31 10:15:00,Washington-NA-13,Washington,2014-10-31 10:15:00,2014-10-31 10:15:00,None (Normal Operation),2014,unknown,1037.2113879143997,1,2188.247281553483
53063,Washington,Spokane,2014-08-31 16:00:00,0.0,0,0,0,2014-08-31 16:00:00,Washington-NA-14,Washington,2014-08-31 16:00:00,2014-08-31 16:00:00,None (Normal Operation),2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2015-03-12 21:00:00,0.0,0,0,0,2015-03-12 21:00:00,Washington-NA-14,Washington,2015-03-12 21:00:00,2015-03-12 21:00:00,None (Normal Operation),2015,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-06-03 04:45:00,0.0,0,0,0,2014-06-03 04:45:00,Washington-NA-15,Washington,2014-06-03 04:45:00,2014-06-03 04:45:00,None (Normal Operation),2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2015-03-02 05:45:00,0.0,0,0,0,2015-03-02 05:45:00,Washington-NA-15,Washington,2015-03-02 05:45:00,2015-03-02 05:45:00,None (Normal Operation),2015,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-12-05 23:45:00,0.0,0,0,0,2014-12-05 23:45:00,Washington-NA-16,Washington,2014-12-05 23:45:00,2014-12-05 23:45:00,None (Normal Operation),2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-10-14 03:45:00,0.0,0,0,0,2014-10-14 03:45:00,Washington-NA-16,Washington,2014-10-14 03:45:00,2014-10-14 03:45:00,None (Normal Operation),2014,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2015-02-03 22:15:00,0.0,0,0,0,2015-02-03 22:15:00,Washington-NA-17,Washington,2015-02-03 22:15:00,2015-02-03 22:15:00,None (Normal Operation),2015,iou,303.7325225560554,2,1775.703818152902
53063,Washington,Spokane,2014-08-07 19:15:00,0.0,0,0,0,2014-08-07 19:15:00,Washington-NA-17,Washington,2014-08-07 19:15:00,2014-08-07 19:15:00,None (Normal Operation),2014,iou,303.7325225560554,2,1775.703818152902
53075,Washington,Whitman,2015-01-19 04:30:00,0.0,0,0,0,2015-01-19 04:30:00,Washington-NA-18,Washington,2015-01-19 04:30:00,2015-01-19 04:30:00,None (Normal Operation),2015,iou,22.085865459586355,4,2172.113204609664
53075,Washington,Whitman,2014-06-14 03:30:00,0.0,0,0,0,2014-06-14 03:30:00,Washington-NA-18,Washington,2014-06-14 03:30:00,2014-06-14 03:30:00,None (Normal Operation),2014,iou,22.085865459586355,4,2172.113204609664
6019,California,Fresno,2015-12-02 12:30:00,0.0,0,0,0,2015-12-02 12:30:00,California-NA-19,California,2015-12-02 12:30:00,2015-12-02 12:30:00,None (Normal Operation),2015,iou,167.74746371039902,1,6012.931448795857
6019,California,Fresno,2015-09-20 05:30:00,0.0,0,0,0,2015-09-20 05:30:00,California-NA-19,California,2015-09-20 05:30:00,2015-09-20 05:30:00,None (Normal Operation),2015,iou,167.74746371039902,1,6012.931448795857
6029,California,Kern,2015-08-13 04:15:00,0.0,0,0,0,2015-08-13 04:15:00,California-NA-20,California,2015-08-13 04:15:00,2015-08-13 04:15:00,None (Normal Operation),2015,iou,111.34061554545023,2,8166.247290314666
6029,California,Kern,2015-10-06 12:15:00,0.0,0,0,0,2015-10-06 12:15:00,California-NA-20,California,2015-10-06 12:15:00,2015-10-06 12:15:00,None (Normal Operation),2015,iou,111.34061554545023,2,8166.247290314666
6029,California,Kern,2015-03-18 03:00:00,0.0,0,0,0,2015-03-18 03:00:00,California-NA-21,California,2015-03-18 03:00:00,2015-03-18 03:00:00,None (Normal Operation),2015,iou,111.34061554545023,2,8166.247290314666
6029,California,Kern,2015-08-11 22:00:00,0.0,0,0,0,2015-08-11 22:00:00,California-NA-21,California,2015-08-11 22:00:00,2015-08-11 22:00:00,None (Normal Operation),2015,iou,111.34061554545023,2,8166.247290314666
6037,California,Los Angeles,2015-08-15 19:00:00,0.0,0,0,0,2015-08-15 19:00:00,California-NA-22,California,2015-08-15 19:00:00,2015-08-15 19:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-12-03 08:00:00,0.0,0,0,0,2015-12-03 08:00:00,California-NA-22,California,2015-12-03 08:00:00,2015-12-03 08:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-08-21 05:30:00,0.0,0,0,0,2015-08-21 05:30:00,California-NA-23,California,2015-08-21 05:30:00,2015-08-21 05:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-02 04:30:00,0.0,0,0,0,2015-06-02 04:30:00,California-NA-23,California,2015-06-02 04:30:00,2015-06-02 04:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-10-24 17:00:00,0.0,0,0,0,2015-10-24 17:00:00,California-NA-24,California,2015-10-24 17:00:00,2015-10-24 17:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-08-25 19:00:00,0.0,0,0,0,2015-08-25 19:00:00,California-NA-24,California,2015-08-25 19:00:00,2015-08-25 19:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-12-05 09:30:00,0.0,0,0,0,2015-12-05 09:30:00,California-NA-25,California,2015-12-05 09:30:00,2015-12-05 09:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-05-02 07:30:00,0.0,0,0,0,2015-05-02 07:30:00,California-NA-25,California,2015-05-02 07:30:00,2015-05-02 07:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-02-05 11:15:00,0.0,0,0,0,2015-02-05 11:15:00,California-NA-26,California,2015-02-05 11:15:00,2015-02-05 11:15:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-01-07 03:15:00,0.0,0,0,0,2015-01-07 03:15:00,California-NA-26,California,2015-01-07 03:15:00,2015-01-07 03:15:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-09-20 08:45:00,0.0,0,0,0,2015-09-20 08:45:00,California-NA-27,California,2015-09-20 08:45:00,2015-09-20 08:45:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-01-19 02:45:00,0.0,0,0,0,2015-01-19 02:45:00,California-NA-27,California,2015-01-19 02:45:00,2015-01-19 02:45:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-03-20 09:15:00,0.0,0,0,0,2015-03-20 09:15:00,California-NA-28,California,2015-03-20 09:15:00,2015-03-20 09:15:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-07-27 08:15:00,0.0,0,0,0,2015-07-27 08:15:00,California-NA-28,California,2015-07-27 08:15:00,2015-07-27 08:15:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-12-20 14:00:00,0.0,0,0,0,2015-12-20 14:00:00,California-NA-29,California,2015-12-20 14:00:00,2015-12-20 14:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-09-24 03:00:00,0.0,0,0,0,2015-09-24 03:00:00,California-NA-29,California,2015-09-24 03:00:00,2015-09-24 03:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-01-30 16:30:00,0.0,0,0,0,2015-01-30 16:30:00,California-NA-30,California,2015-01-30 16:30:00,2015-01-30 16:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-09-23 08:30:00,0.0,0,0,0,2015-09-23 08:30:00,California-NA-30,California,2015-09-23 08:30:00,2015-09-23 08:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-04-08 08:00:00,0.0,0,0,0,2015-04-08 08:00:00,California-NA-31,California,2015-04-08 08:00:00,2015-04-08 08:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-12-28 08:00:00,0.0,0,0,0,2015-12-28 08:00:00,California-NA-31,California,2015-12-28 08:00:00,2015-12-28 08:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-02-10 08:30:00,0.0,0,0,0,2015-02-10 08:30:00,California-NA-32,California,2015-02-10 08:30:00,2015-02-10 08:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-07-26 05:30:00,0.0,0,0,0,2015-07-26 05:30:00,California-NA-32,California,2015-07-26 05:30:00,2015-07-26 05:30:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-12-03 05:00:00,0.0,0,0,0,2015-12-03 05:00:00,California-NA-33,California,2015-12-03 05:00:00,2015-12-03 05:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-01-12 01:00:00,0.0,0,0,0,2015-01-12 01:00:00,California-NA-33,California,2015-01-12 01:00:00,2015-01-12 01:00:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-04-07 00:45:00,0.0,0,0,0,2015-04-07 00:45:00,California-NA-34,California,2015-04-07 00:45:00,2015-04-07 00:45:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6037,California,Los Angeles,2015-06-06 00:45:00,0.0,0,0,0,2015-06-06 00:45:00,California-NA-34,California,2015-06-06 00:45:00,2015-06-06 00:45:00,None (Normal Operation),2015,unknown,2442.6225497112787,1,4099.695632951423
6051,California,Mono,2015-04-06 15:45:00,0.0,0,0,0,2015-04-06 15:45:00,California-NA-35,California,2015-04-06 15:45:00,2015-04-06 15:45:00,None (Normal Operation),2015,unknown,4.221302186276101,7,3125.812703695636
6051,California,Mono,2015-09-23 08:45:00,0.0,0,0,0,2015-09-23 08:45:00,California-NA-35,California,2015-09-23 08:45:00,2015-09-23 08:45:00,None (Normal Operation),2015,unknown,4.221302186276101,7,3125.812703695636
6051,California,Mono,2015-09-18 03:30:00,0.0,0,0,0,2015-09-18 03:30:00,California-NA-36,California,2015-09-18 03:30:00,2015-09-18 03:30:00,None (Normal Operation),2015,unknown,4.221302186276101,7,3125.812703695636
6051,California,Mono,2015-03-22 00:30:00,0.0,0,0,0,2015-03-22 00:30:00,California-NA-36,California,2015-03-22 00:30:00,2015-03-22 00:30:00,None (Normal Operation),2015,unknown,4.221302186276101,7,3125.812703695636
6059,California,Orange,2015-02-27 22:45:00,0.0,0,0,0,2015-02-27 22:45:00,California-NA-37,California,2015-02-27 22:45:00,2015-02-27 22:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-06-08 21:45:00,0.0,0,0,0,2015-06-08 21:45:00,California-NA-37,California,2015-06-08 21:45:00,2015-06-08 21:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-07-29 00:30:00,0.0,0,0,0,2015-07-29 00:30:00,California-NA-38,California,2015-07-29 00:30:00,2015-07-29 00:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-02-15 04:30:00,0.0,0,0,0,2015-02-15 04:30:00,California-NA-38,California,2015-02-15 04:30:00,2015-02-15 04:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-05-15 20:00:00,0.0,0,0,0,2015-05-15 20:00:00,California-NA-39,California,2015-05-15 20:00:00,2015-05-15 20:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-10-29 12:00:00,0.0,0,0,0,2015-10-29 12:00:00,California-NA-39,California,2015-10-29 12:00:00,2015-10-29 12:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-08-23 19:30:00,0.0,0,0,0,2015-08-23 19:30:00,California-NA-40,California,2015-08-23 19:30:00,2015-08-23 19:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-04-15 08:30:00,0.0,0,0,0,2015-04-15 08:30:00,California-NA-40,California,2015-04-15 08:30:00,2015-04-15 08:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-07-09 00:15:00,0.0,0,0,0,2015-07-09 00:15:00,California-NA-41,California,2015-07-09 00:15:00,2015-07-09 00:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-09-14 19:15:00,0.0,0,0,0,2015-09-14 19:15:00,California-NA-41,California,2015-09-14 19:15:00,2015-09-14 19:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-11-22 21:45:00,0.0,0,0,0,2015-11-22 21:45:00,California-NA-42,California,2015-11-22 21:45:00,2015-11-22 21:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-10-07 12:45:00,0.0,0,0,0,2015-10-07 12:45:00,California-NA-42,California,2015-10-07 12:45:00,2015-10-07 12:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-01-06 07:15:00,0.0,0,0,0,2015-01-06 07:15:00,California-NA-43,California,2015-01-06 07:15:00,2015-01-06 07:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-01-31 16:15:00,0.0,0,0,0,2015-01-31 16:15:00,California-NA-43,California,2015-01-31 16:15:00,2015-01-31 16:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-08-10 04:00:00,0.0,0,0,0,2015-08-10 04:00:00,California-NA-44,California,2015-08-10 04:00:00,2015-08-10 04:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-11-09 17:00:00,0.0,0,0,0,2015-11-09 17:00:00,California-NA-44,California,2015-11-09 17:00:00,2015-11-09 17:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-12-15 22:30:00,0.0,0,0,0,2015-12-15 22:30:00,California-NA-45,California,2015-12-15 22:30:00,2015-12-15 22:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-07-27 06:30:00,0.0,0,0,0,2015-07-27 06:30:00,California-NA-45,California,2015-07-27 06:30:00,2015-07-27 06:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-01-24 15:30:00,0.0,0,0,0,2015-01-24 15:30:00,California-NA-46,California,2015-01-24 15:30:00,2015-01-24 15:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-02-15 23:30:00,0.0,0,0,0,2015-02-15 23:30:00,California-NA-46,California,2015-02-15 23:30:00,2015-02-15 23:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-06-14 23:00:00,0.0,0,0,0,2015-06-14 23:00:00,California-NA-47,California,2015-06-14 23:00:00,2015-06-14 23:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-08-27 21:00:00,0.0,0,0,0,2015-08-27 21:00:00,California-NA-47,California,2015-08-27 21:00:00,2015-08-27 21:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-09-13 04:30:00,0.0,0,0,0,2015-09-13 04:30:00,California-NA-48,California,2015-09-13 04:30:00,2015-09-13 04:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-05-02 06:30:00,0.0,0,0,0,2015-05-02 06:30:00,California-NA-48,California,2015-05-02 06:30:00,2015-05-02 06:30:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-10-12 12:15:00,0.0,0,0,0,2015-10-12 12:15:00,California-NA-49,California,2015-10-12 12:15:00,2015-10-12 12:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-10-07 15:15:00,0.0,0,0,0,2015-10-07 15:15:00,California-NA-49,California,2015-10-07 15:15:00,2015-10-07 15:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-12-18 21:15:00,0.0,0,0,0,2015-12-18 21:15:00,California-NA-50,California,2015-12-18 21:15:00,2015-12-18 21:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-12-05 03:15:00,0.0,0,0,0,2015-12-05 03:15:00,California-NA-50,California,2015-12-05 03:15:00,2015-12-05 03:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-04-24 08:45:00,0.0,0,0,0,2015-04-24 08:45:00,California-NA-51,California,2015-04-24 08:45:00,2015-04-24 08:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-08-26 17:45:00,0.0,0,0,0,2015-08-26 17:45:00,California-NA-51,California,2015-08-26 17:45:00,2015-08-26 17:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-01-28 09:00:00,0.0,0,0,0,2015-01-28 09:00:00,California-NA-52,California,2015-01-28 09:00:00,2015-01-28 09:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-08-03 06:00:00,0.0,0,0,0,2015-08-03 06:00:00,California-NA-52,California,2015-08-03 06:00:00,2015-08-03 06:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-08-04 14:45:00,0.0,0,0,0,2015-08-04 14:45:00,California-NA-53,California,2015-08-04 14:45:00,2015-08-04 14:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-07-31 16:45:00,0.0,0,0,0,2015-07-31 16:45:00,California-NA-53,California,2015-07-31 16:45:00,2015-07-31 16:45:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-05-08 15:15:00,0.0,0,0,0,2015-05-08 15:15:00,California-NA-54,California,2015-05-08 15:15:00,2015-05-08 15:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-10-03 21:15:00,0.0,0,0,0,2015-10-03 21:15:00,California-NA-54,California,2015-10-03 21:15:00,2015-10-03 21:15:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-04-11 00:00:00,0.0,0,0,0,2015-04-11 00:00:00,California-NA-55,California,2015-04-11 00:00:00,2015-04-11 00:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6059,California,Orange,2015-12-21 23:00:00,0.0,0,0,0,2015-12-21 23:00:00,California-NA-55,California,2015-12-21 23:00:00,2015-12-21 23:00:00,None (Normal Operation),2015,unknown,3984.918132579366,1,799.7627288611621
6065,California,Riverside,2015-04-22 02:00:00,0.0,0,0,0,2015-04-22 02:00:00,California-NA-56,California,2015-04-22 02:00:00,2015-04-22 02:00:00,None (Normal Operation),2015,unknown,330.8308851635265,1,7309.429404708435
6065,California,Riverside,2015-04-02 15:00:00,0.0,0,0,0,2015-04-02 15:00:00,California-NA-56,California,2015-04-02 15:00:00,2015-04-02 15:00:00,None (Normal Operation),2015,unknown,330.8308851635265,1,7309.429404708435
6065,California,Riverside,2015-05-12 21:15:00,0.0,0,0,0,2015-05-12 21:15:00,California-NA-57,California,2015-05-12 21:15:00,2015-05-12 21:15:00,None (Normal Operation),2015,unknown,330.8308851635265,1,7309.429404708435
6065,California,Riverside,2015-01-28 10:15:00,0.0,0,0,0,2015-01-28 10:15:00,California-NA-57,California,2015-01-28 10:15:00,2015-01-28 10:15:00,None (Normal Operation),2015,unknown,330.8308851635265,1,7309.429404708435
6065,California,Riverside,2015-10-02 04:30:00,0.0,0,0,0,2015-10-02 04:30:00,California-NA-58,California,2015-10-02 04:30:00,2015-10-02 04:30:00,None (Normal Operation),2015,unknown,330.8308851635265,1,7309.429404708435
