fips,state,county,start_time,duration,label
5001,Arkansas,Arkansas,2016-10-25 07:00:00,0.0,0
5001,Arkansas,Arkansas,2016-10-23 18:00:00,0.0,0
5003,Arkansas,Ashley,2018-06-03 08:00:00,0.0,0
5003,Arkansas,Ashley,2022-02-13 22:00:00,0.0,0
5003,Arkansas,Ashley,2021-10-03 19:00:00,0.0,0
5003,Arkansas,Ashley,2022-02-16 20:00:00,0.0,0
5003,Arkansas,Ashley,2015-03-17 12:00:00,0.0,0
5003,Arkansas,Ashley,2018-11-19 08:00:00,0.0,0
5003,Arkansas,Ashley,2020-08-12 06:00:00,0.0,0
5003,Arkansas,Ashley,2023-12-29 03:00:00,0.0,0
5003,Arkansas,Ashley,2023-08-28 17:00:00,0.0,0
5003,Arkansas,Ashley,2022-06-26 17:00:00,0.0,0
5005,Arkansas,Baxter,2023-08-09 02:00:00,0.0,0
5005,Arkansas,Baxter,2014-12-21 05:00:00,0.0,0
5005,Arkansas,Baxter,2022-01-29 10:00:00,0.0,0
5005,Arkansas,Baxter,2015-08-11 21:00:00,0.0,0
5005,Arkansas,Baxter,2021-06-22 00:00:00,0.0,0
5005,Arkansas,Baxter,2021-03-21 10:00:00,0.0,0
5005,Arkansas,Baxter,2018-10-04 05:00:00,0.0,0
5005,Arkansas,Baxter,2019-07-01 19:00:00,0.0,0
5005,Arkansas,Baxter,2016-05-07 06:00:00,0.0,0
5005,Arkansas,Baxter,2018-01-27 07:00:00,0.0,0
5007,Arkansas,Benton,2023-09-05 19:00:00,0.0,0
5007,Arkansas,Benton,2020-10-15 08:00:00,0.0,0
5007,Arkansas,Benton,2015-05-13 13:00:00,0.0,0
5007,Arkansas,Benton,2022-10-02 17:00:00,0.0,0
5007,Arkansas,Benton,2019-08-12 13:00:00,0.0,0
5007,Arkansas,Benton,2017-10-22 13:00:00,0.0,0
5007,Arkansas,Benton,2017-11-29 09:00:00,0.0,0
5007,Arkansas,Benton,2018-06-16 23:00:00,0.0,0
5007,Arkansas,Benton,2016-08-25 16:00:00,0.0,0
5007,Arkansas,Benton,2023-08-25 07:00:00,0.0,0
5009,Arkansas,Boone,2020-09-16 18:00:00,0.0,0
5009,Arkansas,Boone,2014-04-03 04:00:00,0.0,0
5009,Arkansas,Boone,2014-04-19 13:00:00,0.0,0
5009,Arkansas,Boone,2022-04-18 02:00:00,0.0,0
5009,Arkansas,Boone,2023-08-09 19:00:00,0.0,0
5009,Arkansas,Boone,2020-09-18 12:00:00,0.0,0
5009,Arkansas,Boone,2023-02-04 10:00:00,0.0,0
5009,Arkansas,Boone,2022-02-11 08:00:00,0.0,0
5009,Arkansas,Boone,2016-07-31 22:00:00,0.0,0
5009,Arkansas,Boone,2014-12-24 11:00:00,0.0,0
5011,Arkansas,Bradley,2023-11-28 16:00:00,0.0,0
5011,Arkansas,Bradley,2021-05-30 03:00:00,0.0,0
5011,Arkansas,Bradley,2017-05-14 00:00:00,0.0,0
5011,Arkansas,Bradley,2021-06-18 05:00:00,0.0,0
5011,Arkansas,Bradley,2015-11-12 19:00:00,0.0,0
5011,Arkansas,Bradley,2016-10-15 14:00:00,0.0,0
5011,Arkansas,Bradley,2014-04-19 13:00:00,0.0,0
5011,Arkansas,Bradley,2023-10-02 06:00:00,0.0,0
5011,Arkansas,Bradley,2020-12-07 23:00:00,0.0,0
5011,Arkansas,Bradley,2016-08-28 17:00:00,0.0,0
5013,Arkansas,Calhoun,2023-04-24 15:00:00,0.0,0
5013,Arkansas,Calhoun,2023-03-13 19:00:00,0.0,0
5013,Arkansas,Calhoun,2017-09-01 23:00:00,0.0,0
5013,Arkansas,Calhoun,2022-07-30 11:00:00,0.0,0
5013,Arkansas,Calhoun,2021-10-15 18:00:00,0.0,0
5013,Arkansas,Calhoun,2023-07-22 16:00:00,0.0,0
5013,Arkansas,Calhoun,2019-03-01 23:00:00,0.0,0
5013,Arkansas,Calhoun,2020-10-18 14:00:00,0.0,0
5013,Arkansas,Calhoun,2018-04-30 07:00:00,0.0,0
5013,Arkansas,Calhoun,2014-11-18 22:00:00,0.0,0
5015,Arkansas,Carroll,2023-08-09 02:00:00,0.0,0
5015,Arkansas,Carroll,2014-12-21 05:00:00,0.0,0
5015,Arkansas,Carroll,2022-02-02 11:00:00,0.0,0
5015,Arkansas,Carroll,2015-08-11 21:00:00,0.0,0
5015,Arkansas,Carroll,2021-06-26 02:00:00,0.0,0
5015,Arkansas,Carroll,2022-06-08 06:00:00,0.0,0
5015,Arkansas,Carroll,2018-10-08 07:00:00,0.0,0
5015,Arkansas,Carroll,2019-07-05 23:00:00,0.0,0
5015,Arkansas,Carroll,2016-05-07 06:00:00,0.0,0
5015,Arkansas,Carroll,2018-01-31 09:00:00,0.0,0
5017,Arkansas,Chicot,2015-11-23 20:00:00,0.0,0
5017,Arkansas,Chicot,2015-11-25 22:00:00,0.0,0
5017,Arkansas,Chicot,2018-11-29 09:00:00,0.0,0
5017,Arkansas,Chicot,2015-09-08 18:00:00,0.0,0
5017,Arkansas,Chicot,2023-10-01 00:00:00,0.0,0
5017,Arkansas,Chicot,2019-01-24 14:00:00,0.0,0
5017,Arkansas,Chicot,2015-08-14 10:00:00,0.0,0
5017,Arkansas,Chicot,2020-11-19 02:00:00,0.0,0
5017,Arkansas,Chicot,2019-09-02 01:00:00,0.0,0
5017,Arkansas,Chicot,2017-05-22 19:00:00,0.0,0
5019,Arkansas,Clark,2015-12-09 15:00:00,0.0,0
5019,Arkansas,Clark,2015-10-06 23:00:00,0.0,0
5019,Arkansas,Clark,2016-03-18 23:00:00,0.0,0
5019,Arkansas,Clark,2018-06-09 02:00:00,0.0,0
5019,Arkansas,Clark,2022-05-05 12:00:00,0.0,0
5019,Arkansas,Clark,2017-10-04 04:00:00,0.0,0
5019,Arkansas,Clark,2015-03-06 12:00:00,0.0,0
5019,Arkansas,Clark,2014-07-14 08:00:00,0.0,0
5019,Arkansas,Clark,2019-06-18 06:00:00,0.0,0
5019,Arkansas,Clark,2018-01-19 00:00:00,0.0,0
5021,Arkansas,Clay,2021-12-15 10:00:00,0.0,0
5021,Arkansas,Clay,2014-06-24 17:00:00,0.0,0
5021,Arkansas,Clay,2017-08-28 11:00:00,0.0,0
5021,Arkansas,Clay,2016-12-10 21:00:00,0.0,0
5021,Arkansas,Clay,2021-01-24 12:00:00,0.0,0
5021,Arkansas,Clay,2018-11-08 16:00:00,0.0,0
5021,Arkansas,Clay,2016-10-01 16:00:00,0.0,0
5021,Arkansas,Clay,2023-12-10 07:00:00,0.0,0
5021,Arkansas,Clay,2016-03-02 11:00:00,0.0,0
5021,Arkansas,Clay,2023-06-25 23:00:00,0.0,0
5023,Arkansas,Cleburne,2016-03-25 07:00:00,0.0,0
5023,Arkansas,Cleburne,2019-06-11 03:00:00,0.0,0
5023,Arkansas,Cleburne,2020-02-03 14:00:00,0.0,0
5023,Arkansas,Cleburne,2014-10-28 01:00:00,0.0,0
5023,Arkansas,Cleburne,2022-10-20 09:00:00,0.0,0
5023,Arkansas,Cleburne,2015-05-06 18:00:00,0.0,0
5023,Arkansas,Cleburne,2022-08-22 15:00:00,0.0,0
5023,Arkansas,Cleburne,2014-02-02 14:00:00,0.0,0
5023,Arkansas,Cleburne,2014-03-23 22:00:00,0.0,0
5023,Arkansas,Cleburne,2019-01-03 21:00:00,0.0,0
5025,Arkansas,Cleveland,2019-09-02 15:00:00,0.0,0
5025,Arkansas,Cleveland,2016-08-06 20:00:00,0.0,0
5025,Arkansas,Cleveland,2018-02-07 04:00:00,0.0,0
5025,Arkansas,Cleveland,2023-02-03 09:00:00,0.0,0
5025,Arkansas,Cleveland,2021-04-20 22:00:00,0.0,0
5025,Arkansas,Cleveland,2018-04-24 21:00:00,0.0,0
5025,Arkansas,Cleveland,2014-03-14 19:00:00,0.0,0
5025,Arkansas,Cleveland,2019-09-28 10:00:00,0.0,0
5025,Arkansas,Cleveland,2016-01-16 21:00:00,0.0,0
5025,Arkansas,Cleveland,2016-05-27 08:00:00,0.0,0
5027,Arkansas,Columbia,2022-07-18 07:00:00,0.0,0
5027,Arkansas,Columbia,2020-04-23 10:00:00,0.0,0
5027,Arkansas,Columbia,2020-11-02 04:00:00,0.0,0
5027,Arkansas,Columbia,2016-05-27 08:00:00,0.0,0
5027,Arkansas,Columbia,2020-10-15 01:00:00,0.0,0
5027,Arkansas,Columbia,2017-02-26 22:00:00,0.0,0
5027,Arkansas,Columbia,2015-08-25 17:00:00,0.0,0
5027,Arkansas,Columbia,2023-11-23 13:00:00,0.0,0
5027,Arkansas,Columbia,2017-05-06 09:00:00,0.0,0
5027,Arkansas,Columbia,2017-11-21 22:00:00,0.0,0
5029,Arkansas,Conway,2020-02-28 13:00:00,0.0,0
5029,Arkansas,Conway,2016-01-17 07:00:00,0.0,0
5029,Arkansas,Conway,2016-11-28 12:00:00,0.0,0
5029,Arkansas,Conway,2015-06-05 06:00:00,0.0,0
5029,Arkansas,Conway,2021-11-26 18:00:00,0.0,0
5029,Arkansas,Conway,2020-12-28 17:00:00,0.0,0
5029,Arkansas,Conway,2019-02-22 08:00:00,0.0,0
5029,Arkansas,Conway,2022-10-14 14:00:00,0.0,0
5029,Arkansas,Conway,2017-08-23 15:00:00,0.0,0
5029,Arkansas,Conway,2015-08-10 22:00:00,0.0,0
5031,Arkansas,Craighead,2015-09-06 05:00:00,0.0,0
5031,Arkansas,Craighead,2022-02-06 01:00:00,0.0,0
5031,Arkansas,Craighead,2022-05-03 11:00:00,0.0,0
5031,Arkansas,Craighead,2023-11-23 06:00:00,0.0,0
5031,Arkansas,Craighead,2018-09-27 20:00:00,0.0,0
5031,Arkansas,Craighead,2021-04-14 05:00:00,0.0,0
5031,Arkansas,Craighead,2016-07-13 13:00:00,0.0,0
5031,Arkansas,Craighead,2018-04-18 12:00:00,0.0,0
5031,Arkansas,Craighead,2018-11-13 09:00:00,0.0,0
5031,Arkansas,Craighead,2015-06-15 08:00:00,0.0,0
5033,Arkansas,Crawford,2018-08-28 08:00:00,0.0,0
5033,Arkansas,Crawford,2018-04-25 16:00:00,0.0,0
5033,Arkansas,Crawford,2020-05-03 07:00:00,0.0,0
5033,Arkansas,Crawford,2017-06-03 00:00:00,0.0,0
5033,Arkansas,Crawford,2023-06-20 18:00:00,0.0,0
5033,Arkansas,Crawford,2014-03-19 18:00:00,0.0,0
5033,Arkansas,Crawford,2020-05-08 17:00:00,0.0,0
5033,Arkansas,Crawford,2020-07-02 08:00:00,0.0,0
5033,Arkansas,Crawford,2014-02-11 19:00:00,0.0,0
5033,Arkansas,Crawford,2021-11-02 11:00:00,0.0,0
5035,Arkansas,Crittenden,2021-04-15 21:00:00,0.0,0
5035,Arkansas,Crittenden,2014-10-01 02:00:00,0.0,0
5035,Arkansas,Crittenden,2016-11-07 10:00:00,0.0,0
5035,Arkansas,Crittenden,2020-10-02 12:00:00,0.0,0
5035,Arkansas,Crittenden,2022-12-24 19:00:00,0.0,0
5035,Arkansas,Crittenden,2019-02-24 01:00:00,0.0,0
5035,Arkansas,Crittenden,2016-09-21 00:00:00,0.0,0
5035,Arkansas,Crittenden,2019-09-29 19:00:00,0.0,0
5035,Arkansas,Crittenden,2016-09-01 13:00:00,0.0,0
5035,Arkansas,Crittenden,2018-08-28 22:00:00,0.0,0
5037,Arkansas,Cross,2014-09-09 15:00:00,0.0,0
5037,Arkansas,Cross,2017-07-17 10:00:00,0.0,0
5037,Arkansas,Cross,2017-05-01 11:00:00,0.0,0
5037,Arkansas,Cross,2020-01-31 23:00:00,0.0,0
5037,Arkansas,Cross,2022-06-20 21:00:00,0.0,0
5037,Arkansas,Cross,2021-12-06 01:00:00,0.0,0
5037,Arkansas,Cross,2020-12-30 15:00:00,0.0,0
5037,Arkansas,Cross,2022-06-05 07:00:00,0.0,0
5037,Arkansas,Cross,2019-06-26 08:00:00,0.0,0
5037,Arkansas,Cross,2015-03-19 10:00:00,0.0,0
5039,Arkansas,Dallas,2021-04-21 07:00:00,0.0,0
5039,Arkansas,Dallas,2014-10-01 02:00:00,0.0,0
5039,Arkansas,Dallas,2016-11-13 23:00:00,0.0,0
5039,Arkansas,Dallas,2020-10-12 02:00:00,0.0,0
5039,Arkansas,Dallas,2022-12-29 04:00:00,0.0,0
5039,Arkansas,Dallas,2019-03-02 01:00:00,0.0,0
5039,Arkansas,Dallas,2016-09-27 13:00:00,0.0,0
5039,Arkansas,Dallas,2019-10-05 07:00:00,0.0,0
5039,Arkansas,Dallas,2016-09-08 02:00:00,0.0,0
5039,Arkansas,Dallas,2018-09-03 22:00:00,0.0,0
5041,Arkansas,Desha,2015-09-06 05:00:00,0.0,0
5041,Arkansas,Desha,2017-03-25 07:00:00,0.0,0
5041,Arkansas,Desha,2018-07-06 09:00:00,0.0,0
5041,Arkansas,Desha,2023-11-23 06:00:00,0.0,0
5041,Arkansas,Desha,2018-09-23 18:00:00,0.0,0
5041,Arkansas,Desha,2018-03-15 16:00:00,0.0,0
5041,Arkansas,Desha,2016-07-13 13:00:00,0.0,0
5041,Arkansas,Desha,2021-02-23 06:00:00,0.0,0
5041,Arkansas,Desha,2020-05-10 13:00:00,0.0,0
5041,Arkansas,Desha,2015-06-15 08:00:00,0.0,0
5043,Arkansas,Drew,2021-06-23 18:00:00,0.0,0
5043,Arkansas,Drew,2015-11-09 21:00:00,0.0,0
5043,Arkansas,Drew,2019-07-22 08:00:00,0.0,0
5043,Arkansas,Drew,2015-01-19 14:00:00,0.0,0
5043,Arkansas,Drew,2019-01-14 21:00:00,0.0,0
5043,Arkansas,Drew,2018-07-21 10:00:00,0.0,0
5043,Arkansas,Drew,2014-11-16 06:00:00,0.0,0
5043,Arkansas,Drew,2015-10-04 10:00:00,0.0,0
5043,Arkansas,Drew,2021-05-20 16:00:00,0.0,0
5043,Arkansas,Drew,2021-11-09 01:00:00,0.0,0
5045,Arkansas,Faulkner,2020-11-25 08:00:00,0.0,0
5045,Arkansas,Faulkner,2017-03-05 03:00:00,0.0,0
5045,Arkansas,Faulkner,2017-10-31 08:00:00,0.0,0
5045,Arkansas,Faulkner,2021-05-19 08:00:00,0.0,0
5045,Arkansas,Faulkner,2019-12-14 23:00:00,0.0,0
5045,Arkansas,Faulkner,2018-03-10 01:00:00,0.0,0
5045,Arkansas,Faulkner,2016-03-24 16:00:00,0.0,0
5045,Arkansas,Faulkner,2022-12-29 15:00:00,0.0,0
5045,Arkansas,Faulkner,2014-02-02 14:00:00,0.0,0
5045,Arkansas,Faulkner,2018-11-15 22:00:00,0.0,0
5047,Arkansas,Franklin,2015-09-06 05:00:00,0.0,0
5047,Arkansas,Franklin,2017-03-25 07:00:00,0.0,0
5047,Arkansas,Franklin,2018-07-06 09:00:00,0.0,0
5047,Arkansas,Franklin,2023-11-23 06:00:00,0.0,0
5047,Arkansas,Franklin,2018-09-23 18:00:00,0.0,0
5047,Arkansas,Franklin,2018-03-15 16:00:00,0.0,0
5047,Arkansas,Franklin,2016-07-13 13:00:00,0.0,0
5047,Arkansas,Franklin,2021-02-23 06:00:00,0.0,0
5047,Arkansas,Franklin,2020-05-10 13:00:00,0.0,0
5047,Arkansas,Franklin,2015-06-15 08:00:00,0.0,0
5049,Arkansas,Fulton,2021-12-15 10:00:00,0.0,0
5049,Arkansas,Fulton,2014-06-24 17:00:00,0.0,0
5049,Arkansas,Fulton,2017-08-28 11:00:00,0.0,0
5049,Arkansas,Fulton,2016-12-10 21:00:00,0.0,0
5049,Arkansas,Fulton,2021-01-24 12:00:00,0.0,0
5049,Arkansas,Fulton,2018-11-08 16:00:00,0.0,0
5049,Arkansas,Fulton,2016-10-01 16:00:00,0.0,0
5049,Arkansas,Fulton,2023-12-10 07:00:00,0.0,0
5049,Arkansas,Fulton,2016-03-02 11:00:00,0.0,0
5049,Arkansas,Fulton,2023-06-25 23:00:00,0.0,0
5051,Arkansas,Garland,2018-05-23 06:00:00,0.0,0
5051,Arkansas,Garland,2023-04-20 10:00:00,0.0,0
5051,Arkansas,Garland,2023-02-12 10:00:00,0.0,0
5051,Arkansas,Garland,2019-04-18 23:00:00,0.0,0
5051,Arkansas,Garland,2021-02-28 13:00:00,0.0,0
5051,Arkansas,Garland,2014-08-02 06:00:00,0.0,0
5051,Arkansas,Garland,2019-12-24 23:00:00,0.0,0
5051,Arkansas,Garland,2016-05-09 13:00:00,0.0,0
5051,Arkansas,Garland,2017-08-29 23:00:00,0.0,0
5051,Arkansas,Garland,2014-12-31 12:00:00,0.0,0
5053,Arkansas,Grant,2017-04-12 01:00:00,0.0,0
5053,Arkansas,Grant,2016-10-16 17:00:00,0.0,0
5053,Arkansas,Grant,2021-02-03 15:00:00,0.0,0
5053,Arkansas,Grant,2014-12-21 22:00:00,0.0,0
5053,Arkansas,Grant,2019-10-30 02:00:00,0.0,0
5053,Arkansas,Grant,2020-06-27 23:00:00,0.0,0
5053,Arkansas,Grant,2015-04-21 09:00:00,0.0,0
5053,Arkansas,Grant,2014-07-29 10:00:00,0.0,0
5053,Arkansas,Grant,2016-10-31 22:00:00,0.0,0
5053,Arkansas,Grant,2022-04-13 00:00:00,0.0,0
5055,Arkansas,Greene,2016-02-25 08:00:00,0.0,0
5055,Arkansas,Greene,2018-03-16 16:00:00,0.0,0
5055,Arkansas,Greene,2017-07-24 23:00:00,0.0,0
5055,Arkansas,Greene,2017-02-10 05:00:00,0.0,0
5055,Arkansas,Greene,2019-10-20 23:00:00,0.0,0
5055,Arkansas,Greene,2023-03-04 03:00:00,0.0,0
5055,Arkansas,Greene,2018-08-11 22:00:00,0.0,0
5055,Arkansas,Greene,2016-10-25 07:00:00,0.0,0
5055,Arkansas,Greene,2022-12-26 22:00:00,0.0,0
5055,Arkansas,Greene,2017-10-14 02:00:00,0.0,0
5057,Arkansas,Hempstead,2022-07-16 00:00:00,0.0,0
5057,Arkansas,Hempstead,2019-02-14 20:00:00,0.0,0
5057,Arkansas,Hempstead,2022-11-25 07:00:00,0.0,0
5057,Arkansas,Hempstead,2018-01-09 19:00:00,0.0,0
5057,Arkansas,Hempstead,2016-02-24 04:00:00,0.0,0
5057,Arkansas,Hempstead,2017-09-29 23:00:00,0.0,0
5057,Arkansas,Hempstead,2023-10-08 18:00:00,0.0,0
5057,Arkansas,Hempstead,2015-10-10 00:00:00,0.0,0
5057,Arkansas,Hempstead,2015-12-02 08:00:00,0.0,0
5057,Arkansas,Hempstead,2016-07-06 15:00:00,0.0,0
5059,Arkansas,Hot Spring,2022-02-24 18:00:00,0.0,0
5059,Arkansas,Hot Spring,2022-12-10 06:00:00,0.0,0
5059,Arkansas,Hot Spring,2018-02-27 12:00:00,0.0,0
5059,Arkansas,Hot Spring,2020-01-13 19:00:00,0.0,0
5059,Arkansas,Hot Spring,2017-09-19 05:00:00,0.0,0
5059,Arkansas,Hot Spring,2015-06-03 18:00:00,0.0,0
5059,Arkansas,Hot Spring,2016-10-19 22:00:00,0.0,0
5059,Arkansas,Hot Spring,2017-01-09 18:00:00,0.0,0
5059,Arkansas,Hot Spring,2019-01-16 17:00:00,0.0,0
5059,Arkansas,Hot Spring,2014-10-02 22:00:00,0.0,0
5061,Arkansas,Howard,2021-12-15 10:00:00,0.0,0
5061,Arkansas,Howard,2014-06-24 17:00:00,0.0,0
5061,Arkansas,Howard,2017-08-28 11:00:00,0.0,0
5061,Arkansas,Howard,2016-12-10 21:00:00,0.0,0
5061,Arkansas,Howard,2021-01-24 12:00:00,0.0,0
5061,Arkansas,Howard,2018-11-08 16:00:00,0.0,0
5061,Arkansas,Howard,2016-10-01 16:00:00,0.0,0
5061,Arkansas,Howard,2023-12-10 07:00:00,0.0,0
5061,Arkansas,Howard,2016-03-02 11:00:00,0.0,0
5061,Arkansas,Howard,2023-06-25 23:00:00,0.0,0
5063,Arkansas,Independence,2023-11-12 22:00:00,0.0,0
5063,Arkansas,Independence,2021-07-28 16:00:00,0.0,0
5063,Arkansas,Independence,2022-03-21 17:00:00,0.0,0
5063,Arkansas,Independence,2016-04-23 20:00:00,0.0,0
5063,Arkansas,Independence,2022-10-22 20:00:00,0.0,0
5063,Arkansas,Independence,2022-04-24 09:00:00,0.0,0
